endpoint,checkpoint,radius,vocab,val_r2,val_r2_sd,n_folds,runner_up,runner_up_val_r2,margin,worst_val_r2
LOG_SOL,pt_gin_radius_0_vocab_2048,0,2048,0.26648211303701014,0.07615493470122889,25,pt_gin_radius_2_vocab_1024,0.26262884639513595,0.0038532666418741868,0.2412525909131767
LOG_HLM,pt_gin_radius_0_vocab_2048,0,2048,0.3472155280628362,0.043365318001395196,25,pt_gin_radius_1_vocab_16384,0.33126375191259433,0.015951776150241848,0.3142203378185552
LOG_RLM,pt_gin_radius_2_vocab_1024,2,1024,0.3840028171482737,0.02604580034328997,25,pt_gin_radius_0_vocab_2048,0.3799300066063002,0.004072810541973504,0.36371398559281376
LOG_MDR1_ER,pt_gin_radius_1_vocab_4096,1,4096,0.44830100577918586,0.03475732903128684,25,pt_gin_radius_2_vocab_4096,0.4470077733421535,0.0012932324370323323,0.426050436708312
LOG_HPPB,pt_gin_radius_2_vocab_4096,2,4096,0.325374853934965,0.19431038319814498,25,pt_gin_radius_0_vocab_2048,0.2821722775669626,0.0432025763680024,0.1505568388565682
LOG_RPPB,pt_gin_radius_0_vocab_2048,0,2048,0.3132203007058458,0.2479669316515967,25,pt_gin_radius_1_vocab_2048,0.28444808647829306,0.028772214227552717,0.17877561248356075
