endpoint,method,r2_mean,r2_std,spearman_mean,spearman_std,mae_mean,mae_std
LOG_MBPB,chemeleon,0.7126556881215871,0.06095235257644913,0.8574029902830191,0.016331293239999465,0.15741322620649226,0.01835166179505607
LOG_MBPB,megacl,0.528595272590448,0.06161377720042781,0.7670270196459554,0.03098836411928289,0.20543159284192503,0.016762754640914895
LOG_MBPB,monroe,0.5903183365538363,0.06648669067174465,0.8255905996898065,0.02074470249160374,0.1923403004949833,0.015875601803416215
LOG_MBPB,moljepa,0.4375515920062709,0.09269335403039447,0.7277182681941045,0.04309340935112755,0.23434289268044534,0.020084072861091623
LOG_MBPB,trimole,0.4731598760204904,0.10771671945469478,0.7418552562270225,0.04486222336603341,0.2204639212385979,0.023306145371777255
LOG_MGMB,lgbm,0.259508711611842,0.1476367620099893,0.6090153747850399,0.057849901253376905,0.30224846028607283,0.03416354442911951
LOG_MGMB,chemprop_st,0.279031536249063,0.06272932638862519,0.3882452456825305,0.06916949719581296,0.3038954675455948,0.017763926019422633
LOG_MGMB,chemprop,0.6162857491201964,0.019735568221865535,0.7730155144504383,0.01390138344230897,0.18508525070036108,0.009047581125768575
LOG_MGMB,chemeleon,0.6415650144861139,0.026681551469676917,0.8082907930463228,0.01271544718719081,0.17503355325777695,0.015205641655340284
LOG_MGMB,megacl,0.4468371966644906,0.09517682848563301,0.7091902636194405,0.03793726212427927,0.2344749481038814,0.029368834449299688
LOG_MGMB,monroe,0.5877483918404202,0.09824801234873742,0.7896904032955707,0.026590451500282844,0.20356059738950022,0.033009567487220365
LOG_MGMB,moljepa,0.5033194307974083,0.059859508928291096,0.6937688722516491,0.03582820571590986,0.22359612379681415,0.01803963311571709
LOG_MGMB,trimole,0.4896185177831282,0.06883342166990555,0.7127281372151038,0.03387135886352998,0.22758548279086838,0.01771864627157739
