split,metric,test,left,right,n_folds,mean_diff,sd_diff,right_wins,p_raw,p_holm
random,mae,t,knn,lgbm,50,-0.012558782236854124,0.0356466748950804,0.36,0.01616551008095361,0.22631713015706653
random,mae,t,knn,chemeleon,50,-0.03725216889292227,0.038911756457812044,0.12,1.5098500772043785e-08,3.925610200731384e-07
random,mae,t,knn,monroe35,50,-0.06027496624177711,0.03830748233376819,0.0,5.181873212172736e-15,1.6581993103281117e-13
random,mae,t,knn,median,50,0.3789369428178499,0.0884479388120429,1.0,2.1626163319752166e-33,1.0813081659876082e-31
random,mae,t,knn,pub_knn,50,6.986327405478222e-11,1.2621409511212709e-09,0.54,1.0,1.0
random,mae,t,knn,pub_svm,50,-0.029609269327230736,0.03320501955190698,0.18,7.904324680118767e-08,1.8179946542464231e-06
random,mae,t,knn,pub_rf,50,-0.012742677596031418,0.022361599222670156,0.3,0.00019438450517964074,0.003110151692269389
random,mae,t,knn,pub_xgboost,50,-0.010711879039602001,0.03428988473207218,0.34,0.03188530957801424,0.38262371002717627
random,mae,t,knn,pub_mlp,50,-0.007816123041759122,0.03397357869924791,0.5,0.11019347532323291,0.9917412409207625
random,mae,t,knn,pub_gnn,50,0.09480035575901452,0.05245390496723143,0.98,3.2188841396411645e-17,1.1909871316672309e-15
random,mae,t,lgbm,chemeleon,50,-0.024693386656068145,0.02605406804411397,0.1,1.9225282208403257e-08,4.614067730016782e-07
random,mae,t,lgbm,monroe35,50,-0.04771618400492298,0.02312612681267813,0.02,1.8397245668416157e-19,6.99095335399814e-18
random,mae,t,lgbm,median,50,0.39149572505470404,0.09142988273371302,1.0,2.219074923963205e-33,1.0813081659876082e-31
random,mae,t,lgbm,pub_knn,50,0.012558782306717397,0.03564667481476323,0.64,0.016165509296933323,0.22631713015706653
random,mae,t,lgbm,pub_svm,50,-0.017050487090376612,0.020480330740137834,0.18,3.494404914553029e-07,6.988809829106058e-06
random,mae,t,lgbm,pub_rf,50,-0.00018389535917729405,0.025948477851296243,0.42,0.9602366590422694,1.0
random,mae,t,lgbm,pub_xgboost,50,0.00184690319725212,0.02419083494332188,0.46,0.5917411903453641,1.0
random,mae,t,lgbm,pub_mlp,50,0.004742659195095003,0.031193141417626295,0.56,0.28759659658000974,1.0
random,mae,t,lgbm,pub_gnn,50,0.10735913799586864,0.04467871345531693,0.98,3.532066521442749e-22,1.4481472737915273e-20
random,mae,t,chemeleon,monroe35,50,-0.02302279734885484,0.02189003319596283,0.12,1.3998725696900498e-09,4.059630452101144e-08
random,mae,t,chemeleon,median,50,0.4161891117107721,0.0916156269143754,1.0,1.4026453077576396e-34,7.293755600339726e-33
random,mae,t,chemeleon,pub_knn,50,0.03725216896278554,0.03891175656899852,0.88,1.509850113022898e-08,3.925610200731384e-07
random,mae,t,chemeleon,pub_svm,50,0.007642899565691534,0.025857362318270075,0.56,0.04182405231115493,0.4182405231115493
random,mae,t,chemeleon,pub_rf,50,0.02450949129689085,0.031581425868747924,0.74,1.4255184313038123e-06,2.5659331763468622e-05
random,mae,t,chemeleon,pub_xgboost,50,0.026540289853320263,0.026945319293278012,0.86,7.521662041820218e-09,2.106065371709661e-07
random,mae,t,chemeleon,pub_mlp,50,0.02943604585116314,0.03542381964325593,0.78,3.6337212838793145e-07,6.988809829106058e-06
random,mae,t,chemeleon,pub_gnn,50,0.13205252465193676,0.04428812746884628,1.0,3.1644073221971075e-26,1.3923392217667272e-24
random,mae,t,monroe35,median,50,0.439211909059627,0.08783096510778207,1.0,1.5358854954021194e-36,8.447370224711656e-35
random,mae,t,monroe35,pub_knn,50,0.06027496631164038,0.038307482301387044,1.0,5.181872844775349e-15,1.6581993103281117e-13
random,mae,t,monroe35,pub_svm,50,0.03066569691454637,0.021367371598368396,0.92,1.2327333251024305e-13,3.698199975307292e-12
random,mae,t,monroe35,pub_rf,50,0.047532288645745685,0.02712047096855152,1.0,1.0231168497742445e-16,3.580908974209856e-15
random,mae,t,monroe35,pub_xgboost,50,0.0495630872021751,0.028607436210533153,0.98,1.5730956928174394e-16,5.348525355579294e-15
random,mae,t,monroe35,pub_mlp,50,0.052458843200017986,0.031786933148908174,0.98,9.379055875217867e-16,3.095088438821896e-14
random,mae,t,monroe35,pub_gnn,50,0.1550753220007916,0.039736401245050006,1.0,1.632234955307675e-31,7.508280794415305e-30
random,mae,t,median,pub_knn,50,-0.3789369427479866,0.08844793892036701,0.0,2.162616473873688e-33,1.0813081659876082e-31
random,mae,t,median,pub_svm,50,-0.4085462121450805,0.08939181738760325,0.0,1.05714656809486e-34,5.602876810902758e-33
random,mae,t,median,pub_rf,50,-0.39167962041388116,0.0854599215675221,0.0,9.262697932858529e-35,5.0018568837436054e-33
random,mae,t,median,pub_xgboost,50,-0.3896488218574518,0.09420194647394013,0.0,1.10805778021285e-32,5.207871567000395e-31
random,mae,t,median,pub_mlp,50,-0.3867530658596089,0.0862803864829525,0.0,2.6201659459649057e-34,1.3362846324421018e-32
random,mae,t,median,pub_gnn,50,-0.2841365870588353,0.08648529981727562,0.0,4.172658316186973e-28,1.877696242284138e-26
random,mae,t,pub_knn,pub_svm,50,-0.02960926939709401,0.03320501961221459,0.18,7.9043245836801e-08,1.8179946542464231e-06
random,mae,t,pub_knn,pub_rf,50,-0.012742677665894693,0.022361599126758155,0.3,0.00019438448076683682,0.003110151692269389
random,mae,t,pub_knn,pub_xgboost,50,-0.01071187910946528,0.03428988486986187,0.34,0.031885309168931356,0.38262371002717627
random,mae,t,pub_knn,pub_mlp,50,-0.007816123111622395,0.03397357860017811,0.5,0.11019347121341806,0.9917412409207625
random,mae,t,pub_knn,pub_gnn,50,0.09480035568915124,0.05245390499037271,0.98,3.218884283408502e-17,1.1909871316672309e-15
random,mae,t,pub_svm,pub_rf,50,0.016866591731199313,0.02379606125341399,0.78,7.425175085966119e-06,0.00012622797646142403
random,mae,t,pub_svm,pub_xgboost,50,0.01889739028762873,0.019255251367602415,0.86,8.22698522569351e-09,2.2212860109372478e-07
random,mae,t,pub_svm,pub_mlp,50,0.021793146285471618,0.02478221188920216,0.82,1.0779475146808177e-07,2.2636897808297173e-06
random,mae,t,pub_svm,pub_gnn,50,0.12440962508624526,0.042639232369666914,1.0,8.237976525100526e-26,3.542329905793226e-24
random,mae,t,pub_rf,pub_xgboost,50,0.002030798556429414,0.023377453476314307,0.5,0.5418830043139413,1.0
random,mae,t,pub_rf,pub_mlp,50,0.004926554554272298,0.02624221431374674,0.66,0.19050194420071256,1.0
random,mae,t,pub_rf,pub_gnn,50,0.10754303335504595,0.04344673528021039,1.0,1.0096413733377499e-22,4.24049376801855e-21
random,mae,t,pub_xgboost,pub_mlp,50,0.0028957559978428837,0.030856447169927345,0.5,0.510061818414798,1.0
random,mae,t,pub_xgboost,pub_gnn,50,0.10551223479861653,0.04734708507171507,0.98,8.09736144664678e-21,3.238944578658712e-19
random,mae,t,pub_mlp,pub_gnn,50,0.10261647880077363,0.047169644268543656,1.0,2.1685498272461103e-20,8.45734432625983e-19
random,mae,wilcoxon,knn,lgbm,50,-0.012558782236854124,0.0356466748950804,0.36,0.016637745581261854,0.19965294697514224
random,mae,wilcoxon,knn,chemeleon,50,-0.03725216889292227,0.038911756457812044,0.12,3.8819791825517314e-10,1.1257739629400021e-08
random,mae,wilcoxon,knn,monroe35,50,-0.06027496624177711,0.03830748233376819,0.0,1.7763568394002505e-15,9.769962616701378e-14
random,mae,wilcoxon,knn,median,50,0.3789369428178499,0.0884479388120429,1.0,1.7763568394002505e-15,9.769962616701378e-14
random,mae,wilcoxon,knn,pub_knn,50,6.986327405478222e-11,1.2621409511212709e-09,0.54,1.0,1.0
random,mae,wilcoxon,knn,pub_svm,50,-0.029609269327230736,0.03320501955190698,0.18,1.370373858833318e-08,3.1518598753166316e-07
random,mae,wilcoxon,knn,pub_rf,50,-0.012742677596031418,0.022361599222670156,0.3,0.00017022784864551,0.00272364557832816
random,mae,wilcoxon,knn,pub_xgboost,50,-0.010711879039602001,0.03428988473207218,0.34,0.010879562807692977,0.15231387930770168
random,mae,wilcoxon,knn,pub_mlp,50,-0.007816123041759122,0.03397357869924791,0.5,0.2571237847552261,1.0
random,mae,wilcoxon,knn,pub_gnn,50,0.09480035575901452,0.05245390496723143,0.98,2.4868995751603507e-14,7.958078640513122e-13
random,mae,wilcoxon,lgbm,chemeleon,50,-0.024693386656068145,0.02605406804411397,0.1,2.81308842886574e-09,7.595338757937498e-08
random,mae,wilcoxon,lgbm,monroe35,50,-0.04771618400492298,0.02312612681267813,0.02,3.552713678800501e-15,1.3145040611561853e-13
random,mae,wilcoxon,lgbm,median,50,0.39149572505470404,0.09142988273371302,1.0,1.7763568394002505e-15,9.769962616701378e-14
random,mae,wilcoxon,lgbm,pub_knn,50,0.012558782306717397,0.03564667481476323,0.64,0.016637745581261854,0.19965294697514224
random,mae,wilcoxon,lgbm,pub_svm,50,-0.017050487090376612,0.020480330740137834,0.18,5.951474850718341e-07,1.1307802216364848e-05
random,mae,wilcoxon,lgbm,pub_rf,50,-0.00018389535917729405,0.025948477851296243,0.42,0.5786292137562761,1.0
random,mae,wilcoxon,lgbm,pub_xgboost,50,0.00184690319725212,0.02419083494332188,0.46,0.9389922173111831,1.0
random,mae,wilcoxon,lgbm,pub_mlp,50,0.004742659195095003,0.031193141417626295,0.56,0.34720687274462314,1.0
random,mae,wilcoxon,lgbm,pub_gnn,50,0.10735913799586864,0.04467871345531693,0.98,3.552713678800501e-15,1.3145040611561853e-13
random,mae,wilcoxon,chemeleon,monroe35,50,-0.02302279734885484,0.02189003319596283,0.12,8.970399534291573e-09,2.1528958882299776e-07
random,mae,wilcoxon,chemeleon,median,50,0.4161891117107721,0.0916156269143754,1.0,1.7763568394002505e-15,9.769962616701378e-14
random,mae,wilcoxon,chemeleon,pub_knn,50,0.03725216896278554,0.03891175656899852,0.88,3.8819791825517314e-10,1.1257739629400021e-08
random,mae,wilcoxon,chemeleon,pub_svm,50,0.007642899565691534,0.025857362318270075,0.56,0.09130577606126522,0.9130577606126522
random,mae,wilcoxon,chemeleon,pub_rf,50,0.02450949129689085,0.031581425868747924,0.74,9.979758868183808e-07,1.7963565962730854e-05
random,mae,wilcoxon,chemeleon,pub_xgboost,50,0.026540289853320263,0.026945319293278012,0.86,4.057499225496031e-09,1.054949798628968e-07
random,mae,wilcoxon,chemeleon,pub_mlp,50,0.02943604585116314,0.03542381964325593,0.78,2.649707155910619e-07,5.299414311821238e-06
random,mae,wilcoxon,chemeleon,pub_gnn,50,0.13205252465193676,0.04428812746884628,1.0,1.7763568394002505e-15,9.769962616701378e-14
random,mae,wilcoxon,monroe35,median,50,0.439211909059627,0.08783096510778207,1.0,1.7763568394002505e-15,9.769962616701378e-14
random,mae,wilcoxon,monroe35,pub_knn,50,0.06027496631164038,0.038307482301387044,1.0,1.7763568394002505e-15,9.769962616701378e-14
random,mae,wilcoxon,monroe35,pub_svm,50,0.03066569691454637,0.021367371598368396,0.92,3.0890845437170356e-12,9.267253631151107e-11
random,mae,wilcoxon,monroe35,pub_rf,50,0.047532288645745685,0.02712047096855152,1.0,1.7763568394002505e-15,9.769962616701378e-14
random,mae,wilcoxon,monroe35,pub_xgboost,50,0.0495630872021751,0.028607436210533153,0.98,5.329070518200751e-15,1.865174681370263e-13
random,mae,wilcoxon,monroe35,pub_mlp,50,0.052458843200017986,0.031786933148908174,0.98,5.329070518200751e-15,1.865174681370263e-13
random,mae,wilcoxon,monroe35,pub_gnn,50,0.1550753220007916,0.039736401245050006,1.0,1.7763568394002505e-15,9.769962616701378e-14
random,mae,wilcoxon,median,pub_knn,50,-0.3789369427479866,0.08844793892036701,0.0,1.7763568394002505e-15,9.769962616701378e-14
random,mae,wilcoxon,median,pub_svm,50,-0.4085462121450805,0.08939181738760325,0.0,1.7763568394002505e-15,9.769962616701378e-14
random,mae,wilcoxon,median,pub_rf,50,-0.39167962041388116,0.0854599215675221,0.0,1.7763568394002505e-15,9.769962616701378e-14
random,mae,wilcoxon,median,pub_xgboost,50,-0.3896488218574518,0.09420194647394013,0.0,1.7763568394002505e-15,9.769962616701378e-14
random,mae,wilcoxon,median,pub_mlp,50,-0.3867530658596089,0.0862803864829525,0.0,1.7763568394002505e-15,9.769962616701378e-14
random,mae,wilcoxon,median,pub_gnn,50,-0.2841365870588353,0.08648529981727562,0.0,1.7763568394002505e-15,9.769962616701378e-14
random,mae,wilcoxon,pub_knn,pub_svm,50,-0.02960926939709401,0.03320501961221459,0.18,1.370373858833318e-08,3.1518598753166316e-07
random,mae,wilcoxon,pub_knn,pub_rf,50,-0.012742677665894693,0.022361599126758155,0.3,0.00017022784864551,0.00272364557832816
random,mae,wilcoxon,pub_knn,pub_xgboost,50,-0.01071187910946528,0.03428988486986187,0.34,0.010879562807692977,0.15231387930770168
random,mae,wilcoxon,pub_knn,pub_mlp,50,-0.007816123111622395,0.03397357860017811,0.5,0.2571237847552261,1.0
random,mae,wilcoxon,pub_knn,pub_gnn,50,0.09480035568915124,0.05245390499037271,0.98,2.4868995751603507e-14,7.958078640513122e-13
random,mae,wilcoxon,pub_svm,pub_rf,50,0.016866591731199313,0.02379606125341399,0.78,4.788532343980023e-06,8.14050498476604e-05
random,mae,wilcoxon,pub_svm,pub_xgboost,50,0.01889739028762873,0.019255251367602415,0.86,6.3368066349767105e-09,1.5842016587441776e-07
random,mae,wilcoxon,pub_svm,pub_mlp,50,0.021793146285471618,0.02478221188920216,0.82,3.094002387626915e-08,6.497405014016522e-07
random,mae,wilcoxon,pub_svm,pub_gnn,50,0.12440962508624526,0.042639232369666914,1.0,1.7763568394002505e-15,9.769962616701378e-14
random,mae,wilcoxon,pub_rf,pub_xgboost,50,0.002030798556429414,0.023377453476314307,0.5,0.81837027658068,1.0
random,mae,wilcoxon,pub_rf,pub_mlp,50,0.004926554554272298,0.02624221431374674,0.66,0.16888071753563239,1.0
random,mae,wilcoxon,pub_rf,pub_gnn,50,0.10754303335504595,0.04344673528021039,1.0,1.7763568394002505e-15,9.769962616701378e-14
random,mae,wilcoxon,pub_xgboost,pub_mlp,50,0.0028957559978428837,0.030856447169927345,0.5,0.5462652589115535,1.0
random,mae,wilcoxon,pub_xgboost,pub_gnn,50,0.10551223479861653,0.04734708507171507,0.98,8.881784197001252e-15,2.9309887850104133e-13
random,mae,wilcoxon,pub_mlp,pub_gnn,50,0.10261647880077363,0.047169644268543656,1.0,1.7763568394002505e-15,9.769962616701378e-14
random,mae,t_target,knn,lgbm,10,-0.012558782236854115,0.02740787578934674,0.3,0.18126460113249498,1.0
random,mae,t_target,knn,chemeleon,10,-0.037252168892922266,0.03392394865686866,0.1,0.007020786192036613,0.15445729380117032
random,mae,t_target,knn,monroe35,10,-0.060274966241777105,0.033716547103341425,0.0,0.0003123285660609924,0.008745199684252929
random,mae,t_target,knn,median,10,0.37893694281784984,0.08610122969041242,1.0,2.1584126723473268e-07,9.928698292797704e-06
random,mae,t_target,knn,pub_knn,10,6.986326517299801e-11,7.889682176193178e-10,0.7,1.0,1.0
random,mae,t_target,knn,pub_svm,10,-0.029609269327230753,0.02842347997408287,0.2,0.00931564872677771,0.17761230146152457
random,mae,t_target,knn,pub_rf,10,-0.012742677596031404,0.01303529400433595,0.1,0.01290255564313389,0.21934343862814656
random,mae,t_target,knn,pub_xgboost,10,-0.010711879039602006,0.027789803839052794,0.2,0.25385301814403394,1.0
random,mae,t_target,knn,pub_mlp,10,-0.007816123041759104,0.0211834365957232,0.4,0.2732774438550716,1.0
random,mae,t_target,knn,pub_gnn,10,0.09480035575901452,0.03574947536106646,1.0,1.5165466342618342e-05,0.0005611222546768786
random,mae,t_target,lgbm,chemeleon,10,-0.02469338665606815,0.010290253719784336,0.0,3.366752920270594e-05,0.001178363522094708
random,mae,t_target,lgbm,monroe35,10,-0.04771618400492299,0.014875192171109887,0.0,3.1767438259165744e-06,0.0001238930092107464
random,mae,t_target,lgbm,median,10,0.39149572505470404,0.08772909259522645,1.0,1.9145381587190676e-07,8.998329345979617e-06
random,mae,t_target,lgbm,pub_knn,10,0.012558782306717382,0.0274078758395518,0.7,0.18126459966193909,1.0
random,mae,t_target,lgbm,pub_svm,10,-0.017050487090376636,0.008656533507487718,0.0,0.00015350575470752728,0.004727861739003275
random,mae,t_target,lgbm,pub_rf,10,-0.0001838953591772885,0.017717081884308827,0.2,0.9745321235246567,1.0
random,mae,t_target,lgbm,pub_xgboost,10,0.0018469031972521087,0.012142156139548776,0.6,0.641991849351939,1.0
random,mae,t_target,lgbm,pub_mlp,10,0.004742659195095011,0.01481726952065123,0.8,0.33789297084588704,1.0
random,mae,t_target,lgbm,pub_gnn,10,0.10735913799586863,0.028313597992122578,1.0,7.750992956633845e-07,3.255417041786215e-05
random,mae,t_target,chemeleon,monroe35,10,-0.02302279734885484,0.0100968161658035,0.0,5.0250780151435236e-05,0.001708526525148798
random,mae,t_target,chemeleon,median,10,0.41618911171077216,0.08952884431641464,1.0,1.344022829488558e-07,6.590901030777185e-06
random,mae,t_target,chemeleon,pub_knn,10,0.037252168962785534,0.03392394862323307,0.9,0.007020786081871378,0.15445729380117032
random,mae,t_target,chemeleon,pub_svm,10,0.0076428995656915135,0.012288707889838268,0.7,0.08076155287068289,1.0
random,mae,t_target,chemeleon,pub_rf,10,0.02450949129689086,0.023315580874298348,1.0,0.008880615073076229,0.17761230146152457
random,mae,t_target,chemeleon,pub_xgboost,10,0.02654028985332026,0.017816813638100726,0.9,0.0011035907943441228,0.02758976985860307
random,mae,t_target,chemeleon,pub_mlp,10,0.029436045851163162,0.021001962396974473,1.0,0.0016419131834513627,0.037764003219381344
random,mae,t_target,chemeleon,pub_gnn,10,0.1320525246519368,0.025984629385410046,1.0,6.190493745166116e-08,3.2809616849380415e-06
random,mae,t_target,monroe35,median,10,0.43921190905962704,0.0854399734025882,1.0,5.6006483778675334e-08,3.024350124048468e-06
random,mae,t_target,monroe35,pub_knn,10,0.06027496631164035,0.03371654705377059,1.0,0.0003123285601518903,0.008745199684252929
random,mae,t_target,monroe35,pub_svm,10,0.030665696914546355,0.01596388422708751,1.0,0.00018487318030324516,0.0053613222287941095
random,mae,t_target,monroe35,pub_rf,10,0.0475322886457457,0.024111126807980846,1.0,0.00015251166900010564,0.004727861739003275
random,mae,t_target,monroe35,pub_xgboost,10,0.0495630872021751,0.02258282633199476,1.0,6.756755515505798e-05,0.0021621617649618553
random,mae,t_target,monroe35,pub_mlp,10,0.052458843200018,0.023363706795890126,1.0,5.665026585340622e-05,0.0018694587731624052
random,mae,t_target,monroe35,pub_gnn,10,0.15507532200079163,0.022787271334866487,1.0,4.753550622395104e-09,2.6144528423173074e-07
random,mae,t_target,median,pub_knn,10,-0.3789369427479866,0.08610122976486918,0.0,2.1584126919041492e-07,9.928698292797704e-06
random,mae,t_target,median,pub_svm,10,-0.40854621214508063,0.08741153165241847,0.0,1.2825303141287749e-07,6.540904602056752e-06
random,mae,t_target,median,pub_rf,10,-0.3916796204138813,0.08406807183441518,0.0,1.318180206155437e-07,6.590901030777185e-06
random,mae,t_target,median,pub_xgboost,10,-0.3896488218574519,0.09277320341409401,0.0,3.229787136742872e-07,1.4211063401668637e-05
random,mae,t_target,median,pub_mlp,10,-0.386753065859609,0.08442033040477569,0.0,1.5253549865208145e-07,7.321703935299909e-06
random,mae,t_target,median,pub_gnn,10,-0.2841365870588354,0.07763882284166147,0.0,1.0477044755619553e-06,4.190817902247821e-05
random,mae,t_target,pub_knn,pub_svm,10,-0.029609269397094018,0.028423480087807138,0.2,0.009315648807153243,0.17761230146152457
random,mae,t_target,pub_knn,pub_rf,10,-0.01274267766589467,0.013035293988811848,0.1,0.012902555213420387,0.21934343862814656
random,mae,t_target,pub_knn,pub_xgboost,10,-0.010711879109465272,0.02778980406276591,0.2,0.2538530188174008,1.0
random,mae,t_target,pub_knn,pub_mlp,10,-0.007816123111622369,0.02118343654114154,0.4,0.27327743869950666,1.0
random,mae,t_target,pub_knn,pub_gnn,10,0.09480035568915125,0.03574947537655638,1.0,1.5165466485839919e-05,0.0005611222546768786
random,mae,t_target,pub_svm,pub_rf,10,0.016866591731199348,0.019418698962869314,0.8,0.02259942562003905,0.3389913843005858
random,mae,t_target,pub_svm,pub_xgboost,10,0.018897390287628747,0.012815532516604116,0.9,0.0011802129450491586,0.028325110681179808
random,mae,t_target,pub_svm,pub_mlp,10,0.02179314628547165,0.013863748412674713,1.0,0.0007689047342840443,0.019991523091385154
random,mae,t_target,pub_svm,pub_gnn,10,0.12440962508624528,0.02449604496556319,1.0,6.224432442161231e-08,3.2809616849380415e-06
random,mae,t_target,pub_rf,pub_xgboost,10,0.0020307985564293972,0.01855324728039424,0.4,0.7371945202227114,1.0
random,mae,t_target,pub_rf,pub_mlp,10,0.0049265545542723,0.014840491312873481,0.7,0.32119328292461297,1.0
random,mae,t_target,pub_rf,pub_gnn,10,0.10754303335504592,0.02890665822376987,1.0,9.112483918901508e-07,3.736118406749618e-05
random,mae,t_target,pub_xgboost,pub_mlp,10,0.0028957559978429028,0.018621913642563763,0.6,0.6346717519760043,1.0
random,mae,t_target,pub_xgboost,pub_gnn,10,0.10551223479861653,0.03326494635695975,1.0,3.489095516373666e-06,0.0001325856296221993
random,mae,t_target,pub_mlp,pub_gnn,10,0.10261647880077363,0.02501341885361635,1.0,3.952628372372238e-07,1.6996302001200622e-05
scaffold,mae,t,knn,lgbm,50,-0.0273595425080208,0.049638272346862355,0.36,0.0002953026881419286,0.005020145101841078
scaffold,mae,t,knn,chemeleon,50,-0.05289125082613952,0.045610786255791784,0.14,9.47189347298515e-11,2.936286389845307e-09
scaffold,mae,t,knn,monroe35,50,-0.07639025283496319,0.05053706657491949,0.02,2.108478402739676e-14,8.433912811263463e-13
scaffold,mae,t,knn,median,50,0.2620395018785528,0.12733489412445062,0.98,2.0439963986209847e-19,9.40238332894099e-18
scaffold,mae,t,knn,pub_knn,50,3.020890926297426e-10,1.261309445616892e-09,0.6,1.0,1.0
scaffold,mae,t,knn,pub_svm,50,-0.041993602603541715,0.04354853360053526,0.16,1.2671584648718236e-08,3.6747586372651295e-07
scaffold,mae,t,knn,pub_rf,50,-0.03300903418582136,0.042712224967587,0.2,1.5448805801181237e-06,3.707712569547321e-05
scaffold,mae,t,knn,pub_xgboost,50,-0.022226606909567997,0.05078949929174224,0.36,0.0032545314919141576,0.04556343643393351
scaffold,mae,t,knn,pub_mlp,50,-0.007864267351926467,0.054711511713371366,0.46,0.3144315827978787,1.0
scaffold,mae,t,knn,pub_gnn,50,0.07269718634813914,0.05675399715085477,0.9,4.8415058002507274e-12,1.742942088090262e-10
scaffold,mae,t,lgbm,chemeleon,50,-0.025531708318118712,0.03856624038125099,0.24,2.286606038576953e-05,0.0004573212077153906
scaffold,mae,t,lgbm,monroe35,50,-0.04903071032694238,0.04068709714064199,0.12,3.0842208439867393e-11,1.017792878515624e-09
scaffold,mae,t,lgbm,median,50,0.28939904438657355,0.13338390570142897,1.0,2.418029518985415e-20,1.2090147594927074e-18
scaffold,mae,t,lgbm,pub_knn,50,0.027359542810109893,0.049638272413779404,0.64,0.0002953026530494752,0.005020145101841078
scaffold,mae,t,lgbm,pub_svm,50,-0.014634060095520915,0.03751177952147493,0.32,0.008138894937886746,0.08952784431675422
scaffold,mae,t,lgbm,pub_rf,50,-0.005649491677800562,0.045355168470270955,0.44,0.3827365682136245,1.0
scaffold,mae,t,lgbm,pub_xgboost,50,0.0051329355984528055,0.04182758788336781,0.54,0.3897683843499755,1.0
scaffold,mae,t,lgbm,pub_mlp,50,0.019495275156094328,0.05340659540136796,0.62,0.012890196398934285,0.12890196398934284
scaffold,mae,t,lgbm,pub_gnn,50,0.10005672885615996,0.05552900568639366,0.98,3.6072268157509073e-17,1.5511075307728901e-15
scaffold,mae,t,chemeleon,monroe35,50,-0.02349900200882367,0.040610693877752665,0.28,0.000159313252493973,0.0028676385448915143
scaffold,mae,t,chemeleon,median,50,0.3149307527046923,0.1382367263534124,1.0,3.2607289353245856e-21,1.6629717570155386e-19
scaffold,mae,t,chemeleon,pub_knn,50,0.052891251128228595,0.04561078619913723,0.86,9.471891580146152e-11,2.936286389845307e-09
scaffold,mae,t,chemeleon,pub_svm,50,0.0108976482225978,0.039944820459517125,0.58,0.05951916352754813,0.3571149811652888
scaffold,mae,t,chemeleon,pub_rf,50,0.01988221664031815,0.04588966137525387,0.64,0.0035486408534038034,0.04556343643393351
scaffold,mae,t,chemeleon,pub_xgboost,50,0.03066464391657152,0.04600112982996822,0.7,2.0499754932116757e-05,0.0004304948535744519
scaffold,mae,t,chemeleon,pub_mlp,50,0.04502698347421305,0.05756791636333449,0.82,1.2261303203623498e-06,3.0653258009058745e-05
scaffold,mae,t,chemeleon,pub_gnn,50,0.12558843717427864,0.060280906607923485,0.98,1.247768074832865e-19,5.864509951714466e-18
scaffold,mae,t,monroe35,median,50,0.33842975471351594,0.13165616654405518,1.0,2.0213850698376378e-23,1.1117617884107008e-21
scaffold,mae,t,monroe35,pub_knn,50,0.07639025313705228,0.0505370666361803,0.98,2.108478202815866e-14,8.433912811263463e-13
scaffold,mae,t,monroe35,pub_svm,50,0.03439665023142147,0.04013861344759234,0.84,1.8947451619078995e-07,4.926337420960538e-06
scaffold,mae,t,monroe35,pub_rf,50,0.04338121864914182,0.04770595402143844,0.88,5.0684443880025805e-08,1.3684799847606967e-06
scaffold,mae,t,monroe35,pub_xgboost,50,0.05416364592539519,0.04239059823478099,0.9,5.230558514524626e-12,1.778389894938373e-10
scaffold,mae,t,monroe35,pub_mlp,50,0.06852598548303672,0.057410121809651715,0.94,4.088009766738407e-11,1.3081631253562902e-09
scaffold,mae,t,monroe35,pub_gnn,50,0.14908743918310233,0.06098854867124564,1.0,1.7138538302189008e-22,9.083425300160174e-21
scaffold,mae,t,median,pub_knn,50,-0.26203950157646366,0.1273348939421745,0.02,2.0439963758567368e-19,9.40238332894099e-18
scaffold,mae,t,median,pub_svm,50,-0.3040331044820945,0.12637249407971538,0.0,3.3554554919189454e-22,1.7448368557978515e-20
scaffold,mae,t,median,pub_rf,50,-0.2950485360643741,0.11662607178409498,0.0,3.9957118158488433e-23,2.1576843805583754e-21
scaffold,mae,t,median,pub_xgboost,50,-0.28426610878812075,0.1327761991269888,0.0,4.155821079338554e-20,2.0363523288758916e-18
scaffold,mae,t,median,pub_mlp,50,-0.2699037692304792,0.12781590384841704,0.02,7.253070213672351e-20,3.481473702562729e-18
scaffold,mae,t,median,pub_gnn,50,-0.18934231553041359,0.13342777921744328,0.04,1.7967226372092777e-13,6.827546021395255e-12
scaffold,mae,t,pub_knn,pub_svm,50,-0.0419936029056308,0.04354853347018506,0.16,1.2671581507810792e-08,3.6747586372651295e-07
scaffold,mae,t,pub_knn,pub_rf,50,-0.033009034487910455,0.04271222486277426,0.2,1.544880237311384e-06,3.707712569547321e-05
scaffold,mae,t,pub_knn,pub_xgboost,50,-0.022226607211657083,0.05078949941187002,0.36,0.003254531173852394,0.04556343643393351
scaffold,mae,t,pub_knn,pub_mlp,50,-0.00786426765401556,0.05471151177324466,0.46,0.3144315649253089,1.0
scaffold,mae,t,pub_knn,pub_gnn,50,0.07269718604605005,0.05675399738458626,0.9,4.841507043184444e-12,1.742942088090262e-10
scaffold,mae,t,pub_svm,pub_rf,50,0.008984568417720351,0.0269481106638146,0.64,0.022435745613803078,0.2019217105242277
scaffold,mae,t,pub_svm,pub_xgboost,50,0.019766995693973718,0.03080378746460292,0.72,3.6999581536272556e-05,0.0007029920491891786
scaffold,mae,t,pub_svm,pub_mlp,50,0.03412933525161524,0.04936902849324293,0.88,1.133495390112409e-05,0.00024936898582473
scaffold,mae,t,pub_svm,pub_gnn,50,0.11469078895168085,0.05741089491945936,0.96,6.64766365527636e-19,2.9249720083215983e-17
