endpoint,method,label,n_folds,r2_mean,r2_sd,spearman_mean,spearman_sd,mae_mean,mae_sd
LOG_MGMB,fus_GRMS_early_rf,RF | Early | GNN + RDKit + Mol2Vec + SMILES,25,0.4877545572098205,0.08345966746044571,0.6920763252995044,0.03315981654452676,0.22894995655057454,0.02739317678612887
LOG_MGMB,fus_GRMS_late_attfp,AttentiveFP | Late | GNN + RDKit + Mol2Vec + SMILES,25,0.5188501196391957,0.09370775093596488,0.7201825836745557,0.04538762689262262,0.23018129093332104,0.03296863645530101
LOG_MGMB,fus_GRMS_late_lgbm,LGBM | Late | GNN + RDKit + Mol2Vec + SMILES,25,0.501107676785,0.0567597267495009,0.7121184264859332,0.027024410458625196,0.22717817301928972,0.020561575372118838
LOG_MGMB,fus_GRMS_late_rf,RF | Late | GNN + RDKit + Mol2Vec + SMILES,25,0.48305837235963545,0.06643601770753985,0.6870342647680051,0.02775863290178842,0.2315025873593141,0.022942833855543847
LOG_MGMB,fus_GRM_early_attfp,AttentiveFP | Early | GNN + RDKit + Mol2Vec,25,0.30290153578888,0.18654134571224093,0.647405727063736,0.09500787107745137,0.2836626885001467,0.04466351594822605
LOG_MGMB,fus_GRM_early_lgbm,LGBM | Early | GNN + RDKit + Mol2Vec,25,0.4494549426374019,0.0819781259604284,0.6986189275639315,0.02651914521440712,0.23691331135784743,0.026538925263731555
LOG_MGMB,fus_GRM_early_rf,RF | Early | GNN + RDKit + Mol2Vec,25,0.4574643749054536,0.09531379556017444,0.6857068918944367,0.033453184388142786,0.2379012242298832,0.029358827677852337
LOG_MGMB,fus_GRM_late_attfp,AttentiveFP | Late | GNN + RDKit + Mol2Vec,25,0.5157137226288708,0.1261395920286213,0.728642969344343,0.04403401996607402,0.2286942686663985,0.03936810736585639
LOG_MGMB,fus_GRM_late_lgbm,LGBM | Late | GNN + RDKit + Mol2Vec,25,0.47614966732927727,0.07123393500851104,0.7003190260066025,0.04517695037998616,0.23389715155351143,0.02103689427062351
LOG_MGMB,fus_GRM_late_rf,RF | Late | GNN + RDKit + Mol2Vec,25,0.4818409102008889,0.06755923295194614,0.6863409265790616,0.029448243086535666,0.2317750398630898,0.02311579999237226
LOG_MGMB,fus_GRS_early_attfp,AttentiveFP | Early | GNN + RDKit + SMILES,25,0.2097412210310495,0.28957498055471304,0.6136946096609234,0.1182275634151045,0.29667192832218175,0.049281855660180354
LOG_MGMB,fus_GRS_early_lgbm,LGBM | Early | GNN + RDKit + SMILES,25,0.47953969952955566,0.09720537710318293,0.7034800815047553,0.037526108096290874,0.22849846528858409,0.027851488638273504
LOG_MGMB,fus_GRS_early_rf,RF | Early | GNN + RDKit + SMILES,25,0.4832163578050237,0.09411572140445669,0.6918903448379463,0.04081272192201035,0.23028867775522194,0.029501071894126603
LOG_MGMB,fus_GRS_late_attfp,AttentiveFP | Late | GNN + RDKit + SMILES,25,0.47083138712250205,0.15489047851155235,0.7012785189199015,0.10025293891045409,0.24434906160714587,0.046942140230655745
LOG_MGMB,fus_GRS_late_lgbm,LGBM | Late | GNN + RDKit + SMILES,25,0.47339798491989105,0.05921273301608904,0.7379409889620656,0.019670369115420944,0.2442697029671705,0.018656358492487476
LOG_MGMB,fus_GRS_late_rf,RF | Late | GNN + RDKit + SMILES,25,0.4833820333331378,0.057162682047127614,0.7391991524399572,0.01789626260554146,0.24223429052596684,0.018544127667654318
