task,dimension,model,dataset,split,fold,seed,val_mae,val_rmse,val_r2,test_mae,test_rmse,test_r2,test_pearson_r,test_spearman_r,config,gap,objective_with_penalty,test_mse,train_mae,train_mse,train_pearson_r,train_r2,train_rmse,train_spearman_r,val_mse,val_pearson_r,val_spearman_r
regressor,2d,xgboost,279,diverse_25,4,42,0.8456624738271573,1.0280315716747497,0.16226454752952468,0.8380209570358909,1.0085851668204115,0.21125888340055932,0.46001506315810914,0.45384357872785214,"{'n_estimators': 104, 'max_depth': 5, 'learning_rate': 0.17900901388809898, 'subsample': 0.5177721249614865, 'colsample_bytree': 0.7726471920433566, 'min_child_weight': 9, 'gamma': 0.16710696208210823, 'reg_alpha': 3.7463306415265825e-05, 'reg_lambda': 1.7382310341100248e-05, 'use_gpu': False}",-0.3143309416536557,1.0280315716747497,1.0172440387301576,0.5877776057770309,0.5093685892925065,0.7767961539059253,0.5506542520619886,0.713700630021094,0.7745860645607465,1.056848912360056,0.45641313556629926,0.4465281845264643
regressor,2d,xgboost,279,diverse_25,1,42,0.70403342309776,0.8686617765119027,0.2608610144779745,0.8941751155634529,1.0877962687965643,0.08301243744202846,0.33114562080119747,0.3218704119590739,"{'n_estimators': 464, 'max_depth': 12, 'learning_rate': 0.019564854462432824, 'subsample': 0.5007437461017553, 'colsample_bytree': 0.9912160166188128, 'min_child_weight': 7, 'gamma': 0.041143939693176576, 'reg_alpha': 4.078145638297751e-06, 'reg_lambda': 0.0003566473232143883, 'use_gpu': False}",-0.25619619157049467,0.8686617765119027,1.1833007224077274,0.49931856837712213,0.37511409273762103,0.88832004177697,0.6876185641015147,0.612465584941408,0.8989858874552206,0.7545732819728148,0.5151308045934683,0.5108441607295219
regressor,2d,xgboost,1865,scaffold,5,42,0.4441019179892467,0.5733136513613809,0.6707056019903265,0.5601637405551345,0.7213783537314241,0.4377725383284664,0.6748346416763765,0.680073732313923,"{'n_estimators': 305, 'max_depth': 6, 'learning_rate': 0.215610495070283, 'subsample': 0.6659362531443541, 'colsample_bytree': 0.5376607915063657, 'min_child_weight': 2, 'gamma': 0.15766360428309112, 'reg_alpha': 6.169290646362685e-05, 'reg_lambda': 5.890487294691725e-05, 'use_gpu': False}",-0.34898656420219176,0.5733136513613809,0.5203867292322596,0.17381460503497215,0.05032264203332644,0.9749091739282274,0.9486966134236767,0.22432708715918914,0.9736345409662005,0.32868854283731896,0.8224851286042894,0.8323646576777782
regressor,2d,xgboost,1865,scaffold,3,42,0.3990554613919756,0.5606959717040321,0.6652030231260887,0.5847873296993954,0.7413811939176786,0.42305012152779164,0.6839151863613828,0.6722399351321411,"{'n_estimators': 229, 'max_depth': 12, 'learning_rate': 0.06156623955707338, 'subsample': 0.852194217063449, 'colsample_bytree': 0.5034092963619681, 'min_child_weight': 2, 'gamma': 0.2618493492762785, 'reg_alpha': 0.08023596820183493, 'reg_lambda': 0.0008482211471971359, 'use_gpu': False}",-0.27752601173721303,0.5606959717040321,0.5496460746948026,0.22338564103724065,0.0801852262276099,0.9661659807401886,0.9182200776953984,0.28316995996681904,0.9638910395184164,0.3143799726851287,0.8229439785218639,0.8109058257998877
regressor,2d,xgboost,1865,scaffold,2,42,0.4285759726520718,0.5761675963294777,0.6334738982143928,0.659365082776367,0.8453210357606797,0.2518454293091824,0.5329036203224089,0.49346903644882484,"{'n_estimators': 470, 'max_depth': 6, 'learning_rate': 0.2954387848011154, 'subsample': 0.5616676692769879, 'colsample_bytree': 0.7990081964518403, 'min_child_weight': 5, 'gamma': 0.2712286720850099, 'reg_alpha': 1.5557570099328848, 'reg_lambda': 1.2306082981627045, 'use_gpu': False}",-0.211300154281914,0.5761675963294777,0.7145676534995085,0.2836643312910244,0.13312825026633224,0.9328630074866899,0.8644441007616612,0.36486744204756366,0.9315914979522708,0.3319690990600879,0.7994586065421373,0.7706825433758927
regressor,2d,xgboost,1865,scaffold,4,42,0.41812405952810516,0.539224195332629,0.7197098495264602,0.5417127992197358,0.7308553636382031,0.48816916476619554,0.7250231473657157,0.7145940007873521,"{'n_estimators': 338, 'max_depth': 5, 'learning_rate': 0.048773792063439986, 'subsample': 0.8034709070106109, 'colsample_bytree': 0.9983128618537664, 'min_child_weight': 2, 'gamma': 0.06278910253665948, 'reg_alpha': 9.168646077546715e-06, 'reg_lambda': 0.012346104286160913, 'use_gpu': False}",-0.240758975709641,0.539224195332629,0.5341495625587301,0.23647593856697816,0.08908148732459845,0.9592237428464201,0.9056207709742927,0.298465219622988,0.9565226037977421,0.2907627328321213,0.8611863777457454,0.8684981015447032
regressor,2d,xgboost,1865,scaffold,1,42,0.45253531800467006,0.5579741296386341,0.6882477401748508,0.6184525395306335,0.8059820939478244,0.30140774526359315,0.6182635117882879,0.5863559459053079,"{'n_estimators': 360, 'max_depth': 7, 'learning_rate': 0.2078440009262902, 'subsample': 0.8054313348195765, 'colsample_bytree': 0.585492620615321, 'min_child_weight': 2, 'gamma': 0.7830205834764432, 'reg_alpha': 1.4403349490706075e-05, 'reg_lambda': 0.08122611582411592, 'use_gpu': False}",-0.18025798113130664,0.5579741296386341,0.6496071357645197,0.29650421397940363,0.14266948884320946,0.9336892603545371,0.8525495785597954,0.3777161485073275,0.9267223958757892,0.3113351293459913,0.8352070127733295,0.8060267665071539
regressor,2d,xgboost,1865,random,5,42,0.4300005693838092,0.5703965469111535,0.6262551986335596,0.4914525467571597,0.6476752098089927,0.5552372863434918,0.7460870517800404,0.7555498815971896,"{'n_estimators': 246, 'max_depth': 11, 'learning_rate': 0.05500620368713665, 'subsample': 0.96699277045939, 'colsample_bytree': 0.5079499471683003, 'min_child_weight': 3, 'gamma': 0.03679235609694473, 'reg_alpha': 4.6667540298309055e-05, 'reg_lambda': 0.005489724629961471, 'use_gpu': False}",-0.3908252725698793,0.5703965469111535,0.4194831774011228,0.12824426230929253,0.03224584256854916,0.9849020204120259,0.9675803095611594,0.1795712743412742,0.9840282344588327,0.3253522207281678,0.7922108894098625,0.8058424667702667
regressor,2d,xgboost,1865,random,3,42,0.37378088849738833,0.4899931176484465,0.7555317962725839,0.46782878702812986,0.6214758660613593,0.6184483209214086,0.7867687028858787,0.7801684570051306,"{'n_estimators': 397, 'max_depth': 12, 'learning_rate': 0.051164179909375045, 'subsample': 0.6157943911853299, 'colsample_bytree': 0.5351902118611931, 'min_child_weight': 3, 'gamma': 0.12237123576441863, 'reg_alpha': 0.26228611742966074, 'reg_lambda': 3.694983471033471e-06, 'use_gpu': False}",-0.2614720624303541,0.4899931176484465,0.3862322520967166,0.17830183809685243,0.052221872677990444,0.9747967263070709,0.9456762584522354,0.2285210552180924,0.9746423793190412,0.24009325534284434,0.870249777186424,0.8663756987650651
regressor,2d,xgboost,1865,random,2,42,0.3748839986928351,0.4987877524371008,0.7019427457655183,0.4472943114100813,0.6033137355549145,0.6072256583537473,0.7837826981589372,0.7710907355044637,"{'n_estimators': 179, 'max_depth': 10, 'learning_rate': 0.06423331103964935, 'subsample': 0.6573674458554666, 'colsample_bytree': 0.5357949460013949, 'min_child_weight': 1, 'gamma': 0.07064124822813422, 'reg_alpha': 1.4400094318441898e-08, 'reg_lambda': 4.395147986815669e-05, 'use_gpu': False}",-0.3125480478721899,0.4987877524371008,0.3639874635092254,0.14460687333140418,0.03468522755642528,0.9847876565645688,0.9652737659097469,0.18623970456491087,0.9828662833999816,0.24878922198125455,0.839258983543688,0.8050588275615138
regressor,2d,xgboost,1865,random,4,42,0.5151721962998131,0.6698215971862292,0.6670973275219697,0.45559602754511863,0.5912396683898747,0.6466146416177123,0.8078207080312192,0.8044543439262307,"{'n_estimators': 355, 'max_depth': 9, 'learning_rate': 0.16082266131329143, 'subsample': 0.8136528341012501, 'colsample_bytree': 0.8136587442610715, 'min_child_weight': 1, 'gamma': 0.204285098571099, 'reg_alpha': 0.0020410912173316658, 'reg_lambda': 0.04484273710891035, 'use_gpu': False}",-0.44013127938663765,0.6698215971862292,0.34956434547776905,0.18381176333833138,0.05275764209087737,0.9761150641727704,0.9432119108766166,0.22969031779959156,0.9747185704246443,0.4486609720571112,0.8387843772778196,0.8536513695766509
regressor,2d,xgboost,1865,random,1,42,0.379771224529104,0.48722813694664385,0.6845390366810469,0.4358614761742358,0.5957694987611631,0.6405712379980286,0.8027674686311536,0.8032478142256184,"{'n_estimators': 431, 'max_depth': 10, 'learning_rate': 0.09357762687108333, 'subsample': 0.8947104883357138, 'colsample_bytree': 0.7754465045567612, 'min_child_weight': 2, 'gamma': 0.004141226112331517, 'reg_alpha': 0.020479815431337804, 'reg_lambda': 6.002846519615947e-06, 'use_gpu': False}",-0.32024506199422037,0.48722813694664385,0.3549412956541275,0.12337003881846974,0.02788334732056668,0.9875178471335003,0.9719647275780547,0.16698307495242348,0.9854680961422823,0.23739125743249756,0.8276384314387568,0.830887115764811
regressor,2d,xgboost,1865,umap,5,42,0.4511764497985623,0.5663935652870843,0.6188210071799212,0.7862805022073749,0.9740494510714784,-0.03818998730383205,0.38430379652531294,0.38967993867431916,"{'n_estimators': 123, 'max_depth': 11, 'learning_rate': 0.2287812866094723, 'subsample': 0.6218045980815834, 'colsample_bytree': 0.5569580361539325, 'min_child_weight': 6, 'gamma': 0.29772066874381226, 'reg_alpha': 8.483658233156635e-06, 'reg_lambda': 0.0018774437923237824, 'use_gpu': False}",-0.26654802710866565,0.5663935652870843,0.9487723331326484,0.22574530852900537,0.0899073467655055,0.9556818514373423,0.9105225322298675,0.29984553817841864,0.9538825416017226,0.3208016707986146,0.7946712375120469,0.8142235488920012
regressor,2d,xgboost,1865,umap,3,42,0.3610559233168713,0.5206580585031889,0.7227096302682445,0.7893074231783335,0.9814348918289392,0.14105117261345823,0.3984741513210992,0.42865265489180077,"{'n_estimators': 170, 'max_depth': 12, 'learning_rate': 0.13098097083028393, 'subsample': 0.8481055220487073, 'colsample_bytree': 0.8986766407658431, 'min_child_weight': 5, 'gamma': 0.09855519721277217, 'reg_alpha': 6.994431280708111e-05, 'reg_lambda': 0.057410031924805, 'use_gpu': False}",-0.27750908417194753,0.5206580585031889,0.9632144468992816,0.18068629875632483,0.0591214237183347,0.969016064866353,0.9358497373252368,0.2431489743312414,0.969534895021905,0.27108481388431005,0.8544701366313149,0.828411722849468
regressor,2d,xgboost,1865,umap,2,42,0.39270743728736873,0.5194329713404157,0.6807281433630414,0.7788188049122876,0.9615409405982615,0.10033488084779518,0.361699592909919,0.34633141549690677,"{'n_estimators': 143, 'max_depth': 11, 'learning_rate': 0.061522045819299896, 'subsample': 0.7152735987594875, 'colsample_bytree': 0.8506545272070367, 'min_child_weight': 3, 'gamma': 0.2753436093192916, 'reg_alpha': 1.792656011367325e-05, 'reg_lambda': 2.0788621766936542e-08, 'use_gpu': False}",-0.2486495478307421,0.5194329713404157,0.9245609804465893,0.2136381984772985,0.07332366244761923,0.9651903301133857,0.9229339454773581,0.27078342350967355,0.9637287331126324,0.2698106117155331,0.8287154416727542,0.8130438082398468
regressor,2d,xgboost,1865,umap,4,42,0.44141826151092195,0.5813437314997439,0.6714220891741354,0.7443785874392129,0.9033504547430219,-0.1368079120956418,0.16490467928708785,0.14448655969191673,"{'n_estimators': 154, 'max_depth': 12, 'learning_rate': 0.16652190565063138, 'subsample': 0.9483504685094497, 'colsample_bytree': 0.756706138893203, 'min_child_weight': 8, 'gamma': 0.18991812872152647, 'reg_alpha': 0.09178404364558235, 'reg_lambda': 0.06102201711749876, 'use_gpu': False}",-0.27819062464253896,0.5813437314997439,0.8160420440844245,0.22826859551025316,0.09190180619717593,0.9561059564743801,0.9088565364696929,0.303153106857205,0.9549076537246444,0.33796053415404637,0.8250784002269389,0.8139464677324973
regressor,2d,xgboost,1865,umap,1,42,0.4452710570355034,0.6023806950466688,0.6551319020224011,0.5976424510197642,0.7753243865217285,0.32242039039488535,0.5704244202072697,0.6063849244166909,"{'n_estimators': 454, 'max_depth': 5, 'learning_rate': 0.1931963359565302, 'subsample': 0.675155837957455, 'colsample_bytree': 0.7561298088126063, 'min_child_weight': 8, 'gamma': 0.2096054791459464, 'reg_alpha': 0.0001599310802175136, 'reg_lambda': 7.515799483709413e-05, 'use_gpu': False}",-0.3337381639671004,0.6023806950466688,0.6011279043352947,0.2057825163345308,0.0721688095048369,0.9637972891207887,0.9264979979498029,0.2686425310795684,0.9629071538510718,0.3628625017649078,0.8134614521684677,0.8166914240337126
regressor,2d,xgboost,1865,time,5,42,0.3598782252556709,0.4855015323061761,0.7647197870207296,0.6197769293821822,0.8223875183556253,0.27029074650180085,0.5394190237115716,0.544851804858739,"{'n_estimators': 320, 'max_depth': 10, 'learning_rate': 0.0754705450689817, 'subsample': 0.8634286169936012, 'colsample_bytree': 0.6043275074187363, 'min_child_weight': 5, 'gamma': 0.05027911860101031, 'reg_alpha': 1.8368407930752787e-08, 'reg_lambda': 0.8462571929443818, 'use_gpu': False}",-0.26342844626306905,0.4855015323061761,0.676321230347124,0.16630867193337323,0.04931645554470923,0.9758947294580649,0.9492873981288328,0.22207308604310705,0.9766908414498547,0.23571173787164496,0.8770679870539535,0.8526227541843797
regressor,2d,xgboost,1865,time,3,42,0.5144513686491228,0.6474694039054624,0.628331644142823,0.8461093207824073,1.0364359428131749,-0.020486813183158148,0.29940028609174885,0.2672956450897766,"{'n_estimators': 228, 'max_depth': 12, 'learning_rate': 0.13309999788963195, 'subsample': 0.6517798240325812, 'colsample_bytree': 0.8844672139449673, 'min_child_weight': 2, 'gamma': 0.30578706420956714, 'reg_alpha': 1.0888323615741946e-06, 'reg_lambda': 0.00012291667477736174, 'use_gpu': False}",-0.4039845374973823,0.6474694039054624,1.0741994635550345,0.19395659488456546,0.05928488016976059,0.9682983804094647,0.9278305375187457,0.24348486640808006,0.9660518945628673,0.4192166289936947,0.8079103803049894,0.8077920432329393
regressor,2d,xgboost,1865,time,2,42,0.36830672251238983,0.49903143219402923,0.7216950191632434,0.7547097518275339,0.9389168352504333,0.15703918676817608,0.41421666795613843,0.380668670755183,"{'n_estimators': 407, 'max_depth': 8, 'learning_rate': 0.19000984407970584, 'subsample': 0.987104132670645, 'colsample_bytree': 0.7209054557004179, 'min_child_weight': 4, 'gamma': 0.027399547484656755, 'reg_alpha': 4.245137921762282e-06, 'reg_lambda': 0.35844606719048794, 'use_gpu': False}",-0.16169456961172435,0.49903143219402923,0.8815648235166893,0.25928959232209686,0.11379615885687286,0.9435365155769389,0.8661437557552355,0.3373368625823049,0.9465480022909196,0.24903237031762399,0.8630503260730392,0.864708918716618
regressor,2d,xgboost,1865,time,4,42,0.4113516834016669,0.5479318296722077,0.7017246416697366,0.7958928200774084,0.9813160200407616,0.07952815059907914,0.40672404179831156,0.37612505461965223,"{'n_estimators': 310, 'max_depth': 6, 'learning_rate': 0.1618393739350551, 'subsample': 0.5926792782767366, 'colsample_bytree': 0.904729935755262, 'min_child_weight': 3, 'gamma': 0.2275032164181814, 'reg_alpha': 1.1039899021214508e-08, 'reg_lambda': 0.004165677051610491, 'use_gpu': False}",-0.24157841023407933,0.5479318296722077,0.9629811311886404,0.2392513839852745,0.09385241760143379,0.9482109677906052,0.8915754649371102,0.3063534194381283,0.9467808241103349,0.30022928996793324,0.8504034234765652,0.8512410498065895
regressor,2d,xgboost,1865,time,1,42,0.30550690518347245,0.39214350958095434,0.6571969267661468,0.8026979004297773,0.9734856449000662,0.08986589263940659,0.3366405540768456,0.3224104396175987,"{'n_estimators': 354, 'max_depth': 9, 'learning_rate': 0.25437523539727297, 'subsample': 0.6960439520918227, 'colsample_bytree': 0.9671813550003552, 'min_child_weight': 3, 'gamma': 0.970997491870241, 'reg_alpha': 0.00017504660142105382, 'reg_lambda': 9.158053044870466e-08, 'use_gpu': False}",-0.0069540057284481205,0.39214350958095434,0.9476743008264977,0.29571439326592613,0.1483709538781399,0.9126735684535657,0.8082409026910711,0.3851895038525062,0.9115793413988402,0.15377653210646805,0.8535908035817453,0.808015082923655
regressor,2d,xgboost,1865,butina,5,42,0.4374549493681365,0.5878827756193464,0.6293527013081981,0.6291625389685489,0.8236596228011743,0.39967244149444703,0.6639088136653948,0.6991544750457253,"{'n_estimators': 246, 'max_depth': 4, 'learning_rate': 0.2085356946167107, 'subsample': 0.6160069834135145, 'colsample_bytree': 0.6960005839067844, 'min_child_weight': 6, 'gamma': 0.2927535190075573, 'reg_alpha': 2.8258455300488788e-05, 'reg_lambda': 7.058371953130944e-08, 'use_gpu': False}",-0.26113523688831075,0.5878827756193464,0.6784151742329728,0.2576752565135422,0.10676395406678965,0.9434923543631399,0.8856969003785611,0.3267475387310357,0.9414127519209449,0.3456061578699068,0.8005743809623544,0.7909619281954302
regressor,2d,xgboost,1865,butina,3,42,0.38496848874116457,0.46934721833844356,0.7084621607496622,0.5802661795878348,0.7359060497878818,0.317976520652992,0.5736682533881894,0.5431225366669825,"{'n_estimators': 441, 'max_depth': 9, 'learning_rate': 0.12752781288281245, 'subsample': 0.9730910945560619, 'colsample_bytree': 0.7934669861708865, 'min_child_weight': 7, 'gamma': 0.08968264897879744, 'reg_alpha': 0.08277919544387667, 'reg_lambda': 3.536222086462894e-07, 'use_gpu': False}",-0.10430782266331345,0.46934721833844356,0.5415577141144043,0.27619363417542186,0.1332537603948642,0.9412697309124122,0.8729089779149849,0.3650393956751301,0.9399677313894839,0.22028681136203462,0.8470278593548757,0.8114129610977752
regressor,2d,xgboost,1865,butina,2,42,0.41474973856081154,0.5466118436262315,0.7400671866967752,0.5801980371208602,0.7529742142088772,0.23566498201357777,0.5090713742824164,0.4601594470730268,"{'n_estimators': 451, 'max_depth': 6, 'learning_rate': 0.09473604325194405, 'subsample': 0.5121435654919959, 'colsample_bytree': 0.8960156099334146, 'min_child_weight': 1, 'gamma': 0.6904924181450827, 'reg_alpha': 0.0018780298155930892, 'reg_lambda': 0.0007344905241939344, 'use_gpu': False}",-0.2045339347581438,0.5466118436262315,0.5669701672634762,0.2764300525549934,0.11701729573556371,0.9462470510833119,0.8850674989445726,0.3420779088680877,0.9451748396833879,0.2987845075924678,0.8656265722477243,0.8755115367871136
regressor,2d,xgboost,1865,butina,4,42,0.45422887462310946,0.5893294252415103,0.6651861050048673,0.5508637521477622,0.7134336934874526,0.43359707304688744,0.6695635224934708,0.656614127610231,"{'n_estimators': 338, 'max_depth': 11, 'learning_rate': 0.1251429492611948, 'subsample': 0.8163602729334557, 'colsample_bytree': 0.5885403525269645, 'min_child_weight': 7, 'gamma': 0.11816274084322602, 'reg_alpha': 0.2895695415408989, 'reg_lambda': 0.014780812382187621, 'use_gpu': False}",-0.2798060090265404,0.5893294252415103,0.5089876350031485,0.2360538056706142,0.0958047451853855,0.9529230346041567,0.9006704314780731,0.3095234162149699,0.9526655466908548,0.3473091714554889,0.8301073511279017,0.8406273468863901
regressor,2d,xgboost,1865,butina,1,42,0.4308366826454198,0.5586068644674914,0.6280087904624219,0.7097747506278312,0.9007377725808513,0.3018520364131665,0.5633767777086718,0.5640486789646352,"{'n_estimators': 471, 'max_depth': 12, 'learning_rate': 0.0665070571370221, 'subsample': 0.677134171527641, 'colsample_bytree': 0.9560971021367357, 'min_child_weight': 7, 'gamma': 0.0006365564093122854, 'reg_alpha': 0.00485001561515449, 'reg_lambda': 2.0492965457115776e-05, 'use_gpu': False}",-0.20742037917891593,0.5586068644674914,0.8113285349539133,0.26537825767092443,0.12333194744934284,0.9369755274764833,0.8640071818985725,0.3511864852885755,0.9372273966820549,0.3120416290302024,0.7942945869646106,0.7920197230769825
regressor,2d,xgboost,1865,diverse_25,5,42,0.6861371929198787,0.811267600863445,0.5670756481174102,0.8504697202362554,1.0939142744677433,-0.24089645718660213,0.19941680759014904,0.1782845766197615,"{'n_estimators': 161, 'max_depth': 11, 'learning_rate': 0.23545144377951568, 'subsample': 0.5523254980690916, 'colsample_bytree': 0.6551282276918434, 'min_child_weight': 9, 'gamma': 0.24299743658330078, 'reg_alpha': 5.4614447121275016e-08, 'reg_lambda': 7.78841847469394e-05, 'use_gpu': False}",-0.4520238798856514,0.811267600863445,1.1966484398842892,0.2808295896077241,0.1290560510619708,0.9490717283271052,0.88819152396824,0.35924372097779356,0.9484271689886363,0.6581551202107299,0.791607136388176,0.8108918573629015
regressor,2d,xgboost,1865,diverse_25,3,42,0.44410904001944373,0.5148788825015547,0.708065097083105,0.8533288717373764,1.0917519545017285,0.11723647590920871,0.4199195897410166,0.3792529352441855,"{'n_estimators': 291, 'max_depth': 8, 'learning_rate': 0.20893289831108813, 'subsample': 0.6344740798041736, 'colsample_bytree': 0.8804163269184798, 'min_child_weight': 10, 'gamma': 0.5161590642711636, 'reg_alpha': 0.03588637086252897, 'reg_lambda': 0.08267913056447578, 'use_gpu': False}",-0.10341951324644977,0.5148788825015547,1.1919223301583441,0.3303853751818816,0.16929881254780876,0.9365708087344999,0.8594832399625976,0.4114593692551049,0.9375423830616914,0.26510026364604977,0.8490272035717197,0.8175188396402238
regressor,2d,xgboost,1865,diverse_25,2,42,0.7745821705847065,0.9084827464988584,0.2725162362157225,0.6363677612190993,0.7768336891882913,0.40712154010928536,0.7087602038705001,0.6934471724568382,"{'n_estimators': 144, 'max_depth': 10, 'learning_rate': 0.0795516198177556, 'subsample': 0.5003156504268068, 'colsample_bytree': 0.5270158819287144, 'min_child_weight': 1, 'gamma': 0.19426369407936042, 'reg_alpha': 1.5921434937977015, 'reg_lambda': 1.2029640912691276e-06, 'use_gpu': False}",-0.20415939444104336,0.9084827464988584,0.6034705806578907,0.5608761237276355,0.49607138425395686,0.8889225013998894,0.6005136210115309,0.704323352057815,0.8892407582198298,0.825340900686109,0.5544356190234553,0.5895223050906704
regressor,2d,xgboost,1865,diverse_25,4,42,0.7263076885473031,0.8634223631253707,0.44753021780823676,0.8339287966895685,0.9855575008125683,0.19224810390401004,0.44467640477373477,0.438843387027876,"{'n_estimators': 365, 'max_depth': 11, 'learning_rate': 0.0366463343970236, 'subsample': 0.683802945535436, 'colsample_bytree': 0.9002086166512617, 'min_child_weight': 2, 'gamma': 0.13011469575878498, 'reg_alpha': 2.1098262084913126e-08, 'reg_lambda': 0.8533717941549183, 'use_gpu': False}",-0.6744958735252014,0.8634223631253707,0.9713235874079157,0.14465567951779695,0.03569321847264289,0.9912844523275047,0.968630019288364,0.18892648960016933,0.9912562380388815,0.7454981771449996,0.6752974123262158,0.6906247467790293
regressor,2d,xgboost,1865,diverse_25,1,42,0.5326222632065428,0.7300870905111325,0.5788089325217054,0.8686911033324972,1.0415444867289971,0.1379312473974732,0.4829184975463067,0.43922221520751825,"{'n_estimators': 324, 'max_depth': 10, 'learning_rate': 0.22745968114768436, 'subsample': 0.8670938780688423, 'colsample_bytree': 0.9999047187922768, 'min_child_weight': 10, 'gamma': 0.036617727050741844, 'reg_alpha': 1.0712955472066338e-07, 'reg_lambda': 3.580659314818921e-07, 'use_gpu': False}",-0.4972899096489559,0.7300870905111325,1.08481491783557,0.17914140530418812,0.054194527417376945,0.9789835538362092,0.9508424461254588,0.23279718086217657,0.978447809769711,0.5330271597310107,0.7814381195567746,0.7928687222144216
regressor,2d,xgboost,4822,scaffold,5,42,0.3580922472415194,0.4732227110789183,0.8254174960496697,0.4539063841200941,0.6169963867515715,0.7893838065898121,0.8902197522090431,0.881381872878336,"{'n_estimators': 339, 'max_depth': 4, 'learning_rate': 0.10610113113554073, 'subsample': 0.6121790440166176, 'colsample_bytree': 0.826562446701915, 'min_child_weight': 9, 'gamma': 0.04863473100236611, 'reg_alpha': 0.9872456823990685, 'reg_lambda': 5.8706025057460215e-08, 'use_gpu': False}",-0.13267131160057888,0.4732227110789183,0.3806845412644948,0.2646462988013763,0.1159752556866555,0.9541984731937346,0.908448281774555,0.3405513994783394,0.9497415476696123,0.22393973428088135,0.9088605540438144,0.9042659599762225
regressor,2d,xgboost,4822,scaffold,3,42,0.3881103694926705,0.5445341146200524,0.7897771405567191,0.4780278338883322,0.6079779292048167,0.6951006195956546,0.8352688860026207,0.8138653194335497,"{'n_estimators': 385, 'max_depth': 10, 'learning_rate': 0.031570742533541495, 'subsample': 0.6549007202042427, 'colsample_bytree': 0.5873524492565089, 'min_child_weight': 1, 'gamma': 0.2113403939796562, 'reg_alpha': 1.2970431575206309e-05, 'reg_lambda': 0.5320341246551163, 'use_gpu': False}",-0.31923711537785726,0.5445341146200524,0.36963716240017713,0.1828466093237506,0.05075873786753769,0.9836314018275641,0.9647047392285362,0.22529699924219518,0.9821522885091293,0.29651740198504434,0.8961908638406083,0.893952101535295
regressor,2d,xgboost,4822,scaffold,2,42,0.40435633934174614,0.5357531605241171,0.7976363879649847,0.4928663273308746,0.6402362968926817,0.7279212735589324,0.8589656576830351,0.8484594095223283,"{'n_estimators': 310, 'max_depth': 11, 'learning_rate': 0.1808012313496254, 'subsample': 0.8713597468849834, 'colsample_bytree': 0.5109599217214964, 'min_child_weight': 2, 'gamma': 0.1395903618722171, 'reg_alpha': 1.760745420914371e-06, 'reg_lambda': 0.0027932351809309085, 'use_gpu': False}",-0.2926614922328552,0.5357531605241171,0.4099025158588541,0.19560783052708142,0.05909355919262891,0.9819902702714518,0.956142175285148,0.24309166829126191,0.9803943895094714,0.2870314490115804,0.8958280468137568,0.8875438463581982
regressor,2d,xgboost,4822,scaffold,4,42,0.3787140131624502,0.4786461305506673,0.8010632793959364,0.4545939187748236,0.5990784557806765,0.7120021681572068,0.8487814731608359,0.8034955054183516,"{'n_estimators': 399, 'max_depth': 12, 'learning_rate': 0.031217593293183847, 'subsample': 0.5906318350036163, 'colsample_bytree': 0.5710649876467451, 'min_child_weight': 3, 'gamma': 0.2181083106294216, 'reg_alpha': 0.009934490238432063, 'reg_lambda': 1.7037330764787443e-08, 'use_gpu': False}",-0.23171788761211626,0.4786461305506673,0.35889499618056,0.19385724097181883,0.060973557160720074,0.9791325536787995,0.9569125202153964,0.24692824293855103,0.9777142044811904,0.22910211829112642,0.9001407475035949,0.8966321497855894
regressor,2d,xgboost,4822,scaffold,1,42,0.37478826480202343,0.518091646141622,0.8221445810124278,0.5352130624436023,0.655954494250436,0.5565526651014752,0.7652849642318866,0.7714630639555046,"{'n_estimators': 431, 'max_depth': 6, 'learning_rate': 0.11211423269874984, 'subsample': 0.5188463876672795, 'colsample_bytree': 0.8386793509345507, 'min_child_weight': 8, 'gamma': 0.4289124223347314, 'reg_alpha': 2.627966897096113e-08, 'reg_lambda': 1.8158274212165257e-08, 'use_gpu': False}",-0.2096703836809508,0.518091646141622,0.43027629852734517,0.23831409296140493,0.0951236751378342,0.9682659976576642,0.9364201246071702,0.30842126246067114,0.9626046570556999,0.26841895380173564,0.9082145343377173,0.8786060252956353
regressor,2d,xgboost,4822,random,5,42,0.3751408943401858,0.517003543494426,0.7982996589343103,0.4869455626361087,0.6528121943313526,0.7032294612941485,0.8407793352965027,0.8296121852731002,"{'n_estimators': 260, 'max_depth': 12, 'learning_rate': 0.07666965892413696, 'subsample': 0.9469312036815684, 'colsample_bytree': 0.9212974733649543, 'min_child_weight': 2, 'gamma': 0.022360633558446974, 'reg_alpha': 6.901511470758049e-05, 'reg_lambda': 1.0543274732222322e-05, 'use_gpu': False}",-0.3824216848853268,0.517003543494426,0.4261637610677157,0.10516102768080107,0.018112276666679583,0.994332771839847,0.9869354814010386,0.13458185860909924,0.993728998150822,0.2672926639857928,0.8939356600559554,0.8912175579569013
