endpoint,metric,left,right,mean_diff,right_wins,n_folds,p_value
LOG_HPPB,r2,lgbm,chemprop_st,-0.19236121919166327,1,25,2.2046553602746755e-08
LOG_HPPB,spearman,lgbm,chemprop_st,-0.21353389636652717,0,25,6.973394962549312e-14
LOG_HPPB,mae,lgbm,chemprop_st,0.07395761262355631,0,25,8.509183184335595e-11
LOG_RPPB,r2,lgbm,chemprop_st,-0.12331870119291373,2,25,1.1582987603547432e-07
LOG_RPPB,spearman,lgbm,chemprop_st,-0.21151197710681344,0,25,9.769896395508807e-13
LOG_RPPB,mae,lgbm,chemprop_st,0.07579403174259242,0,25,3.7612132313572273e-16
LOG_SOL,r2,chemprop_st,megacl,-0.06147759383978864,2,25,9.464231597469701e-07
LOG_SOL,spearman,chemprop_st,megacl,-0.004103925689824424,10,25,0.4173740851796121
LOG_SOL,mae,chemprop_st,megacl,0.016032681340198203,7,25,0.0008238535859274905
LOG_HLM,r2,chemprop_st,megacl,-0.10612379104044369,0,25,8.267267233992681e-13
LOG_HLM,spearman,chemprop_st,megacl,-0.08418630557232486,0,25,4.6088371942271284e-14
LOG_HLM,mae,chemprop_st,megacl,0.031598560061330466,0,25,1.852137819670954e-11
LOG_RLM,r2,chemprop_st,megacl,-0.08697918054965324,0,25,2.0570443571904208e-14
LOG_RLM,spearman,chemprop_st,megacl,-0.06696632251785495,0,25,2.1964481263209748e-15
LOG_RLM,mae,chemprop_st,megacl,0.0334657097845553,0,25,4.368773461081162e-14
LOG_MDR1_ER,r2,chemprop_st,megacl,-0.21239136306376125,0,25,3.047056179999909e-19
LOG_MDR1_ER,spearman,chemprop_st,megacl,-0.1448606117638166,0,25,3.2931248629215017e-21
LOG_MDR1_ER,mae,chemprop_st,megacl,0.0662428145330988,0,25,4.870604131053395e-18
LOG_HPPB,r2,chemprop_st,megacl,-0.2278812835747691,1,25,4.567140825813194e-07
LOG_HPPB,spearman,chemprop_st,megacl,-0.09382250102276021,7,25,0.003587642266171776
LOG_HPPB,mae,chemprop_st,megacl,0.05210588175025449,2,25,1.0966714144964998e-05
LOG_RPPB,r2,chemprop_st,megacl,-0.4201736254177736,1,25,3.16753986295001e-07
LOG_RPPB,spearman,chemprop_st,megacl,-0.12022501791198494,4,25,0.00115405771831308
LOG_RPPB,mae,chemprop_st,megacl,0.0701606232993017,2,25,1.5972458265617753e-05
LOG_SOL,r2,megacl,chemeleon,0.08542915107197245,25,25,5.745088091434741e-10
LOG_SOL,spearman,megacl,chemeleon,0.03200635271174725,21,25,2.6970645199727594e-06
LOG_SOL,mae,megacl,chemeleon,-0.026750534104435716,22,25,4.636936947729193e-06
LOG_HLM,r2,megacl,chemeleon,0.1990978307473577,25,25,1.0055865023633677e-20
LOG_HLM,spearman,megacl,chemeleon,0.12169296109804897,25,25,2.177590128191231e-18
LOG_HLM,mae,megacl,chemeleon,-0.058563518847534975,25,25,5.1154091838234735e-18
LOG_RLM,r2,megacl,chemeleon,0.14052055989336934,25,25,7.531612952165661e-19
LOG_RLM,spearman,megacl,chemeleon,0.09740008099364875,25,25,2.4430356591948232e-19
LOG_RLM,mae,megacl,chemeleon,-0.060595605487462026,25,25,1.2997197865063264e-20
LOG_MDR1_ER,r2,megacl,chemeleon,0.20894614456839064,25,25,2.2111081493986367e-19
LOG_MDR1_ER,spearman,megacl,chemeleon,0.15044746841968004,25,25,8.090896753177906e-22
LOG_MDR1_ER,mae,megacl,chemeleon,-0.08171329415756827,25,25,6.5197484710559515e-21
LOG_HPPB,r2,megacl,chemeleon,0.5213959451656038,25,25,2.420239273893429e-14
LOG_HPPB,spearman,megacl,chemeleon,0.41296496156055434,25,25,1.6195469597179022e-12
LOG_HPPB,mae,megacl,chemeleon,-0.14396830704709088,25,25,4.5523656900689046e-12
LOG_RPPB,r2,megacl,chemeleon,0.5795860786580181,25,25,5.195406710679428e-10
LOG_RPPB,spearman,megacl,chemeleon,0.3873019769843151,25,25,1.0746040735985761e-12
LOG_RPPB,mae,megacl,chemeleon,-0.14648480003850844,25,25,1.6315072989516517e-10
LOG_SOL,r2,chemeleon,monroe,0.14123391162989504,25,25,3.793312600949748e-21
LOG_SOL,spearman,chemeleon,monroe,0.11435330730726698,25,25,5.098529420792014e-23
LOG_SOL,mae,chemeleon,monroe,-0.047496962778607224,25,25,8.517519448177869e-23
LOG_HLM,r2,chemeleon,monroe,0.08246639725159981,25,25,1.9819593804474643e-18
LOG_HLM,spearman,chemeleon,monroe,0.061073746676343035,25,25,1.938276304621195e-19
LOG_HLM,mae,chemeleon,monroe,-0.038383513979299705,25,25,3.5037632260517076e-20
LOG_RLM,r2,chemeleon,monroe,0.05595130090317063,25,25,1.916767659735472e-17
LOG_RLM,spearman,chemeleon,monroe,0.03449151926119384,25,25,1.8354858952481987e-17
LOG_RLM,mae,chemeleon,monroe,-0.02900392336520469,25,25,8.312363808460464e-18
LOG_MDR1_ER,r2,chemeleon,monroe,0.12087937866784974,25,25,2.7295293435391115e-25
LOG_MDR1_ER,spearman,chemeleon,monroe,0.057380979664997334,25,25,1.2094447492686643e-23
LOG_MDR1_ER,mae,chemeleon,monroe,-0.04559012850928612,25,25,5.941711647011835e-25
LOG_HPPB,r2,chemeleon,monroe,0.24772432808545156,25,25,4.795710456775287e-17
LOG_HPPB,spearman,chemeleon,monroe,0.17002411047905014,25,25,2.8539442104728695e-17
LOG_HPPB,mae,chemeleon,monroe,-0.12008656133174296,25,25,2.2238614360800647e-16
LOG_RPPB,r2,chemeleon,monroe,0.2605603993655184,25,25,1.139078549237871e-16
LOG_RPPB,spearman,chemeleon,monroe,0.1863615774830362,25,25,8.704947183728809e-17
LOG_RPPB,mae,chemeleon,monroe,-0.10842595460808242,25,25,1.657218883096257e-15
LOG_SOL,r2,lgbm,monroe,0.2298091456506458,25,25,2.8168699036832435e-26
LOG_SOL,spearman,lgbm,monroe,0.15176424545174233,25,25,2.1532212324970485e-23
LOG_SOL,mae,lgbm,monroe,-0.09030263502450739,25,25,1.8695230030455097e-26
LOG_HLM,r2,lgbm,monroe,0.2303546864306717,25,25,2.138117909033844e-28
LOG_HLM,spearman,lgbm,monroe,0.17904109639868163,25,25,4.703054714931586e-30
LOG_HLM,mae,lgbm,monroe,-0.09615436129305216,25,25,3.241819189539128e-32
LOG_RLM,r2,lgbm,monroe,0.17919643552770492,25,25,3.0726529146232778e-30
LOG_RLM,spearman,lgbm,monroe,0.13274082109165808,25,25,9.1650558811939e-29
LOG_RLM,mae,lgbm,monroe,-0.09484046484317055,25,25,5.990000374054975e-32
LOG_MDR1_ER,r2,lgbm,monroe,0.19232854208454542,25,25,6.568349180096528e-31
