endpoint,checkpoint,radius,vocab,val_r2,margin_over_runner_up,spread_best_to_worst,fold_sd,margin_in_fold_sd
LOG_SOL,pt_gin_radius_0_vocab_2048,0,2048,0.2664821130370101,0.0038532666418741,0.025229522123833448,0.07615493470122889,0.050597727606112974
LOG_HLM,pt_gin_radius_0_vocab_2048,0,2048,0.3472155280628362,0.0159517761502418,0.03299519024428105,0.043365318001395196,0.3678464008894984
LOG_RLM,pt_gin_radius_2_vocab_1024,2,1024,0.3840028171482737,0.0040728105419735,0.020288831555459963,0.026045800343289963,0.1563711035288941
LOG_MDR1_ER,pt_gin_radius_1_vocab_4096,1,4096,0.44830100577918586,0.0012932324370323,0.02225056907087386,0.03475732903128684,0.03720747459818318
LOG_HPPB,pt_gin_radius_2_vocab_4096,2,4096,0.325374853934965,0.0432025763680024,0.1748180150783968,0.19431038319814498,0.22233797112091147
LOG_RPPB,pt_gin_radius_0_vocab_2048,0,2048,0.3132203007058457,0.0287722142275527,0.13444468822228503,0.24796693165159672,0.11603246463515865
