endpoint,repeat,fold,fusion,modality,mean_abs_shap
LOG_Caco_AB,4,1,early,mol2vec,0.1570645547487268
LOG_Caco_AB,4,1,early,gnn,0.13735693325929954
LOG_Caco_AB,4,1,early,smiles,0.3088010719809389
LOG_Caco_Efflux,2,2,early,rdkit,0.031328554214826686
LOG_Caco_Efflux,2,2,early,mol2vec,0.13667032300393792
LOG_Caco_Efflux,2,2,early,gnn,0.36430146832298727
LOG_Caco_Efflux,2,2,early,smiles,0.10012961851792071
LOG_Caco_AB,3,3,early,rdkit,0.07830983327531651
LOG_Caco_AB,3,3,early,mol2vec,0.13144012122943738
LOG_Caco_AB,3,3,early,gnn,0.07878524273568809
LOG_Caco_AB,3,3,early,smiles,0.4140727007342235
LOG_Caco_Efflux,1,0,early,rdkit,0.025105100697866412
LOG_Caco_Efflux,1,0,early,mol2vec,0.11827544186167106
LOG_Caco_Efflux,1,0,early,gnn,0.12480593964318565
LOG_Caco_Efflux,1,0,early,smiles,0.42253564885201134
LOG_Caco_AB,4,4,early,rdkit,0.13639458842831403
LOG_Caco_AB,4,4,early,mol2vec,0.15615831471567304
LOG_Caco_AB,4,4,early,gnn,0.07932170917141017
LOG_Caco_AB,4,4,early,smiles,0.37571140639189143
LOG_Caco_Efflux,1,3,early,rdkit,0.044435222479310255
LOG_Caco_Efflux,1,3,early,mol2vec,0.2039042310595916
LOG_Caco_Efflux,1,3,early,gnn,0.3795276796709539
LOG_Caco_Efflux,1,3,early,smiles,0.06285403206341225
LOG_Caco_AB,3,4,early,rdkit,0.03067497236709705
LOG_Caco_AB,3,4,early,mol2vec,0.1338401156480901
LOG_Caco_AB,3,4,early,gnn,0.36638018676982687
LOG_Caco_AB,3,4,early,smiles,0.18177842613929468
LOG_Caco_AB,4,0,early,rdkit,0.026077308441732398
LOG_Caco_AB,4,0,early,mol2vec,0.10701242657484815
LOG_Caco_AB,4,0,early,gnn,0.46499636852699583
LOG_Caco_AB,4,0,early,smiles,0.08050024790636211
LOG_MPPB,0,0,early,rdkit,0.08681776861144065
LOG_MPPB,0,0,early,mol2vec,0.322173176179191
LOG_MPPB,0,0,early,gnn,0.37896557415478105
LOG_MPPB,0,0,early,smiles,0.3483168058595529
LOG_Caco_AB,3,1,early,rdkit,0.08303575420192046
LOG_Caco_AB,3,1,early,mol2vec,0.14322302211091847
LOG_Caco_AB,3,1,early,gnn,0.12055470693350118
LOG_Caco_AB,3,1,early,smiles,0.34292192561115253
LOG_Caco_AB,4,2,early,rdkit,0.035562394982959045
LOG_Caco_AB,4,2,early,mol2vec,0.09544733040147238
LOG_Caco_AB,4,2,early,gnn,0.04917156807419088
LOG_Caco_AB,4,2,early,smiles,0.4924784061269459
LOG_MPPB,0,1,early,rdkit,0.07290174496185374
LOG_MPPB,0,1,early,mol2vec,0.22362024940104314
LOG_MPPB,0,1,early,gnn,0.34568372018210336
LOG_MPPB,0,1,early,smiles,0.4308609619330926
LOG_Caco_Efflux,3,0,early,rdkit,0.038729657892869716
LOG_Caco_Efflux,3,0,early,mol2vec,0.17197221222021686
LOG_Caco_Efflux,3,0,early,gnn,0.40549582584739596
LOG_Caco_Efflux,3,0,early,smiles,0.12801441700342409
LOG_MPPB,0,3,early,rdkit,0.06308332402894695
LOG_MPPB,0,3,early,mol2vec,0.19401026409561728
LOG_MPPB,0,3,early,gnn,0.4444786224169188
LOG_MPPB,0,3,early,smiles,0.2350663146477849
LOG_MPPB,1,1,early,rdkit,0.04435489509306128
LOG_MPPB,1,1,early,mol2vec,0.16674685025793684
LOG_MPPB,1,1,early,gnn,0.3871605629541567
LOG_MPPB,1,1,early,smiles,0.45818618721516724
LOG_MPPB,0,2,early,rdkit,0.04864528006752065
LOG_MPPB,0,2,early,mol2vec,0.15671204409729006
LOG_MPPB,0,2,early,gnn,0.41597364513475
LOG_MPPB,0,2,early,smiles,0.4053566092645803
LOG_Caco_Efflux,3,4,early,rdkit,0.04253897050403404
LOG_Caco_Efflux,3,4,early,mol2vec,0.17999812511448984
LOG_Caco_Efflux,3,4,early,gnn,0.3687857605373915
LOG_Caco_Efflux,3,4,early,smiles,0.13959815628361638
LOG_MPPB,0,4,early,rdkit,0.04863079405493636
LOG_MPPB,0,4,early,mol2vec,0.15338130181755016
LOG_MPPB,0,4,early,gnn,0.4285089182209081
LOG_MPPB,0,4,early,smiles,0.3666925240208041
LOG_Caco_Efflux,3,3,early,rdkit,0.02339203645410385
LOG_Caco_Efflux,3,3,early,mol2vec,0.1485795152347832
LOG_Caco_Efflux,3,3,early,gnn,0.4048119074885145
LOG_Caco_Efflux,3,3,early,smiles,0.04385979709638048
LOG_MPPB,1,0,early,rdkit,0.022218084701103417
LOG_MPPB,1,0,early,mol2vec,0.11752524187468291
LOG_MPPB,1,0,early,gnn,0.34529437516801686
LOG_MPPB,1,0,early,smiles,0.4650299871292909
LOG_MPPB,2,0,early,rdkit,0.062163418104175326
LOG_MPPB,2,0,early,mol2vec,0.16490971167703056
LOG_MPPB,2,0,early,gnn,0.3380073784933193
LOG_MPPB,2,0,early,smiles,0.5383297362543767
LOG_MPPB,1,3,early,rdkit,0.05864684636122168
LOG_MPPB,1,3,early,mol2vec,0.21583052661070218
LOG_MPPB,1,3,early,gnn,0.5270483869805855
LOG_MPPB,1,3,early,smiles,0.07053795703908392
LOG_MPPB,1,2,early,rdkit,0.03906599257441137
LOG_MPPB,1,2,early,mol2vec,0.18160826955111758
LOG_MPPB,1,2,early,gnn,0.34581870845512774
LOG_MPPB,1,2,early,smiles,0.5226993382617362
LOG_Caco_Efflux,2,3,early,rdkit,0.03592548400353173
LOG_Caco_Efflux,2,3,early,mol2vec,0.1740425428546929
LOG_Caco_Efflux,2,3,early,gnn,0.4325579110805767
LOG_Caco_Efflux,2,3,early,smiles,0.08087364450434611
LOG_MPPB,2,1,early,rdkit,0.04822598505332759
LOG_MPPB,2,1,early,mol2vec,0.1968756076211391
LOG_MPPB,2,1,early,gnn,0.42713660604874487
LOG_MPPB,2,1,early,smiles,0.28383774530696326
LOG_Caco_Efflux,2,4,early,rdkit,0.09608401424923971
LOG_Caco_Efflux,2,4,early,mol2vec,0.3047114989365304
LOG_Caco_Efflux,2,4,early,gnn,0.413123337166048
LOG_Caco_Efflux,2,4,early,smiles,0.04928904357219886
LOG_MPPB,2,2,early,rdkit,0.0507938722148813
LOG_MPPB,2,2,early,mol2vec,0.23384343638121297
LOG_MPPB,2,2,early,gnn,0.45854687510124936
LOG_MPPB,2,2,early,smiles,0.22561179273056192
LOG_MPPB,1,4,early,rdkit,0.04527438021597018
LOG_MPPB,1,4,early,mol2vec,0.16052558445614273
LOG_MPPB,1,4,early,gnn,0.4817868733750349
LOG_MPPB,1,4,early,smiles,0.24203269699346258
LOG_MPPB,3,0,early,rdkit,0.04784661662179858
LOG_MPPB,3,0,early,mol2vec,0.2024618343816395
LOG_MPPB,3,0,early,gnn,0.444380541287488
LOG_MPPB,3,0,early,smiles,0.2515779466462544
LOG_Caco_Efflux,4,4,early,rdkit,0.010882345538584947
LOG_Caco_Efflux,4,4,early,mol2vec,0.07214638357576895
LOG_Caco_Efflux,4,4,early,gnn,0.15244891263516192
LOG_Caco_Efflux,4,4,early,smiles,0.4392588321064277
LOG_MPPB,2,3,early,rdkit,0.03895800680754555
LOG_MPPB,2,3,early,mol2vec,0.26103667943071285
LOG_MPPB,2,3,early,gnn,0.4536400023193596
LOG_MPPB,2,3,early,smiles,0.31900165482049353
LOG_MPPB,2,4,early,rdkit,0.044279563187262394
LOG_MPPB,2,4,early,mol2vec,0.1928142602886238
LOG_MPPB,2,4,early,gnn,0.44392319474472963
LOG_MPPB,2,4,early,smiles,0.3190687871759652
LOG_Caco_Efflux,3,2,early,rdkit,0.01941212048908705
LOG_Caco_Efflux,3,2,early,mol2vec,0.09872606078698196
LOG_Caco_Efflux,3,2,early,gnn,0.08177258323480664
LOG_Caco_Efflux,3,2,early,smiles,0.4514802012252994
LOG_MPPB,3,1,early,rdkit,0.03781506118221978
LOG_MPPB,3,1,early,mol2vec,0.14221402890745077
LOG_MPPB,3,1,early,gnn,0.37549582264989945
LOG_MPPB,3,1,early,smiles,0.3912582554281541
LOG_Caco_Efflux,3,1,early,rdkit,0.03220112012223823
LOG_Caco_Efflux,3,1,early,mol2vec,0.14466689033902558
LOG_Caco_Efflux,3,1,early,gnn,0.3959749541240338
LOG_Caco_Efflux,3,1,early,smiles,0.08815390641151762
LOG_Caco_Efflux,4,2,early,rdkit,0.03228104683084142
LOG_Caco_Efflux,4,2,early,mol2vec,0.15108386312741579
LOG_Caco_Efflux,4,2,early,gnn,0.3995487774059973
LOG_Caco_Efflux,4,2,early,smiles,0.13645424539430512
LOG_MPPB,3,3,early,rdkit,0.07793000896561252
LOG_MPPB,3,3,early,mol2vec,0.24432555660858704
LOG_MPPB,3,3,early,gnn,0.4298066458252665
LOG_MPPB,3,3,early,smiles,0.34646366221655944
LOG_MPPB,4,0,early,rdkit,0.02670205433742512
LOG_MPPB,4,0,early,mol2vec,0.09297106283004934
LOG_MPPB,4,0,early,gnn,0.3382523711028297
LOG_MPPB,4,0,early,smiles,0.5515797249657435
LOG_Caco_Efflux,4,1,early,rdkit,0.07896120395717086
LOG_Caco_Efflux,4,1,early,mol2vec,0.2737137049013306
LOG_Caco_Efflux,4,1,early,gnn,0.4132952367067181
LOG_Caco_Efflux,4,1,early,smiles,0.10392720437606098
LOG_Caco_Efflux,4,0,early,rdkit,0.02460324417431119
LOG_Caco_Efflux,4,0,early,mol2vec,0.14372063424533382
LOG_Caco_Efflux,4,0,early,gnn,0.49981935830727375
LOG_Caco_Efflux,4,0,early,smiles,0.05101033315232648
LOG_MPPB,3,2,early,rdkit,0.05724653495655808
LOG_MPPB,3,2,early,mol2vec,0.22840436904230288
LOG_MPPB,3,2,early,gnn,0.425992617347542
LOG_MPPB,3,2,early,smiles,0.2974625061483838
LOG_Caco_Efflux,4,3,early,rdkit,0.027739122681407543
LOG_Caco_Efflux,4,3,early,mol2vec,0.12319392513500954
LOG_Caco_Efflux,4,3,early,gnn,0.2558333234262349
LOG_Caco_Efflux,4,3,early,smiles,0.25581926033692304
LOG_MPPB,4,2,early,rdkit,0.04840365870246332
LOG_MPPB,4,2,early,mol2vec,0.1981775200220039
LOG_MPPB,4,2,early,gnn,0.5082528289081671
LOG_MPPB,4,2,early,smiles,0.14317968113628726
LOG_MPPB,3,4,early,rdkit,0.05809066959643565
LOG_MPPB,3,4,early,mol2vec,0.24314273692100397
LOG_MPPB,3,4,early,gnn,0.4735312503535306
LOG_MPPB,3,4,early,smiles,0.28619038363541127
LOG_MPPB,4,1,early,rdkit,0.05497331134492152
LOG_MPPB,4,1,early,mol2vec,0.2570706757711076
LOG_MPPB,4,1,early,gnn,0.40461175808422745
LOG_MPPB,4,1,early,smiles,0.38622979934326934
LOG_MBPB,0,0,early,rdkit,0.04864844444673977
LOG_MBPB,0,0,early,mol2vec,0.14127645545451828
LOG_MBPB,0,0,early,gnn,0.4868557259949673
LOG_MBPB,0,0,early,smiles,0.08103281529530548
LOG_MBPB,1,0,early,rdkit,0.015074498094994233
LOG_MBPB,1,0,early,mol2vec,0.08643624830112057
LOG_MBPB,1,0,early,gnn,0.35808740904441305
LOG_MBPB,1,0,early,smiles,0.3490084734880941
LOG_MBPB,1,1,early,rdkit,0.027101079932460016
LOG_MBPB,1,1,early,mol2vec,0.16845656224628508
LOG_MBPB,1,1,early,gnn,0.43603247714524873
LOG_MBPB,1,1,early,smiles,0.14579213230522858
LOG_MBPB,1,2,early,rdkit,0.03548848864287336
LOG_MBPB,1,2,early,mol2vec,0.1444062230130455
LOG_MBPB,1,2,early,gnn,0.4369302724064531
LOG_MBPB,1,2,early,smiles,0.057366108070734695
LOG_MBPB,1,3,early,rdkit,0.07025731379714936
LOG_MBPB,1,3,early,mol2vec,0.23174778663389647
LOG_MBPB,1,3,early,gnn,0.4302538452591435
LOG_MBPB,1,3,early,smiles,0.2084079080339158
LOG_MBPB,0,1,early,rdkit,0.021862742802887858
LOG_MBPB,0,1,early,mol2vec,0.14925205295738608
LOG_MBPB,0,1,early,gnn,0.444885173162713
LOG_MBPB,0,1,early,smiles,0.1293537717572995
LOG_MBPB,0,2,early,rdkit,0.026200058309840957
LOG_MBPB,0,2,early,mol2vec,0.14165763927395178
LOG_MBPB,0,2,early,gnn,0.4312810000035565
LOG_MBPB,0,2,early,smiles,0.10203783788268961
LOG_MBPB,2,0,early,rdkit,0.01752168679530907
LOG_MBPB,2,0,early,mol2vec,0.1291293323202304
LOG_MBPB,2,0,early,gnn,0.43676502518178684
LOG_MBPB,2,0,early,smiles,0.1625865738182974
LOG_MPPB,4,3,early,rdkit,0.04055269827932183
LOG_MPPB,4,3,early,mol2vec,0.17008820659286877
LOG_MPPB,4,3,early,gnn,0.4542113888197786
LOG_MPPB,4,3,early,smiles,0.3447696908930978
LOG_MBPB,0,4,early,rdkit,0.03661985117024555
LOG_MBPB,0,4,early,mol2vec,0.16936835006952125
LOG_MBPB,0,4,early,gnn,0.44007363787852327
LOG_MBPB,0,4,early,smiles,0.14726524101818017
LOG_MBPB,0,3,early,rdkit,0.03221173870317686
LOG_MBPB,0,3,early,mol2vec,0.10844699935315184
LOG_MBPB,0,3,early,gnn,0.4043445396247245
LOG_MBPB,0,3,early,smiles,0.2948861407039918
LOG_MPPB,4,4,early,rdkit,0.053719362635554144
LOG_MPPB,4,4,early,mol2vec,0.20677963136920074
LOG_MPPB,4,4,early,gnn,0.4381283964825261
LOG_MPPB,4,4,early,smiles,0.1937550019670378
LOG_MBPB,2,3,early,rdkit,0.046366242654133825
LOG_MBPB,2,3,early,mol2vec,0.13762343505220284
LOG_MBPB,2,3,early,gnn,0.4430280476288802
LOG_MBPB,2,3,early,smiles,0.12607405517161632
LOG_MBPB,2,4,early,rdkit,0.03452471887485047
LOG_MBPB,2,4,early,mol2vec,0.16740931311313662
LOG_MBPB,2,4,early,gnn,0.4521713489511696
LOG_MBPB,2,4,early,smiles,0.08327768158779192
LOG_MBPB,2,2,early,rdkit,0.0741375076097542
LOG_MBPB,2,2,early,mol2vec,0.1973307257528305
LOG_MBPB,2,2,early,gnn,0.3718066682878004
LOG_MBPB,2,2,early,smiles,0.30807326360537235
LOG_MBPB,1,4,early,rdkit,0.025847653828973263
LOG_MBPB,1,4,early,mol2vec,0.1321949507912728
LOG_MBPB,1,4,early,gnn,0.43332781865513226
LOG_MBPB,1,4,early,smiles,0.24827006860476783
LOG_MBPB,2,1,early,rdkit,0.02687759590712803
LOG_MBPB,2,1,early,mol2vec,0.11698852463284348
LOG_MBPB,2,1,early,gnn,0.4141516105449134
LOG_MBPB,2,1,early,smiles,0.21741309495842903
LOG_MBPB,3,4,early,rdkit,0.06615728819472919
LOG_MBPB,3,4,early,mol2vec,0.24812267315816616
LOG_MBPB,3,4,early,gnn,0.3614406197544838
LOG_MBPB,3,4,early,smiles,0.2533192421480185
LOG_MBPB,3,0,early,rdkit,0.01516420534836619
LOG_MBPB,3,0,early,mol2vec,0.13578416415726935
LOG_MBPB,3,0,early,gnn,0.444626086768459
LOG_MBPB,3,0,early,smiles,0.15266828002267363
LOG_MBPB,3,1,early,rdkit,0.047381874577000015
LOG_MBPB,3,1,early,mol2vec,0.2063569517699788
LOG_MBPB,3,1,early,gnn,0.46222453597701085
LOG_MBPB,3,1,early,smiles,0.08053456231056219
LOG_MBPB,3,2,early,rdkit,0.01975691879731216
LOG_MBPB,3,2,early,mol2vec,0.14660267096157498
LOG_MBPB,3,2,early,gnn,0.4708704631927146
LOG_MBPB,3,2,early,smiles,0.10009310649516434
LOG_MBPB,4,3,early,rdkit,0.03795666769668963
LOG_MBPB,4,3,early,mol2vec,0.16635324891052894
LOG_MBPB,4,3,early,gnn,0.4239172855902949
LOG_MBPB,4,3,early,smiles,0.21625542931383665
LOG_MBPB,3,3,early,rdkit,0.029206196769690548
LOG_MBPB,3,3,early,mol2vec,0.13484337015101838
LOG_MBPB,3,3,early,gnn,0.4149937021746171
LOG_MBPB,3,3,early,smiles,0.11897397888906998
LOG_MGMB,0,0,early,rdkit,0.11609609807420823
LOG_MGMB,0,0,early,mol2vec,0.4459551687350114
LOG_MGMB,0,0,early,gnn,0.4025040993242094
LOG_MGMB,0,0,early,smiles,0.08278912673591542
LOG_MBPB,4,4,early,rdkit,0.052119164847530264
LOG_MBPB,4,4,early,mol2vec,0.192080893840922
LOG_MBPB,4,4,early,gnn,0.4309712594410485
LOG_MBPB,4,4,early,smiles,0.08600647930578519
LOG_MGMB,0,4,early,rdkit,0.036205976231959376
LOG_MGMB,0,4,early,mol2vec,0.2672972072708074
LOG_MGMB,0,4,early,gnn,0.5175517314596727
LOG_MGMB,0,4,early,smiles,0.037463947786690155
LOG_MBPB,4,2,early,rdkit,0.037911968779757
LOG_MBPB,4,2,early,mol2vec,0.1719625712164557
LOG_MBPB,4,2,early,gnn,0.47478008998434984
LOG_MBPB,4,2,early,smiles,0.17318609118859657
LOG_MBPB,4,1,early,rdkit,0.04489475794195682
LOG_MBPB,4,1,early,mol2vec,0.15688846306805246
LOG_MBPB,4,1,early,gnn,0.4511415252424509
LOG_MBPB,4,1,early,smiles,0.10933968903992673
LOG_MBPB,4,0,early,rdkit,0.0359005435952998
LOG_MBPB,4,0,early,mol2vec,0.1764997216487082
LOG_MBPB,4,0,early,gnn,0.4278226366674837
LOG_MBPB,4,0,early,smiles,0.08363043671125059
LOG_MGMB,0,2,early,rdkit,0.12678339454902304
LOG_MGMB,0,2,early,mol2vec,0.403512744134093
LOG_MGMB,0,2,early,gnn,0.3731808497243139
LOG_MGMB,0,2,early,smiles,0.07710343064940728
LOG_MGMB,1,3,early,rdkit,0.21091879339223873
LOG_MGMB,1,3,early,mol2vec,0.4667040898560332
LOG_MGMB,1,3,early,gnn,0.1617060046629895
LOG_MGMB,1,3,early,smiles,0.2233176628085966
LOG_MGMB,0,1,early,rdkit,0.11265375902981592
LOG_MGMB,0,1,early,mol2vec,0.5634329917338703
LOG_MGMB,0,1,early,gnn,0.26835197931998345
LOG_MGMB,0,1,early,smiles,0.15292290416672522
LOG_MGMB,2,1,early,rdkit,0.03633823845360076
LOG_MGMB,2,1,early,mol2vec,0.34900423983853
LOG_MGMB,2,1,early,gnn,0.4514994776635145
LOG_MGMB,2,1,early,smiles,0.06023212398814348
LOG_MGMB,1,1,early,rdkit,0.04719985566527116
LOG_MGMB,1,1,early,mol2vec,0.24543162839704313
LOG_MGMB,1,1,early,gnn,0.5642703879124507
LOG_MGMB,1,1,early,smiles,0.048427614462853305
LOG_MGMB,2,0,early,rdkit,0.16010083496694416
LOG_MGMB,2,0,early,mol2vec,0.5594524923598727
LOG_MGMB,2,0,early,gnn,0.17892250767870604
LOG_MGMB,2,0,early,smiles,0.23372573956163953
LOG_MGMB,1,4,early,rdkit,0.07481580747324497
LOG_MGMB,1,4,early,mol2vec,0.3619289250441461
LOG_MGMB,1,4,early,gnn,0.47246108936279996
LOG_MGMB,1,4,early,smiles,0.09264139147452799
LOG_MGMB,2,2,early,rdkit,0.06306673162374751
LOG_MGMB,2,2,early,mol2vec,0.313313615881693
LOG_MGMB,2,2,early,gnn,0.5321119168310661
LOG_MGMB,2,2,early,smiles,0.037326671954535554
LOG_MGMB,1,2,early,rdkit,0.03670901554729453
LOG_MGMB,1,2,early,mol2vec,0.3624545797610297
LOG_MGMB,1,2,early,gnn,0.4365235527754059
LOG_MGMB,1,2,early,smiles,0.08502779232020413
LOG_MGMB,3,0,early,rdkit,0.034189927953080915
LOG_MGMB,3,0,early,mol2vec,0.3708221662475061
LOG_MGMB,3,0,early,gnn,0.4099828192365142
LOG_MGMB,3,0,early,smiles,0.08953154952245607
LOG_MGMB,0,3,early,rdkit,0.05866051055987753
LOG_MGMB,0,3,early,mol2vec,0.3423962079138605
LOG_MGMB,0,3,early,gnn,0.2565567565148937
LOG_MGMB,0,3,early,smiles,0.327109101315169
LOG_MGMB,1,0,early,rdkit,0.17815541777171146
LOG_MGMB,1,0,early,mol2vec,0.5224997621895897
LOG_MGMB,1,0,early,gnn,0.24052932633031318
LOG_MGMB,1,0,early,smiles,0.14061790241516722
LOG_MGMB,4,2,early,rdkit,0.06342189470875798
LOG_MGMB,4,2,early,mol2vec,0.33159773697895123
LOG_MGMB,4,2,early,gnn,0.4825542528682401
LOG_MGMB,4,2,early,smiles,0.04695686245317156
LOG_MGMB,2,4,early,rdkit,0.060575411721837565
LOG_MGMB,2,4,early,mol2vec,0.3402259467775972
LOG_MGMB,2,4,early,gnn,0.4512606585813357
LOG_MGMB,2,4,early,smiles,0.11255525029575808
LOG_MGMB,3,3,early,rdkit,0.18200734556386197
LOG_MGMB,3,3,early,mol2vec,0.5247868207848858
LOG_MGMB,3,3,early,gnn,0.2727050416131518
LOG_MGMB,3,3,early,smiles,0.11225008520544746
LOG_MGMB,2,3,early,rdkit,0.11908395907537493
LOG_MGMB,2,3,early,mol2vec,0.4635054566137423
LOG_MGMB,2,3,early,gnn,0.4064844448878025
LOG_MGMB,2,3,early,smiles,0.11163092832129415
LOG_MGMB,4,1,early,rdkit,0.18451025585999004
LOG_MGMB,4,1,early,mol2vec,0.5510721752400165
LOG_MGMB,4,1,early,gnn,0.2650989137941306
LOG_MGMB,4,1,early,smiles,0.12077940587517627
LOG_MGMB,4,3,early,rdkit,0.036236515809586346
LOG_MGMB,4,3,early,mol2vec,0.3451549218363319
LOG_MGMB,4,3,early,gnn,0.48581263157213805
LOG_MGMB,4,3,early,smiles,0.04859295558795319
LOG_MGMB,3,2,early,rdkit,0.0501004229426771
LOG_MGMB,3,2,early,mol2vec,0.3313628967755132
LOG_MGMB,3,2,early,gnn,0.5527174792117803
LOG_MGMB,3,2,early,smiles,0.04506382830895624
LOG_MGMB,3,1,early,rdkit,0.21663411418783393
LOG_MGMB,3,1,early,mol2vec,0.5415700237443879
LOG_MGMB,3,1,early,gnn,0.20571183064567541
LOG_MGMB,3,1,early,smiles,0.10656268266056998
LOG_MGMB,4,0,early,rdkit,0.026740307425953343
LOG_MGMB,4,0,early,mol2vec,0.40884913523437916
LOG_MGMB,4,0,early,gnn,0.5082867781076558
LOG_MGMB,4,0,early,smiles,0.05205791162987723
LOG_MGMB,4,4,early,rdkit,0.04778098483740415
LOG_MGMB,4,4,early,mol2vec,0.3120082615620645
LOG_MGMB,4,4,early,gnn,0.4702521867756033
LOG_MGMB,4,4,early,smiles,0.09912121867460469
LOG_MGMB,3,4,early,rdkit,0.07028641752734181
LOG_MGMB,3,4,early,mol2vec,0.37112720597687815
LOG_MGMB,3,4,early,gnn,0.4985608891710187
LOG_MGMB,3,4,early,smiles,0.06661762498795964
