endpoint,repeat,fold,fusion,removed,delta_r2,delta_rmse,delta_mae,delta_spearman,full_r2,full_rmse,full_mae,full_spearman
LogD,1,1,late,rdkit,0.15872626663861777,-0.12074526635950233,-0.09621312262432902,0.11046100686589788,0.45108542510256244,0.7696221546582163,0.5770268292235958,0.6811152069203702
LogD,1,1,late,mol2vec,-0.006621169170401453,0.004627790868220072,0.0043889618037846745,-0.0032263667186365197,0.45108542510256244,0.7696221546582163,0.5770268292235958,0.6811152069203702
LogD,1,1,late,smiles,0.0009987091449183971,-0.0007004538166898167,0.0010130747843809518,0.0008068871546830225,0.45108542510256244,0.7696221546582163,0.5770268292235958,0.6811152069203702
LogD,3,2,early,gnn,-0.19204591986652575,0.15051117006312908,0.12984930136591527,-0.10640164587312617,0.6515738068825192,0.6131695472660565,0.42646094508647076,0.8269335324412517
LogD,3,2,early,rdkit,-0.011402129407929507,0.0099521185963386,0.005455712488369235,-0.0056178322709105055,0.6515738068825192,0.6131695472660565,0.42646094508647076,0.8269335324412517
LogD,3,2,early,mol2vec,-0.005262393340087379,0.004613095873532647,0.0038515494115761717,-0.002526981516663529,0.6515738068825192,0.6131695472660565,0.42646094508647076,0.8269335324412517
LogD,3,2,early,smiles,0.0009226466613452278,-0.0008123870540451827,0.004280618557219562,0.00048021443036616596,0.6515738068825192,0.6131695472660565,0.42646094508647076,0.8269335324412517
LogD,3,2,late,gnn,0.0035317412113430313,-0.0026268600588841284,-0.0025422156225248793,0.005803150256587508,0.5105982374555474,0.7267046586791841,0.5509253538396353,0.7044852588637245
LogD,3,2,late,rdkit,0.11535429601384983,-0.09139049358630347,-0.09747617735186703,0.09466914712243146,0.5105982374555474,0.7267046586791841,0.5509253538396353,0.7044852588637245
LogD,3,2,late,mol2vec,-0.008529524045873704,0.006305320899477662,0.004566145177502312,-0.007151080625209416,0.5105982374555474,0.7267046586791841,0.5509253538396353,0.7044852588637245
LogD,3,2,late,smiles,-0.0020204455280928846,0.0014985182033870892,0.002446769236740254,-0.0034621577296632955,0.5105982374555474,0.7267046586791841,0.5509253538396353,0.7044852588637245
LogD,1,0,early,gnn,-0.11809957264677873,0.0852364053743705,0.08434529402699387,-0.07340620572842871,0.539477473084462,0.7049375085682413,0.4920739476478283,0.7789421951182955
LogD,1,0,early,rdkit,0.002404748334145168,-0.0018429240534030278,0.0002865659772020579,0.0010072974236166043,0.539477473084462,0.7049375085682413,0.4920739476478283,0.7789421951182955
LogD,1,0,early,mol2vec,0.0033425883629927267,-0.002562966028786806,0.0006746938138585956,-0.0003424081377050303,0.539477473084462,0.7049375085682413,0.4920739476478283,0.7789421951182955
LogD,1,0,early,smiles,-0.0012772031705967635,0.0009768523588847833,0.010942290647296904,-0.005679856753337487,0.539477473084462,0.7049375085682413,0.4920739476478283,0.7789421951182955
LogD,1,0,late,gnn,0.009312562349367948,-0.006442414972650967,-0.00634703335227238,0.004839822467808896,0.4316557403665461,0.7831246941712573,0.5742414253639617,0.6794678609245678
LogD,1,0,late,rdkit,0.11469317919818256,-0.08346612988298707,-0.06921541551030075,0.08396006749626128,0.4316557403665461,0.7831246941712573,0.5742414253639617,0.6794678609245678
LogD,1,0,late,mol2vec,-0.009289607107888842,0.006374159574473626,0.005382747436844637,-0.008008174686368053,0.4316557403665461,0.7831246941712573,0.5742414253639617,0.6794678609245678
LogD,1,0,late,smiles,-0.012622431744284235,0.008648503962071064,0.006515232834402029,-0.005027695573343927,0.4316557403665461,0.7831246941712573,0.5742414253639617,0.6794678609245678
LogD,4,3,early,gnn,-0.18404764551505148,0.13707591201804592,0.10126781964559745,-0.09629074199422549,0.6013433313766532,0.6558804657693834,0.47467950151641886,0.8062894959648855
LogD,4,3,early,rdkit,-0.008136003395254998,0.00665898025686662,0.006190626662629206,-0.0053629669540761205,0.6013433313766532,0.6558804657693834,0.47467950151641886,0.8062894959648855
LogD,4,3,early,mol2vec,0.011927399142217854,-0.00988614317363079,-0.007562914517812436,0.004049813897404664,0.6013433313766532,0.6558804657693834,0.47467950151641886,0.8062894959648855
