nonstereo_aromatic_smiles,pIC50,chembl_cid,Target ID,year
COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)C(=O)N(C)C2=O)cc1,7.275724130399211,CHEMBL3233601,230,2014.0
COc1ccc(-n2c(SCc3cn(-c4ccccc4)nn3)nc3ccccc3c2=O)cc1,5.982966660701219,CHEMBL4294497,230,2018.0
COC(=O)C(N)Cc1cn(-c2nc(Cl)nc(N3CCCCC3)n2)c2ccccc12,7.698970004336019,CHEMBL4640256,230,2020.0
COC(=O)C(Cc1ccccc1)n1cc(COc2nc(Cl)nc(N3CCOCC3)n2)nn1,6.698970004336019,CHEMBL4634582,230,2020.0
COc1cc(OC(F)(F)F)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2,6.167491087293763,CHEMBL1290683,230,2010.0
COc1ccc(-n2cc(CSc3nc4ccccc4o3)nn2)cc1,5.638272163982407,CHEMBL3264691,230,2014.0
COC(=O)C(Cc1ccccc1)n1cc(COc2nc(Cl)nc(N3CCCC3)n2)nn1,5.221848749616356,CHEMBL4645058,230,2020.0
COc1ccc(-n2cc(COc3ccc(C=C4SC(=O)NC4=O)cc3)nn2)cc1,6.853871964321762,CHEMBL4472170,230,2019.0
COc1ccc(C(=O)C=CC2=Cc3ccccc3OC2)cc1OC,6.337242168318426,CHEMBL4562121,230,2019.0
COc1ccc(-n2nnnc2-c2ccc(S(C)(=O)=O)cc2)cc1,5.698970004336019,CHEMBL1682231,230,2011.0
COc1ccc(C(=O)C=CC2=Cc3c(ccc4ccccc34)OC2)cc1,6.42021640338319,CHEMBL4567855,230,2019.0
COc1ccc(C(=O)C=CC2=Cc3ccccc3OC2)cc1,6.337242168318426,CHEMBL4533060,230,2019.0
COC(=O)C(Cc1ccccc1)n1cc(COc2nc(Cl)nc(Nc3ccc(N4CCOCC4=O)cc3)n2)nn1,5.045757490560675,CHEMBL4635388,230,2020.0
COc1ccc(C2=C(c3ccc(S(N)(=O)=O)cc3)C(=O)NC2=O)cc1,5.920818753952375,CHEMBL3233597,230,2014.0
COC(=O)C(N)Cc1ccc(Oc2nc(Cl)nc(N3CCCCC3)n2)cc1,5.301029995663981,CHEMBL4639953,230,2020.0
COC(=O)C(N)Cc1ccc(Oc2nc(Cl)nc(Nc3ccc(N4CCOCC4=O)cc3)n2)cc1,6.221848749616356,CHEMBL4171075,230,2018.0
COc1ccc(-c2nc(OC)nn2-c2ccc(OC)cc2)cc1,5.494850021680094,CHEMBL3427203,230,2015.0
COc1ccc(-c2ncn(CC(=O)N3CCN(C)CC3)c2-c2ccc(OC)cc2)cc1,5.079876673709276,CHEMBL3952057,230,2017.0
COc1ccc(C(=O)n2nc(C)c3nnc4cc(Cl)c(F)cc4c32)cc1,5.0,CHEMBL2204564,230,2012.0
COc1ccc(-c2ncn(CC(=O)N3CCOCC3)c2-c2ccc(OC)cc2)cc1,5.040005161671584,CHEMBL3934363,230,2017.0
COC(=O)C(Cc1ccccc1)n1cc(COc2nc(Cl)nc(Nc3ccc(Cl)cc3)n2)nn1,5.096910013008056,CHEMBL4649179,230,2020.0
COc1ccc(C2=Cc3ccccc3C2)c(OC)c1OC,5.876148359032914,CHEMBL228561,230,2007.0
COc1ccc(-n2c(SCc3cn(-c4ccc(Cl)cc4)nn3)nc3ccccc3c2=O)cc1,6.2839966563652006,CHEMBL4288111,230,2018.0
COC(=O)C(Cc1ccccc1)Nc1nc(Cl)nc(Nc2ccc(N3CCOCC3=O)cc2)n1,5.096910013008056,CHEMBL4649027,230,2020.0
COc1cc2c(cc1F)-c1c(c(C(F)F)nn1-c1ccc(S(N)(=O)=O)cc1)SC2,7.494850021680094,CHEMBL318464,230,1996.0
COc1ccc(C2CC(c3cccs3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,5.363512103646634,CHEMBL3747777,230,2016.0
COc1ccc(C2CC(c3ccco3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,5.703334809738469,CHEMBL3747733,230,2016.0
COc1ccc(C2CC(c3ccc(S(C)(=O)=O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1OC,5.703334809738469,CHEMBL3736416,230,2015.0
COc1ccc(C2CC(c3ccc(S(C)(=O)=O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,5.675717544702307,CHEMBL3736140,230,2015.0
COc1ccc(C2CC(c3ccc(S(C)(=O)=O)cc3)=NN2c2ccc(C(=O)O)cc2)cc1OC,5.427128397799519,CHEMBL3735490,230,2015.0
COc1cc2c(cc1F)-c1c(c(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)cc1)[S+]([O-])C2,5.8239000551415385,CHEMBL94274,230,1996.0
COc1ccc(-c2nc(NCC(=O)O)sc2-c2ccc(OC)cc2)cc1,5.0347982989740885,CHEMBL3909479,230,2017.0
COc1ccc(C2CC(c3ccc(S(C)(=O)=O)cc3)=NN2c2ccc(C(=O)O)cc2)cc1,5.66354026615147,CHEMBL3736245,230,2015.0
COc1ccc(-c2noc(CC(=O)NCCCCN)c2-c2ccc(OC)cc2)cc1,5.455931955649724,CHEMBL4789452,230,2021.0
COc1ccc(-c2noc(CBr)c2-c2ccc(OC)cc2)cc1,6.7447274948966935,CHEMBL4475349,230,2019.0
COc1ccc(-c2noc(C)c2-c2ccc(OC)cc2)cc1,6.455931955649724,CHEMBL4462870,230,2019.0
COc1ccc(C2C3COc4ccccc4C3=NN2c2ccc(S(N)(=O)=O)cc2)cc1,5.991399828238082,CHEMBL3410357,230,2015.0
COc1ccc(-c2nn(-c3ccc(S(C)(=O)=O)cc3)cc2C=C2SC(=O)NC2=O)cc1,6.055517327849831,CHEMBL4540611,230,2019.0
COc1ccc(C2C(Cn3c4ccccc4c4ccccc43)=NOC3CCCCC32)cc1,5.229147988357855,CHEMBL3596288,230,2015.0
COc1cc2c(cc1F)-c1c(c(C(F)(F)F)nn1-c1ccc(S(N)(=O)=O)cc1)SC2,8.045805748184138,CHEMBL328009,230,1996.0
COc1ccc(-c2noc(CC(=O)Nc3ccc(-c4ccc(N)cc4)cc3)c2-c2ccc(OC)cc2)cc1,6.522878745280337,CHEMBL4759732,230,2021.0
COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1,6.356547323513812,CHEMBL259972,230,2008.0
COc1ccc(C2=Cc3ccccc3CC2)c(OC)c1OC,6.180456064458131,CHEMBL229245,230,2007.0
COc1ccc(C2=NCCN2c2ccc(S(N)(=O)=O)cc2)cc1Cl,5.207608310501746,CHEMBL3322419,230,2014.0
COc1ccc(-n2c(SCc3cn(-c4ccc(C(=O)O)cc4)nn3)nc3ccccc3c2=O)cc1,5.872895201635192,CHEMBL4286390,230,2018.0
COc1ccc(C2=NCCN2c2ccc(S(N)(=O)=O)cc2)cc1F,5.022276394711152,CHEMBL3322417,230,2014.0
COc1ccc(-n2c(SCc3cn(-c4ccc(Br)cc4)nn3)nc3ccccc3c2=O)cc1,6.173925197299173,CHEMBL4277468,230,2018.0
COc1ccc(C(=O)c2c(C)[nH]c3cc(S(C)(=O)=O)ccc23)cc1,5.585026652029182,CHEMBL183977,230,2004.0
COc1cc2c(cc1F)-c1c(c(C(F)(F)F)nn1-c1ccc(S(C)(=O)=O)cc1)SC2,7.124880834537432,CHEMBL96110,230,1996.0
COc1ccc(-n2c(SCc3cc(-c4ccc(OC)c(OC)c4)no3)nc3ccccc3c2=O)cc1,6.113509274827518,CHEMBL4277505,230,2018.0
COc1ccc(-n2c(SCc3cc(-c4ccc(Cl)cc4)no3)nc3ccccc3c2=O)cc1,6.200659450546418,CHEMBL4291556,230,2018.0
COc1ccc(-c2ssc(=O)c2-c2ccc(OC)cc2)cc1,6.0,CHEMBL490292,230,2009.0
COc1ccc(-c2noc(CF)c2-c2ccc(OC)cc2)cc1,6.522878745280337,CHEMBL4441970,230,2019.0
COc1ccc(-c2noc(CCO)c2-c2ccc(OC)cc2)cc1,6.721246399047171,CHEMBL4571499,230,2019.0
COc1ccc(-c2noc(CC(=O)OCC3OC(O)C(O)C(O)C3O)c2-c2ccc(OC)cc2)cc1,5.508638306165727,CHEMBL4163044,230,2017.0
COc1ccc(-c2nc(NCC(=O)N3CCN(C)CC3)sc2-c2ccc(OC)cc2)cc1,5.09963287134353,CHEMBL3935079,230,2017.0
COc1ccc(-c2nc(NCC(=O)N3CCOCC3)sc2-c2ccc(OC)cc2)cc1,5.161780778092375,CHEMBL3927662,230,2017.0
COc1ccc(C2SCC(=O)N2CCN2C(=O)CSC2c2ccc(OC)cc2)cc1,5.950781977329818,CHEMBL329688,230,2005.0
COC(=O)C(N)Cc1cn(-c2nc(Cl)nc(Nc3ccc(N4CCOCC4=O)cc3)n2)c2ccccc12,7.522878745280337,CHEMBL4640817,230,2020.0
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)N2CCSCC2)cc1,5.096367483915762,CHEMBL2333739,230,2013.0
COc1cc(O)cc(Br)c1O,5.317854923626168,CHEMBL4742702,230,2020.0
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)N2CCCCC2C)cc1,5.174573882232177,CHEMBL2334136,230,2013.0
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)N2CCCC2)cc1,5.052076380168273,CHEMBL2333740,230,2013.0
COc1cc(C2CC(=O)c3c(cc(O)c(CC=C(C)CCC=C(C)C)c3O)O2)cc(O)c1OC,5.1938200260161125,CHEMBL3581346,230,2017.0
COc1cc(C)cc2c1OC(C(F)(F)F)C(C(=O)O)=C2,5.47755576649368,CHEMBL1288602,230,2010.0
COc1ccc(-c2c(-c3ccc(S(C)(=O)=O)cc3)ccc(F)c2F)cc1OC,6.470005326930858,CHEMBL364166,230,2004.0
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)N2CCCC(C)C2)cc1,5.149353764816933,CHEMBL2334137,230,2013.0
COc1ccc(C=Cc2cc(OC)cc(OC)c2C=CC(=O)N2CCC(c3ccccc3)CC2)cc1,5.0670191780768015,CHEMBL2333736,230,2013.0
COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1C,8.299988937677888,CHEMBL184341,230,2004.0
COc1ccc(-c2c(-c3ccc(S(N)(=O)=O)cc3)ccc(F)c2F)cc1Cl,7.890084136976206,CHEMBL184122,230,2004.0
