nonstereo_aromatic_smiles,pIC50,chembl_cid,Target ID,year
Oc1ccccc1C=NC1CCN(Cc2ccccc2)CC1,5.568636235841012,CHEMBL4467620,4822,2019.0
CCCOc1cc(C2(c3cccc(-c4cccnc4)c3)N=C(N)N(C)C2=O)ccc1OC,7.301029995663981,CHEMBL566407,4822,2010.0
Clc1ccc(C=NC2CCN(Cc3ccccc3)CC2)cc1,5.769551078621726,CHEMBL4526950,4822,2019.0
CC1(c2cc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)N=C(N)COC1C(F)(F)F,7.54515513999149,CHEMBL4169060,4822,2018.0
CCCOc1cc(CC2CS(=O)(=O)CC(NCc3cccc(C(C)(C)C)c3)C2O)cc(F)c1N,7.251811972993799,CHEMBL2048038,4822,2012.0
Clc1ccc(C=NC2CCN(Cc3ccccc3)CC2)c(Cl)c1,5.4089353929735005,CHEMBL4568264,4822,2019.0
O=S1(=O)CC(Cc2ccc(O)c(Br)c2)C(O)C(NCc2cc(Cl)cc(Cl)c2)C1,5.376750709602099,CHEMBL1760867,4822,2011.0
Clc1ccc(C=NC2CCN(Cc3ccccc3)C2)cc1,5.898940645091884,CHEMBL4785769,4822,2020.0
CC1(c2cc(NC(=O)c3ncc(C#N)cc3F)ccc2F)N=C(N)COC1F,7.735182176990463,CHEMBL4175845,4822,2018.0
CC1(c2cc(NC(=O)c3cncnc3)ccc2F)COCC(N)=N1,5.730020323354676,CHEMBL4167898,4822,2018.0
CC1(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)COCC(N)=N1,7.346787486224656,CHEMBL2403770,4822,2013.0
CC1(c2cc(NC(=O)c3ncc(C#N)cc3Cl)ccc2F)N=C(N)COC1F,7.97061622231479,CHEMBL4161795,4822,2018.0
CC1(c2cc(NC(=O)c3ncc(Cl)cc3Cl)ccc2F)CCOC(N)=N1,7.4089353929735005,CHEMBL2403768,4822,2013.0
CC1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)N=C(N)SCC12CCS(=O)(=O)CC2,8.42021640338319,CHEMBL4465534,4822,2019.0
CC1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)N=C(N)SCC1C1CCOCC1,8.494850021680094,CHEMBL4587362,4822,2019.0
CCCOc1ccc2c(c1)C1(COC(N)=N1)c1cc(-c3cncnc3)ccc1O2,7.795880017344075,CHEMBL2177342,4822,2012.0
CCCOc1ccc(-c2ccc(-c3ccccc3Cl)n2CC(=O)N=C(N)NCCCO)cc1,6.958607314841775,CHEMBL401587,4822,2006.0
CC1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)CC(C(F)F)SC(N)=N1,8.20551195334083,CHEMBL4438526,4822,2019.0
C#CCN(C)Cc1ccc(O)c2ncccc12,5.795880017344075,CHEMBL3291021,4822,2019.0
CC1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)CCC(F)(F)C(N)=N1,7.939302159646388,CHEMBL4637181,4822,2020.0
CCCN1CCCC12CCN(C(C)C(=O)NC(Cc1ccccc1)C(O)CNCc1cccc(C(C)C)c1)C2=O,7.259637310505756,CHEMBL2047887,4822,2012.0
CC1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)CCSC(N)=N1,8.309803919971486,CHEMBL4568202,4822,2019.0
Clc1ccc(CNC2CCN(Cc3ccccc3)CC2)cc1,6.180456064458131,CHEMBL1348834,4822,2019.0
CC1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)N=C(N)SCC1c1ccccc1,8.62551856937192,CHEMBL4463201_CHEMBL4473080,4822,
CC1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)N=C(N)SCC12CC(F)(F)C2,8.259637310505756,CHEMBL4592239,4822,2019.0
C#CC1(c2cc(NC(=O)c3ccc(C#N)cn3)ccc2F)N=C(N)OC2CC21,7.642065152999546,CHEMBL4463980,4822,2019.0
O=S1(=O)CC(Cc2ccc(O)c(Br)c2)C(O)C(NCc2cccc(C3CC3)c2)C1,6.022276394711152,CHEMBL1614769,4822,2011.0
Clc1ccc(CNC2CCN(Cc3ccccc3)CC2)c(Cl)c1,5.522878745280337,CHEMBL4091169,4822,2019.0
CC1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)N=C(N)SCC12CCC(F)(F)CC2,7.795880017344075,CHEMBL4443968,4822,2019.0
Clc1ccc(CNC2CCN(Cc3ccccc3)C2)cc1,6.787812395596042,CHEMBL4760651,4822,2020.0
CC1(c2cc(NC(=O)c3cnc(OCF)cn3)ccc2F)N=C(N)SCC12CCOCC2,7.823908740944319,CHEMBL4583340,4822,2019.0
CCCOCc1cccc(CC2CS(=O)(=O)CC(NCc3cccc(C(C)C)c3)C2O)c1,5.958607314841775,CHEMBL1760734,4822,2011.0
CCCOc1cc(CC2CS(=O)(=O)CC(NCc3cccc(C(C)(C)C)c3)C2O)ccc1N,7.346787486224656,CHEMBL2047915,4822,2012.0
COc1cncc(-c2cccc(C3(c4ccc(OC(F)F)cc4)N=C(N)N4CC(F)(F)CN=C43)c2)c1,7.860120913598763,CHEMBL1957475,4822,2012.0
COc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)c2cc(OCC(C)(C)C)ccc2O3)c1,8.397940008672037,CHEMBL3354708,4822,2014.0
COc1cnc(C(=O)Nc2ccc(F)c(C3(C)CCSC(N)=N3)c2)cn1,7.958607314841775,CHEMBL4561732,4822,2019.0
COc1cnc(C(=O)Nc2ccc(F)c(C3(C)COCC(N)=N3)c2)cn1,7.356547323513812,CHEMBL3634123,4822,2015.0
