nonstereo_aromatic_smiles,pIC50,chembl_cid,Target ID,year
CC(C)=CCn1c(N2CCCC(N)C2)c(C#N)c2ncn(Cc3ccnc4ccccc34)c(=O)c21,8.397940008672037,CHEMBL1951431,284,2012.0
CC(C)(CC(=O)NCCc1ccccn1)NCC(=O)N1CCCC1C#N,6.928117992693874,CHEMBL218026,284,2007.0
CC(C)(CC(=O)NCCc1ccccc1C(F)(F)F)NCC(=O)N1CCCC1C#N,6.494850021680094,CHEMBL216878,284,2007.0
COc1ccc2c(c1)nc1n2CC(N)C(c2cc(F)c(F)cc2F)C1,7.552841968657781,CHEMBL550598,284,2009.0
CC(C)=CCn1c(N2CCCC(N)C2)c(C#N)c2c1c(=O)n(Cc1nccc3ccccc13)c(=O)n2C,9.0,CHEMBL1951599,284,2012.0
CC(C)(Nc1ccc(CNC(=O)C2SCCN2C(=O)CC(N)Cc2cc(F)c(F)cc2F)cc1)C(=O)O,7.886056647693163,CHEMBL1683502,284,2011.0
COc1ccc2c3nc(N4CCCC(N)C4)n(Cc4ccccc4Cl)c3c(=O)n(C)c2c1,7.180456064458131,CHEMBL2147193,284,2012.0
COc1ccc2c(c1)c1nc(N3CCCC(N)C3)n(Cc3ccccc3Cl)c1c(=O)n2C,7.045757490560675,CHEMBL2147075,284,2012.0
CC(C)(CC(=O)NCc1ccccc1)NCC(=O)N1CCCC1C#N,6.621602099051863,CHEMBL216377,284,2007.0
CC(C)=CCn1c(N2CCCC(N)C2)c(C#N)c2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,8.698970004336019,CHEMBL1951600,284,2012.0
CC(C)(Oc1ccc(CNC(=O)C2SCCN2C(=O)CC(N)Cc2cc(F)c(F)cc2F)cc1)C(=O)O,7.251811972993799,CHEMBL1683496,284,2011.0
CC(C)=CCn1c(N2CCCC(N)C2)nc2c3cc(C(=O)O)ccc3n(C)c(=O)c21,7.292429823902063,CHEMBL2147066,284,2012.0
CCN1C(=O)Cn2c1nc1nc(N3CCCC(N)C3)n(Cc3cc(F)ccc3F)c1c2=O,6.204119982655925,CHEMBL3687982,284,2015.0
CC(C)=CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(Cc1ccccc1C#N)c(=O)n2C,7.707743928643524,CHEMBL4246674,284,2018.0
CCNC(=O)C1CNC(C(=O)N2CCCC2C#N)C1,8.356547323513812,CHEMBL232316,284,2007.0
CC(C)=CCn1c(N2CCCC(N)C2)c(C#N)c2c1c(=O)n(Cc1cnc3ccccc3n1)c(=O)n2C,8.045757490560675,CHEMBL1951601,284,2012.0
CC(C)=CCn1c(N2CCCC(N)C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,8.753212436835252,CHEMBL237067_CHEMBL237488,284,
CC(C)=CCn1c(N2CCCC(N)C2)c(C#N)c2c1c(=O)n(Cc1ncccc1C#N)c(=O)n2C,7.602059991327962,CHEMBL1951602,284,2012.0
CC(C)=CCn1c(N2CCCC(N)C2)c(C#N)c2ncn(Cc3nc(C)c4ccccc4n3)c(=O)c21,8.522878745280337,CHEMBL1951433,284,2012.0
CC(C)=CCn1c(N2CCCC(N)C2)c(C#N)c2ncn(Cc3ncc4ccccc4n3)c(=O)c21,8.096910013008056,CHEMBL1951434,284,2012.0
CC(C)=CCn1c(N2CCCC(N)C2)c(C#N)c2ncn(Cc3nccc4ccccc34)c(=O)c21,9.30102999566398,CHEMBL1951432,284,2012.0
CC(C)=CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1c(C#N)cnc3ccccc13)c(=O)n2C,8.259637310505756,CHEMBL1949693,284,2012.0
CC(C)(CC(=O)NCc1ccc(C(F)(F)F)cc1)NCC(=O)N1CCCC1C#N,6.721246399047171,CHEMBL216453,284,2007.0
CC(C)=CCn1c(N2CC3CCCNC3C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,8.795880017344075,CHEMBL2408771,284,2013.0
CC(C)=CCn1c(N2CCCC(N)C2)c(C#N)c2ncn(C)c(=O)c21,8.045757490560675,CHEMBL1951435,284,2012.0
CC(C)(CC(=O)NCc1ccccn1)NCC(=O)N1CCCC1C#N,6.363512103646634,CHEMBL216296,284,2007.0
CC(C)(CC(=O)Nc1ccc(-c2ccccc2)cc1)NCC(=O)N1CCCC1C#N,6.570247719997592,CHEMBL217060,284,2007.0
CCN1C(=O)Cn2c1nc1nc(N3CCCC(N)C3)n(Cc3cc(F)ccc3C#N)c1c2=O,7.8696662315049934,CHEMBL3813856,284,2016.0
CC(C)(CC(=O)Nc1ccc(F)c(F)c1)NCC(=O)N1CCCC1C#N,6.647817481888637,CHEMBL386326,284,2007.0
CC(C)(NCC(=O)N1C(C#N)CCC1C#N)c1ccccc1,6.583359492661719,CHEMBL210259,284,2006.0
CC(C)(CC(=O)Nc1ccc(F)cc1)NCC(=O)N1CCCC1C#N,6.705533773838408,CHEMBL385637,284,2006.0
CC(C)(CC(=O)Nc1ccccc1)NCC(=O)N1CCCC1C#N,6.684029654543082,CHEMBL216383,284,2007.0
CC(C)(CO)NCC(=O)N1C(C#N)CCC1C#N,5.954677021213342,CHEMBL379260,284,2006.0
CC(C)=CCn1c(N2CCC3CNCC32)nc2c1c(=O)n(C)c(=O)n2C,7.0,CHEMBL2408642,284,2013.0
CC(C)(CO)NCC(=O)N1CC(F)CC1C(=O)c1nnc(C(C)(C)C)o1,7.657577319177793,CHEMBL232185,284,2007.0
CC(C)(CO)NCC(=O)N1CC(F)CC1C(=O)c1noc(C(C)(C)C)n1,7.173925197299173,CHEMBL391929,284,2007.0
CC(C)(CO)NCC(=O)N1CC(F)CC1C(O)c1nnc(C(C)(C)C)o1,7.657577319177793,CHEMBL1229644,284,2013.0
CC(C)(CO)NCC(=O)N1CCCC1C(=O)c1nnc(C(C)(C)C)o1,7.327902142064282,CHEMBL232759,284,2007.0
CC(C)(CO)NCC(=O)N1CCCC1C(=O)c1noc(C(C)(C)C)n1,6.651695136951839,CHEMBL231697,284,2007.0
CC(C)(NC(=O)CCNCC(=O)N1CCCC1C#N)c1ccccc1,6.924453038607469,CHEMBL201158,284,2006.0
CC(C)=CCn1c(N2CCC3CNCC32)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,8.002182402701225,CHEMBL2408655,284,2013.0
CC(C)=CCn1c(N2CC3CCNC3C2)nc2c1c(=O)n(CC(=O)c1ccccc1)c(=O)n2C,6.1904402853647325,CHEMBL2408774,284,2013.0
CCN1C(=O)Cn2c1nc1nc(N3CCCC(N)C3)n(Cc3cc(F)ccc3C(F)(F)F)c1c2=O,7.950781977329818,CHEMBL3687983,284,2015.0
CC(C)(Cc1ccc(F)cc1)NCC(=O)N1C(C#N)CCC1C#N,6.186419011431808,CHEMBL209058,284,2006.0
CC(C)(Cc1ccc(F)cc1)NCC(=O)N1CC(F)CC1C(=O)c1nnc(C(C)(C)C)o1,7.602059991327962,CHEMBL393947,284,2007.0
CC(C)(Cc1ccc(F)cc1)NCC(=O)N1CCCC1C(=O)c1ncon1,7.455931955649724,CHEMBL232153,284,2007.0
CCN1CC2CN(C(=O)CC(N)Cc3cc(F)c(F)cc3F)CCN2C1=O,6.337242168318426,CHEMBL1276620,284,2010.0
CC(C)=CCn1c(N2CCCC(N)C2)nc2c1C(=O)N(Cc1nc(C)c3ccccc3n1)C1=NCCN12,8.79317412396815,CHEMBL3675624,284,2014.0
O=C(C1CC(N2CCN(c3ncccn3)CC2)CN1)N1CC(F)(F)C(F)(F)C1,7.602059991327962,CHEMBL515869,284,2009.0
CC(C)=CCn1c(N2CCCNCC2)c(C#N)c2c1c(=O)n(Cc1cn3ccccc3n1)c(=O)n2C,8.0,CHEMBL1951610,284,2012.0
COc1cccc(Cn2cc(-c3ccc(CC(N)C(=O)N4CCCC4C#N)cc3)nn2)c1,8.1249387366083,CHEMBL2418630,284,2013.0
Nc1nccnc1C(=O)N1CCC(C(N)Cc2cc(F)c(F)cc2F)CC1,7.721246399047171,CHEMBL525011,284,2009.0
COc1cccc(N2CCN(CCNCC(=O)N3CCCC3C#N)C2=O)c1,7.186419011431808,CHEMBL1202081,284,2009.0
CCN(CC#N)C(=O)C1CC(C(=O)N2CCCC2)C(C)N1,7.795880017344075,CHEMBL260702,284,2008.0
CCN(CC#N)C(=O)C1CC(C(=O)N(C)C)C(C)N1,7.619788758288394,CHEMBL407296,284,2008.0
COc1cccc2c(=O)n(Cc3ccccc3C#N)c(N3CCCC(N)C3)nc12,7.522878745280337,CHEMBL390776,284,2007.0
CCN(C)CC1C(=O)NCCN1C(=O)CC(N)Cc1cc(F)c(F)cc1F,7.769551078621726,CHEMBL1779711,284,2011.0
CCN(C)C(=O)C1CNC(C(=O)N2CCCC2C#N)C1,8.309803919971486,CHEMBL234163,284,2007.0
CCN(C)C(=O)C1CC(C(=O)N2CCCC2C#N)NC1C,7.823908740944319,CHEMBL394932,284,2007.0
COc1cccc2c3nc(N4CCCC(N)C4)n(Cc4ccccc4Cl)c3c(=O)n(C)c12,6.180456064458131,CHEMBL2147187,284,2012.0
COc1cccc2cc(C(=O)N3CCN(C(=O)CC(N)Cc4cc(F)c(F)cc4F)CC3)oc12,7.184422251675732,CHEMBL2069849,284,2012.0
COc1ccccc1-c1cc(N2CC(N)C(c3cc(F)c(F)cc3F)C2)ncn1,6.7447274948966935,CHEMBL393611,284,2007.0
CCCn1c(=O)c2c(nc(N3CCCC(N)C3)n2Cc2ccccc2Cl)c2ccccc21,5.468521082957745,CHEMBL2147185,284,2012.0
COc1ccccc1-c1ccc2ncn(C)c2c1CN,5.698970004336019,CHEMBL428065,284,2008.0
COc1ccccc1-c1cnc(N2CCCC(N)C2)n(Cc2ccccc2C#N)c1=O,6.00436480540245,CHEMBL1650417,284,2011.0
COc1cccc(Cn2c(N3CCCC(N)C3)nc3c4cc(C(=O)O)ccc4n(C)c(=O)c32)c1,6.823908740944319,CHEMBL2147062,284,2012.0
COc1ccccc1-c1csc(C2(NC(=O)CC(N)Cc3cc(F)c(F)cc3F)CCS(=O)(=O)CC2)n1,7.229147988357855,CHEMBL2206478,284,2012.0
CCN(CC#N)C(=O)C1CC(C(=O)N2CCCCC2)C(C)N1,7.769551078621726,CHEMBL260509,284,2008.0
CCN(CC#N)C(=O)C1CC(C(=O)N2Cc3ccccc3C2)C(C)N1,7.958607314841775,CHEMBL438547,284,2008.0
O=C(C1CC(N2CCN(c3ccnn3-c3ccccc3)CC2)CN1)N1CCSC1,9.0268721464003,CHEMBL2147707,284,2012.0
O=C(C1CC(N2CCN(c3ccnc4ccccc34)CC2)CN1)N1CCSC1,9.022276394711152,CHEMBL2058969,284,2012.0
O=C(C1CC(N2CCN(c3ccnc4cc(Cl)ccc34)CC2)CN1)N1CCSC1,9.214670164989233,CHEMBL2058972,284,2012.0
O=C(C1CC(N2CCN(c3ccnc4cc(C(F)(F)F)ccc34)CC2)CN1)N1CCSC1,8.795880017344075,CHEMBL2058759,284,2012.0
O=C(C1CC(N2CCN(c3ccc4ccccc4n3)CC2)CN1)N1CCSC1,8.657577319177793,CHEMBL2058968,284,2012.0
O=C(C1CC(N2CCN(c3ccc([N+](=O)[O-])cn3)CC2)CN1)N1CCSC1,9.036212172654444,CHEMBL399610,284,2007.0
O=C(C1CC(N2CCN(c3ccc(C(F)(F)F)cn3)CC2)CN1)N1CCC(F)(F)C1,8.2839966563652,CHEMBL474410,284,2009.0
O=C(C1CC(N2CCN(c3cc(C(F)(F)F)nn3-c3ccccc3)CC2)CN1)N1CCSC1,9.494850021680094,CHEMBL2147709,284,2012.0
O=C(C1CC(N2CCN(c3cc(C(F)(F)F)nc4ccccc34)CC2)CN1)N1CCSC1,9.431798275933003,CHEMBL2058971,284,2012.0
O=C(C1CC(N2CCC(c3nnnn3-c3ccccc3)CC2)CN1)N1CCSC1,8.397940008672037,CHEMBL2147705,284,2012.0
O=C(C1CC(N2CCC(c3cc(C(F)(F)F)nn3-c3ccccc3)CC2)CN1)N1CCSC1,8.2518119729938,CHEMBL2147710,284,2012.0
CCN(CC)CC1C(=O)NCCN1C(=O)CC(N)Cc1cc(F)c(F)cc1F,7.958607314841775,CHEMBL1779712,284,2011.0
COc1cccc(CN2CC3CN(C(=O)CC(N)Cc4cc(F)c(F)cc4F)CCN3C2=O)c1,6.906578314837764,CHEMBL1275853,284,2010.0
