nonstereo_aromatic_smiles,pIC50,chembl_cid,Target ID,year
Clc1cc(Cl)cc(-c2nc3ccc(Nc4ccnc5ccccc45)cc3[nH]2)c1,7.096910013008056,CHEMBL3323613,279,2014.0
Cc1nc(C(=O)Nc2cc(Oc3ccc4nc(NC(=O)C5CC5)nn4c3)ccc2C)c(C)s1,8.823908740944319,CHEMBL2409784,279,2013.0
Clc1cc(Cl)cc(-c2nc3ccc(Nc4ncnc5ccccc45)cc3[nH]2)c1,5.735182176990463,CHEMBL3321911,279,2014.0
Cc1nc2ccc(N(C)c3ccnc(Nc4cccc(S(N)(=O)=O)c4)n3)cc2n1C,7.200659450546418,CHEMBL478612,279,2008.0
Cc1nc2ccc(-n3ncc(C(=O)c4cc5ccccc5[nH]4)c3N)cc2[nH]1,5.6777807052660805,CHEMBL3907479,279,2016.0
CC12OC(CC1(O)C(N)=O)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)CNC4=O,7.045757490560675,CHEMBL2113065,279,2005.0
ClC(Cn1ncc2c(NCc3ccccc3)ncnc21)c1ccccc1,6.0,CHEMBL411043,279,2012.0
CC1=[N+](c2ccccc2)C(=O)C(C(=O)Nc2ccc(Oc3ccc4nc(NC(=O)C5CC5)cn4c3)c(F)c2)C=C1,8.657577319177793,CHEMBL3765306,279,2016.0
Cc1sc2ncnc(N)c2c1-c1ccc(N)cc1,5.337242168318426,CHEMBL370006,279,2005.0
Cn1cnc(NCc2ccncc2)c1-c1nnc(Nc2ccc(OC(F)(F)F)cc2)o1,7.031517051446065,CHEMBL383255,279,2006.0
Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4ccccc4Cl)cc3)c21,6.468521082957745,CHEMBL1254669,279,2010.0
Cc1nc2cnc3[nH]ccc3c2n1C1CCCCC1,5.585026652029182,CHEMBL2159198,279,2013.0
Cn1cc(Nc2ncc(C(F)(F)F)c(NC3C4CCC(C4)C3C(N)=O)n2)cn1,7.130768280269024,CHEMBL2071203,279,2012.0
Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4ccccc4)cc3)c21,7.481486060122112,CHEMBL1254511,279,2010.0
Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cccc(F)c4)cc3)c21,7.721246399047171,CHEMBL1254836,279,2010.0
