nonstereo_aromatic_smiles,pIC50,chembl_cid,Target ID,year
COc1cc2cc(C(=O)C3CCC[N+](C)(CC4CCCCO4)CC3)sc2cc1OC,7.552841968657781,CHEMBL372491,220,2004.0
COc1ccc2c(=O)c3ccc(OCCCCCCCN(C)Cc4ccccc4)cc3oc2c1,5.105683937315561,CHEMBL225366,220,2007.0
Cc1ccc(-c2nc(NCC3CCN(Cc4ccc(F)cc4)CC3)sc2-c2ccc(C)cc2)cc1,6.431798275933005,CHEMBL4549453,220,2016.0
CCNC(=O)Oc1ccc2c(c1)C1(C)CCOC1N2C,7.086186147616283,CHEMBL367795_CHEMBL381926,220,
CCC1=CC2Cc3nc4cc(F)ccc4c(N)c3C(C1)C2,8.680061560019691,CHEMBL2374006_CHEMBL341658,220,
Cc1cc(C)cc(NC(=O)Oc2ccc3c(c2)C2(C)CCN(C)C2N3C)c1,7.107905397309519,CHEMBL131210,220,2001.0
COc1cc2occ(-c3cccc(CN(C)Cc4ccccc4)c3)c(=O)c2cc1OC,5.694648630553376,CHEMBL245054,220,2007.0
COc1ccc2c(=O)oc3c(OC)cc(CCN(C)C)c4c(=O)oc1c2c34,6.267606240177031,CHEMBL470867,220,2006.0
Cc1ccc(-c2nc(NCC3CCN(Cc4cc(F)cc(F)c4)CC3)sc2-c2ccc(C)cc2)cc1,6.522878745280337,CHEMBL4532806,220,2016.0
COc1cc2onc(CCC3CCN(Cc4ccccc4)CC3)c2cc1C,8.236572006437063,CHEMBL188823,220,2004.0
Cc1ccc(-c2nc(NC3CCN(Cc4ccccc4)CC3)sc2-c2ccc(C)cc2)cc1,5.892790030352131,CHEMBL4519072,220,2016.0
CCC1=CC2Cc3nc4cc(Cl)ccc4c(N)c3C(C1)C2,9.489991487059765,CHEMBL143812_CHEMBL208599_CHEMBL483716,220,
Cc1ccc(-c2nc(NCC3CCN(Cc4ccccc4C)CC3)sc2-c2ccc(C)cc2)cc1,6.301029995663981,CHEMBL4560673,220,2016.0
CCNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,7.026872146400302,CHEMBL205340_CHEMBL361409,220,
Cc1ccc(-c2nc(NCC3CCN(Cc4ccccc4C(F)(F)F)CC3)sc2-c2ccc(C)cc2)cc1,6.3979400086720375,CHEMBL4532372,220,2016.0
Cc1ccc(C2C([N+](=O)[O-])C(Cc3c[nH]cn3)NC23c2ccccc2-c2nc4ccccc4nc23)cc1,5.694648630553376,CHEMBL4639749,220,2020.0
COc1cc2cc(C(=O)C3CCC[N+](C)(CC#N)CC3)sc2cc1OC,6.0,CHEMBL188338,220,2004.0
Cc1ccc(C2=CSC3=NC4=C(CNCC4=Cc4ccc(Br)cc4)C(c4ccc(Br)cc4)N23)cc1,5.995678626217357,CHEMBL3921785,220,2017.0
COc1ccc2c(c1)CCC(NS(=O)(=O)N(C)C)C2,7.770318157682324,CHEMBL3787223,220,2016.0
Cc1ccc(C2=CSC3=NC4=C(CNCC4=Cc4ccc(Cl)cc4)C(c4ccc(Cl)cc4)N23)cc1,5.962573502059376,CHEMBL3945423,220,2017.0
Cc1cc(C(=O)CCC2CC[N+](C)(Cc3ccccc3)CC2)nn1-c1ccccc1,7.657577319177793,CHEMBL87014,220,2002.0
