nonstereo_aromatic_smiles,pIC50,chembl_cid,Target ID,year
Cc1cc(-c2cnc(Nc3cc(Cl)cc(Cl)c3)nc2NC2CCC(N(C)C)CC2)on1,5.111259039317107,CHEMBL2312654,262,2013.0
NC(=O)c1sc(-c2ccnc(NC(=O)C3CC3)c2)nc1OCC1CC1,9.537602002101044,CHEMBL3410091,262,2015.0
N#Cc1cc(F)ccc1-c1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)cc1,6.732828271596986,CHEMBL2064535,262,2012.0
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CC(=O)C3)c2)[nH]1,6.73754891026957,CHEMBL4458096,262,2019.0
N#Cc1c(N)nc2sc(C(=O)c3cccc(Cl)c3)c(N)c2c1-c1ccccc1Br,5.3979400086720375,CHEMBL2313850,262,2013.0
Cc1cc(-c2cc(-c3nc4ccc(CN5CCN(C)CC5)cc4[nH]3)c(=O)[nH]n2)cc(C)c1O,8.823908740944319,CHEMBL270473,262,2008.0
CCCC(=O)Nc1n[nH]c2cc(-c3ccoc3)ccc12,6.585026652029182,CHEMBL1086781,262,2010.0
Cc1c[nH]c(-c2cnc(NCCNc3ccc(C#N)cn3)nc2-c2ccc(Cl)cc2Cl)n1,7.997987357660004,CHEMBL412142,262,2004.0
CC=Cc1ccc2c(NC(=O)CCC)n[nH]c2c1,5.609241471261283,CHEMBL1086176,262,2010.0
N#Cc1c(N)nc2sc(C(=O)c3cccc(Cl)c3)c(N)c2c1-c1ccccc1Cl,5.481486060122112,CHEMBL2313853,262,2013.0
CCCC(=O)Nc1n[nH]c2cc(-c3ccncc3)ccc12,6.17979854051436,CHEMBL1086782,262,2010.0
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CC(Cl)C3)c2)[nH]1,6.586476991497633,CHEMBL4435922_CHEMBL4446355,262,
CSc1cnn2c(NCc3cccnc3)cc(-c3ccccc3)nc12,5.7447274948966935,CHEMBL399287,262,2007.0
CCC1(c2ccccc2)C2=C(CC(C)(C)CC2=O)Nc2n[nH]cc21,6.288192770958808,CHEMBL4438334,262,2019.0
CCCC(=O)Nc1n[nH]c2cc(Br)ccc12,6.703334809738469,CHEMBL1086780,262,2010.0
CCCC(=O)Nc1n[nH]c2cc(-c3ccccc3Cl)ccc12,5.868702203402377,CHEMBL1086175,262,2010.0
CCCC(=O)Nc1n[nH]c2cc(C(F)(F)F)ccc12,6.709965388637482,CHEMBL1086640,262,2010.0
CC(O)c1cc(NCc2cccnc2)n2ncc(Br)c2n1,6.301029995663981,CHEMBL251375,262,2007.0
CCCC(=O)Nc1n[nH]c2cc(-c3ccsc3)ccc12,6.029188389127482,CHEMBL1083208,262,2010.0
CCCC(=O)Nc1n[nH]c2cc(-c3ccccc3)ccc12,6.150693131614407,CHEMBL1086174,262,2010.0
CCCC(=O)Nc1n[nH]c2cc(-c3cccnc3)ccc12,5.096020177844965,CHEMBL1085918,262,2010.0
Cc1ccc(-c2ccc3occ(-c4ccc([S+](C)[O-])cc4)c3c2)o1,7.259441667643077,CHEMBL574588_CHEMBL574591_CHEMBL575021,262,
CC1(C)Cn2cc(C(=O)O)c(=O)c3c(N)c(F)c(NCCNc4ccccn4)c(c32)O1,6.356547323513812,CHEMBL1834327,262,2011.0
N#CCc1cnn2c(NCc3cccnc3)cc(-c3ccccc3)nc12,5.958607314841775,CHEMBL398647,262,2007.0
Fc1ccc(Nc2nccc(-c3cnn4ncccc34)n2)cc1F,8.0,CHEMBL364370,262,2020.0
CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc([N+](=O)[O-])cc3)cc12,7.744727494896693,CHEMBL1091081,262,2010.0
CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccncc3)cc12,7.301029995663981,CHEMBL1077233,262,2010.0
CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccoc3)cc12,7.740743030061056,CHEMBL1077218,262,2010.0
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CCCC3)c2)[nH]1,6.866461091629782,CHEMBL4574237,262,2019.0
CCCC(=O)Nc1n[nH]c2cc(Cl)c(Br)cc12,7.259637310505756,CHEMBL1089722,262,2010.0
CCCC(=O)Nc1n[nH]c2cc(Cl)ccc12,6.450996737974212,CHEMBL1082235,262,2010.0
Fc1cccc(SCc2nnc(-c3ccc4c(c3)CCO4)o2)c1,6.167491087293763,CHEMBL513576,262,2009.0
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CCCO3)c2)[nH]1,6.278189384787453,CHEMBL4441042,262,2019.0
N=C1NC2c3c([nH]c(Br)c3Br)C(=O)C3CCCC32N1,5.522878745280337,CHEMBL4073799,262,2017.0
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)CC3CC3)c2)[nH]1,6.667561540084394,CHEMBL4434855,262,2019.0
Fc1cccc(CSc2nnc(-c3ccc4c(c3)CCO4)o2)c1,7.267606240177031,CHEMBL470360,262,2009.0
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)CN3CCCC3=O)c2)[nH]1,6.899629454882437,CHEMBL4566059,262,2019.0
Cc1cc(NCc2cccnc2)n2ncc(Br)c2n1,5.452225294612178,CHEMBL249141,262,2007.0
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)Cc3ccc(C(F)(F)F)cc3)c2)[nH]1,5.489186989487504,CHEMBL4555766,262,2019.0
Fc1cccc(CNc2nnc(-c3ccc4c(c3)CCO4)o2)c1,6.481486060122112,CHEMBL451857,262,2009.0
CS(=O)(=O)c1ccc(-c2c[nH]c3ncc(C=CC(=O)NCc4ccncc4)cc23)cc1,6.657577319177793,CHEMBL4557360,262,2016.0
Fc1cccc(CCc2nnc(-c3ccc4c(c3)CCO4)o2)c1,6.468521082957745,CHEMBL470380,262,2009.0
CCCC1=C(c2nnc(C)o2)C(c2cccc(C#N)c2Br)c2c[nH]nc2N1,9.154901959985745,CHEMBL270265,262,2008.0
Cn1cnc2ccc(-c3nnc(SCc4cccc(C(F)(F)F)c4)o3)cc21,8.0268721464003,CHEMBL461261,262,2009.0
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)CCc3ccc(C(F)(F)F)cc3)c2)[nH]1,6.0195421077239,CHEMBL4518955,262,2019.0
Cc1cc(F)ccc1C1CN(c2nc(-c3ccncc3)cc(=O)n2C)CCN1,7.619788758288394,CHEMBL4090743,262,2017.0
CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(OCc4ccccc4)cc3)cc12,7.638272163982407,CHEMBL1091083,262,2010.0
CCCNC(=O)c1ccc(Nc2nc(NCC(F)(F)F)c3cc[nH]c3n2)cc1,5.026410376572743,CHEMBL2006765,262,2016.0
CCCC(=O)Nc1n[nH]c2cc(CCc3ccccc3)ccc12,5.069305612335464,CHEMBL1084684,262,2010.0
CCCC(=O)Nc1n[nH]c2cc(Cc3ccccc3)ccc12,5.3829996588791005,CHEMBL1077260,262,2010.0
CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(C)cc3)cc12,7.853871964321762,CHEMBL1097694,262,2010.0
CC1(C)COc2c(NCCNc3ccccn3)c(F)c(N)c3c(=O)c(C(=O)O)cn(c23)C1,6.795880017344075,CHEMBL1834328,262,2011.0
CC1(C)COc2c(NCCNc3ccccn3)c(F)c(N)c3c(=O)c(C(=O)O)cn1c23,7.309803919971486,CHEMBL1834326,262,2011.0
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)C3CC3)c2)n1C,6.195179321278838,CHEMBL1272270,262,2010.0
N#CC(=C1Nc2ccccc2S1)c1ccnc(NCCc2cccnc2)n1,7.397940008672037,CHEMBL1788116_CHEMBL191384,262,
Ic1cccc(CSc2nnc(-c3ccncc3)o2)c1,6.255654150841529,CHEMBL288064,262,2002.0
Fc1ccccc1-n1cc(CSc2nnc(Cn3c(C(F)(F)F)nc4ccccc43)o2)nn1,6.568636235841012,CHEMBL4639781,262,2019.0
CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(O)cc3)cc12,7.548455006504028,CHEMBL1095366,262,2010.0
CC=CC(=O)NCCCN1CCC(CNC(=O)c2n[nH]c3ccc(OC)cc23)CC1,5.821023052706831,CHEMBL3735527,262,2015.0
CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)[nH]1,6.818156412055227,CHEMBL1773425,262,2011.0
