quantity,best_unimodal,best_multimodal,mean_diff,n_endpoints,p_value,p_holm
err_unc_corr,0.2693516498770065,0.31307200241165517,0.0437203525346487,6,0.03125,0.09375
ece,0.25633682010833897,0.2094124295919669,-0.04692439051637204,6,0.03125,0.09375
miscalibration_area,0.2595552293615502,0.2160494729542509,-0.04350575640729926,6,0.03125,0.09375
