target,split,fold,fold_id,n_test,n_train,mean_max_sim,median_max_sim,frac_novel
2409,random,1,tid2409_f1,246,883,0.7252763509750366,0.7519230842590332,0.032520325203252036
2409,random,2,tid2409_f2,246,883,0.7375263571739197,0.7637088894844055,0.016260162601626018
2409,random,3,tid2409_f3,245,884,0.7386366128921509,0.7599999904632568,0.012244897959183673
2409,random,4,tid2409_f4,245,884,0.7376046180725098,0.7555555701255798,0.00816326530612245
2409,random,5,tid2409_f5,245,884,0.7283772230148315,0.7547169923782349,0.02040816326530612
2409,scaffold,1,tid2409_f1,246,883,0.6214640736579895,0.6345335245132446,0.024390243902439025
2409,scaffold,2,tid2409_f2,246,883,0.6641371846199036,0.6531676054000854,0.0
2409,scaffold,3,tid2409_f3,245,884,0.6804884672164917,0.6818181872367859,0.0163265306122449
2409,scaffold,4,tid2409_f4,245,884,0.6636454463005066,0.6666666865348816,0.04897959183673469
2409,scaffold,5,tid2409_f5,245,884,0.6525777578353882,0.6779661178588867,0.036734693877551024
2409,butina,1,tid2409_f1,248,882,0.5395917296409607,0.5303308963775635,0.012096774193548387
2409,butina,2,tid2409_f2,245,884,0.5529312491416931,0.550000011920929,0.04081632653061224
2409,butina,3,tid2409_f3,245,884,0.5834102034568787,0.5833333134651184,0.04081632653061224
