split,metric,test,left,right,n_folds,mean_diff,sd_diff,right_wins,p_raw,p_holm
random,mae,wilcoxon,lgbm,monroe35,50,-0.04771618400492298,0.02312612681267813,0.02,3.552713678800501e-15,1.7763568394002505e-14
random,mae,wilcoxon,lgbm,median,50,0.39149572505470404,0.09142988273371302,1.0,1.7763568394002505e-15,1.7763568394002505e-14
random,mae,wilcoxon,chemeleon,monroe35,50,-0.02302279734885484,0.02189003319596283,0.12,8.970399534291573e-09,1.7940799068583146e-08
random,mae,wilcoxon,chemeleon,median,50,0.4161891117107721,0.0916156269143754,1.0,1.7763568394002505e-15,1.7763568394002505e-14
random,mae,wilcoxon,monroe35,median,50,0.439211909059627,0.08783096510778207,1.0,1.7763568394002505e-15,1.7763568394002505e-14
random,mae,t_target,knn,lgbm,10,-0.012558782236854115,0.02740787578934674,0.3,0.18126460113249498,0.18126460113249498
random,mae,t_target,knn,chemeleon,10,-0.037252168892922266,0.03392394865686866,0.1,0.007020786192036613,0.014041572384073227
random,mae,t_target,knn,monroe35,10,-0.060274966241777105,0.033716547103341425,0.0,0.0003123285660609924,0.0009369856981829772
random,mae,t_target,knn,median,10,0.37893694281784984,0.08610122969041242,1.0,2.1584126723473268e-07,1.5316305269752541e-06
random,mae,t_target,lgbm,chemeleon,10,-0.02469338665606815,0.010290253719784336,0.0,3.366752920270594e-05,0.0001683376460135297
random,mae,t_target,lgbm,monroe35,10,-0.04771618400492299,0.014875192171109887,0.0,3.1767438259165744e-06,1.9060462955499447e-05
random,mae,t_target,lgbm,median,10,0.39149572505470404,0.08772909259522645,1.0,1.9145381587190676e-07,1.5316305269752541e-06
random,mae,t_target,chemeleon,monroe35,10,-0.02302279734885484,0.0100968161658035,0.0,5.0250780151435236e-05,0.00020100312060574094
random,mae,t_target,chemeleon,median,10,0.41618911171077216,0.08952884431641464,1.0,1.344022829488558e-07,1.209620546539702e-06
random,mae,t_target,monroe35,median,10,0.43921190905962704,0.0854399734025882,1.0,5.6006483778675334e-08,5.600648377867534e-07
scaffold,mae,t,knn,lgbm,50,-0.0273595425080208,0.049638272346862355,0.36,0.0002953026881419286,0.000318626504987946
scaffold,mae,t,knn,chemeleon,50,-0.05289125082613952,0.045610786255791784,0.14,9.47189347298515e-11,3.78875738919406e-10
scaffold,mae,t,knn,monroe35,50,-0.07639025283496319,0.05053706657491949,0.02,2.108478402739676e-14,1.2650870416438055e-13
scaffold,mae,t,knn,median,50,0.2620395018785528,0.12733489412445062,0.98,2.0439963986209847e-19,1.4307974790346893e-18
scaffold,mae,t,lgbm,chemeleon,50,-0.025531708318118712,0.03856624038125099,0.24,2.286606038576953e-05,6.859818115730859e-05
