target,split,fold,method,n,mae,r2,spearman,source
230,butina,5,lgbm,233.0,0.5287396303413816,0.2586790084908266,0.4399129069376885,fitted
230,butina,5,median,233.0,0.6569236474155957,-0.07479495774107559,,fitted
230,butina,5,monroe35,233.0,0.4705970905961224,0.4133185520459828,0.4993444277641274,fitted
230,butina,5,pub_gnn,,0.5914523601531982,0.1026121377944946,0.4499326169143341,published
230,butina,5,pub_knn,,0.4860077966536005,0.3214948136895313,0.6175693471226696,published
230,butina,5,pub_mlp,,0.5241977572441101,0.2374522089958191,0.5386553539903235,published
230,butina,5,pub_rf,,0.4728079283127902,0.4105399924846106,0.5722978473340318,published
230,butina,5,pub_svm,,0.5290698659232268,0.2017563106733181,0.5313107490857024,published
230,butina,5,pub_xgboost,,0.5010929023932217,0.3356056168638477,0.5222666155661582,published
260,butina,1,chemeleon,271.0,0.525913276028469,0.4417027382862073,0.6008448013607719,fitted
260,butina,1,knn,271.0,0.634877762382982,0.2340094153841138,0.5025132786666223,fitted
260,butina,1,lgbm,271.0,0.5429732397716612,0.4417430566368541,0.5401024362064811,fitted
260,butina,1,median,271.0,0.9725529034600142,-0.5220787428223619,,fitted
260,butina,1,monroe35,271.0,0.5158156889801538,0.48534604407925463,0.6575678634892985,fitted
260,butina,1,pub_gnn,,0.628200113773346,0.2677172422409057,0.587351254644064,published
260,butina,1,pub_knn,,0.6348777624694103,0.2340094152350429,0.5025071771138515,published
260,butina,1,pub_mlp,,0.4963367581367492,0.4828598499298095,0.6785115314460815,published
260,butina,1,pub_rf,,0.5895511741450662,0.3531146732256569,0.4835537011788863,published
260,butina,1,pub_svm,,0.5294182356876989,0.4376452242144663,0.6529127436257504,published
260,butina,1,pub_xgboost,,0.487934654250219,0.5120716126123095,0.6796032852716749,published
260,butina,2,chemeleon,270.0,0.6425865647381649,0.4239316752362785,0.6302306103758005,fitted
260,butina,2,knn,270.0,0.6649262486813851,0.3677166455787929,0.5831725333945437,fitted
260,butina,2,lgbm,270.0,0.6249974996979555,0.4828767648688651,0.7257206233757418,fitted
260,butina,2,median,270.0,0.933577685382111,-0.0434539945265775,,fitted
260,butina,2,monroe35,270.0,0.6162576252020718,0.49905557735808226,0.7237515214104818,fitted
