target,split,fold,method,n,mae,r2,spearman,source
220,diverse_25,1,median,85.0,0.7977728109492345,-0.030332534723453985,,fitted
220,diverse_25,1,monroe35,85.0,0.7071145028148829,0.24114683029861272,0.4540346695154609,fitted
220,diverse_25,1,pub_gnn,,0.8538534045219421,-0.0507533550262451,-0.0393988547828761,published
220,diverse_25,1,pub_knn,,0.8561984954479768,-0.3480160942752575,0.2850441948784408,published
220,diverse_25,1,pub_mlp,,0.680945873260498,0.1767886281013488,0.5180675800789993,published
220,diverse_25,1,pub_rf,,0.7233548090255355,0.2061107216235356,0.4876683148931046,published
220,diverse_25,1,pub_svm,,0.6710403726436759,0.2430296892098276,0.4954171471953915,published
220,diverse_25,1,pub_xgboost,,0.7870527785702824,0.0171381394594221,0.2829252086764371,published
220,diverse_25,2,chemeleon,85.0,0.721129353391301,0.18300434370944074,0.4271762125134651,fitted
220,diverse_25,2,knn,85.0,0.9045718802014455,-0.1353254124862362,0.12877725609522514,fitted
220,diverse_25,2,lgbm,85.0,0.847991124354863,0.05793878689154164,0.33673215132389056,fitted
220,diverse_25,2,median,85.0,0.8549015311912465,-0.0007270276429443001,,fitted
220,diverse_25,2,monroe35,85.0,0.7915070360724675,0.08094944667709225,0.3325499929197053,fitted
220,diverse_25,2,pub_gnn,,1.015202283859253,-0.3081625699996948,0.0043775863669975,published
220,diverse_25,2,pub_knn,,0.8659558767851898,-0.035878616927236,0.2970309606785532,published
220,diverse_25,2,pub_mlp,,0.858663022518158,-0.1305735111236572,0.3249478451663033,published
220,diverse_25,2,pub_rf,,0.8388118597983028,0.0600421591677485,0.2892236135641982,published
220,diverse_25,2,pub_svm,,0.8694360523540124,-0.1209337435281001,0.1671788507878599,published
220,diverse_25,2,pub_xgboost,,0.8489395543601581,-0.1501614154420032,0.253939094878421,published
220,diverse_25,3,chemeleon,85.0,0.5768760509025394,0.39982678810761074,0.5739733725909563,fitted
220,diverse_25,3,knn,85.0,0.6861236318317484,0.16855588185847303,0.45122267022136203,fitted
220,diverse_25,3,lgbm,85.0,0.684721969521094,0.2763513095297958,0.4437767193213756,fitted
220,diverse_25,3,median,85.0,0.7601900949057735,-0.01571041983393595,,fitted
220,diverse_25,3,monroe35,85.0,0.6561783194781169,0.34469116501060837,0.5026603152837361,fitted
220,diverse_25,3,pub_gnn,,0.771540105342865,0.0148344635963439,0.3521192134921451,published
220,diverse_25,3,pub_knn,,0.6354812633924304,0.250297479296413,0.474488823886543,published
220,diverse_25,3,pub_mlp,,0.6403900384902954,0.2385941743850708,0.5320630269084861,published
220,diverse_25,3,pub_rf,,0.6972746394170508,0.153686644347434,0.4921363138148576,published
220,diverse_25,3,pub_svm,,0.6285087705022321,0.3408773047741349,0.5660583854138052,published
220,diverse_25,3,pub_xgboost,,0.6454631635053851,0.2474052743409499,0.5214315379594239,published
220,diverse_25,4,chemeleon,85.0,0.7483088278716735,0.25189310347593097,0.5530311917920633,fitted
220,diverse_25,4,knn,85.0,0.7677369557103331,0.18580074578691175,0.45490345563205087,fitted
220,diverse_25,4,lgbm,85.0,0.7807616896796626,0.13759919743118598,0.45122928427214604,fitted
220,diverse_25,4,median,85.0,0.8925602747903326,-0.09513545024553927,,fitted
220,diverse_25,4,monroe35,85.0,0.8049951816448205,0.09498515170785404,0.45902712667960366,fitted
220,diverse_25,4,pub_gnn,,0.8997054100036621,-0.0469862222671508,0.0802161507804761,published
220,diverse_25,4,pub_knn,,0.7682545897767431,0.1381851165237058,0.4704991404469662,published
220,diverse_25,4,pub_mlp,,0.81021648645401,0.1164747476577758,0.431294950298194,published
220,diverse_25,4,pub_rf,,0.7448554501049071,0.1619702907749414,0.5520344750933657,published
220,diverse_25,4,pub_svm,,0.7926178775751367,0.1543206557983161,0.4370309571818754,published
220,diverse_25,4,pub_xgboost,,0.8745271494289187,-0.1221532979665431,0.3422744686792225,published
220,diverse_25,5,chemeleon,84.0,0.7953070326947218,0.12615259201942064,0.46481183369633217,fitted
220,diverse_25,5,knn,84.0,0.8772112808413465,0.05968579700690457,0.2900201480370174,fitted
220,diverse_25,5,lgbm,84.0,0.8682728238341155,0.06856552751226286,0.3688201763900321,fitted
220,diverse_25,5,median,84.0,0.9650497926521753,-0.13674159333585867,,fitted
220,diverse_25,5,monroe35,84.0,0.7967469167357452,0.14802898798372877,0.4553250514058561,fitted
220,diverse_25,5,pub_gnn,,0.9398535490036012,-0.0596879720687866,0.1750853000525097,published
220,diverse_25,5,pub_knn,,0.9102760056389828,-0.0303119896168027,0.2892000526629207,published
220,diverse_25,5,pub_mlp,,0.8396345973014832,0.1145150661468505,0.3590600289748573,published
220,diverse_25,5,pub_rf,,0.8660207872745792,0.0652624023436148,0.2957506910214458,published
220,diverse_25,5,pub_svm,,0.8662482590738672,0.0849880336989413,0.2970061456682111,published
220,diverse_25,5,pub_xgboost,,0.8620842882524228,0.0690331644067362,0.333140965299704,published
230,diverse_25,1,chemeleon,59.0,0.7528233059791402,-0.48784319487907735,0.18898857368016184,fitted
230,diverse_25,1,knn,59.0,0.6442023846132541,-0.3669497263241228,0.40426745133277464,fitted
230,diverse_25,1,lgbm,59.0,0.6998194407519482,-0.39656682923666664,0.0009059294547835188,fitted
230,diverse_25,1,median,59.0,0.5894411181598915,-0.007098143817355629,,fitted
230,diverse_25,1,monroe35,59.0,0.5916839866525896,0.00592756134514516,0.2688857068859083,fitted
230,diverse_25,1,pub_gnn,,0.55823814868927,0.1225500702857971,0.3878547007705439,published
230,diverse_25,1,pub_knn,,0.6686428466001013,-0.1846575356943014,0.2979631200313793,published
230,diverse_25,1,pub_mlp,,0.6080419421195984,-0.080370545387268,0.3903971479500976,published
230,diverse_25,1,pub_rf,,0.5857656806805503,0.0035117944359289,0.2757824601545828,published
230,diverse_25,1,pub_svm,,0.5607142915420955,0.0349698963631492,0.3304012392187891,published
230,diverse_25,1,pub_xgboost,,0.599239250679551,-0.0399985776392888,0.3265145096224599,published
230,diverse_25,2,chemeleon,58.0,0.8024690326692507,-0.17732562716728562,0.18937005224462944,fitted
230,diverse_25,2,knn,58.0,0.7299575967160161,-0.11371513117901877,0.22598262124074786,fitted
230,diverse_25,2,lgbm,58.0,0.7914432331447705,-0.1412267497694628,0.16023383137124778,fitted
230,diverse_25,2,median,58.0,0.8113928371440025,-0.13205955117859047,,fitted
230,diverse_25,2,monroe35,58.0,0.7817742645835579,-0.015313378864922678,0.15648027387752805,fitted
230,diverse_25,2,pub_gnn,,0.7914523482322693,-0.0091770887374877,-0.0222752100446972,published
230,diverse_25,2,pub_knn,,0.7603182368668107,-0.177843338726654,0.2365048889690441,published
230,diverse_25,2,pub_mlp,,0.8064252138137817,-0.1230642795562744,0.1626028799533495,published
230,diverse_25,2,pub_rf,,0.7799800074647919,-0.0429145202606926,0.1452196013963689,published
230,diverse_25,2,pub_svm,,0.8047343719803601,-0.0125524621471915,0.104268904477181,published
230,diverse_25,2,pub_xgboost,,0.8295147471134638,-0.374186695757279,-0.0134758867397477,published
230,diverse_25,3,chemeleon,58.0,0.7512847751948739,0.011314992725700579,0.20558016497975862,fitted
230,diverse_25,3,knn,58.0,0.7069400612332501,-0.010971295370370004,0.28679094390338017,fitted
230,diverse_25,3,lgbm,58.0,0.7155995575093237,0.047304474430563515,0.2738402855977572,fitted
230,diverse_25,3,median,58.0,0.7494649686218898,-0.0068124004343417255,,fitted
230,diverse_25,3,monroe35,58.0,0.7259946839363087,0.08506338308298966,0.38824289424054076,fitted
230,diverse_25,3,pub_gnn,,0.7707386612892151,-0.0348211526870727,0.0361757106114314,published
230,diverse_25,3,pub_knn,,0.7108121185399753,-0.0053477721757633,0.2188076782135303,published
230,diverse_25,3,pub_mlp,,0.7723102569580078,-0.0375685691833496,-0.0472499077373798,published
230,diverse_25,3,pub_rf,,0.7018826928480365,0.0911616566367947,0.2840531562805763,published
230,diverse_25,3,pub_svm,,0.7633142126527832,-0.0240917753307126,0.1383351790983053,published
230,diverse_25,3,pub_xgboost,,0.7501151137735675,0.0035236573048548,0.155916535523832,published
230,diverse_25,4,chemeleon,58.0,0.6394454851263445,-0.10255104474638799,0.11090430914453432,fitted
230,diverse_25,4,knn,58.0,0.684091566263804,-0.2899968020106205,0.32631401029017354,fitted
230,diverse_25,4,lgbm,58.0,0.6785957432590142,-0.21552552405682657,0.19559766922079033,fitted
230,diverse_25,4,median,58.0,0.6147624649807225,-0.006077781758452305,,fitted
230,diverse_25,4,monroe35,58.0,0.6095925329151705,0.006285223281481511,0.36323083996380495,fitted
230,diverse_25,4,pub_gnn,,0.714564859867096,-0.3433748483657837,0.12234852634336,published
230,diverse_25,4,pub_knn,,0.8294859138171664,-1.3762898981268863,0.3005507353393638,published
230,diverse_25,4,pub_mlp,,0.6310245394706726,-0.008437156677246,0.4190983088699004,published
230,diverse_25,4,pub_rf,,0.6360675181222115,-0.0880579334613593,0.3046869009063711,published
230,diverse_25,4,pub_svm,,0.6610879743852339,-0.1793089504489213,0.3191767565532715,published
230,diverse_25,4,pub_xgboost,,0.6092635771573269,-0.0426069866421394,0.3123163790389216,published
230,diverse_25,5,chemeleon,58.0,0.6591548329875847,0.052927089224572454,0.4491786150920594,fitted
230,diverse_25,5,knn,58.0,0.6860669203497136,-0.011109379800927632,0.3191410830056177,fitted
230,diverse_25,5,lgbm,58.0,0.647581580320728,0.017833832223983603,0.4281671094343732,fitted
230,diverse_25,5,median,58.0,0.7733951325232389,-0.17626944470737804,,fitted
230,diverse_25,5,monroe35,58.0,0.6883552551730755,0.0001955438839469359,0.5063680572847954,fitted
230,diverse_25,5,pub_gnn,,0.7535114884376526,-0.1718374490737915,0.2804405352495866,published
230,diverse_25,5,pub_knn,,0.6947017057404817,-0.0486439511578213,0.257952379121082,published
230,diverse_25,5,pub_mlp,,0.6978443264961243,-0.0847264528274536,0.2789638847787682,published
230,diverse_25,5,pub_rf,,0.6999098213412108,-0.0226099379794688,0.3382760120233056,published
230,diverse_25,5,pub_svm,,0.7374169851813587,-0.1213636140169782,0.1614778816942825,published
230,diverse_25,5,pub_xgboost,,0.6791836710217501,-0.0677733255875869,0.4050636822763609,published
260,diverse_25,1,chemeleon,68.0,0.6713793878750305,0.399639758005512,0.6716292568643804,fitted
260,diverse_25,1,knn,68.0,0.9104995204747619,-0.16437937185603047,0.42798645024183185,fitted
260,diverse_25,1,lgbm,68.0,0.6911034572470464,0.426475303830284,0.6414147202718968,fitted
260,diverse_25,1,median,68.0,0.9547518614184284,-0.02320586464390817,,fitted
260,diverse_25,1,monroe35,68.0,0.6480521350263874,0.4803068232457953,0.7053939537892722,fitted
260,diverse_25,1,pub_gnn,,0.9033765196800232,0.0464296340942382,0.2323828067046672,published
260,diverse_25,1,pub_knn,,0.758377148986488,0.3223267300873412,0.5545121396619297,published
260,diverse_25,1,pub_mlp,,0.6886900663375854,0.3834815621376037,0.6261833872328557,published
260,diverse_25,1,pub_rf,,0.7266798475262527,0.3501361745776078,0.5858337154978523,published
260,diverse_25,1,pub_svm,,0.7262838483822331,0.2849479009286755,0.57501145254906,published
260,diverse_25,1,pub_xgboost,,0.7873526809815933,0.2766175364574612,0.5075965800003222,published
260,diverse_25,2,chemeleon,68.0,0.7347954412693898,0.3270612329857324,0.5614323079960849,fitted
260,diverse_25,2,knn,68.0,0.6351723971622004,0.4311818187168234,0.6182359575709931,fitted
260,diverse_25,2,lgbm,68.0,0.7144017250597725,0.3371999330304949,0.5685518514407896,fitted
260,diverse_25,2,median,68.0,0.992147660793044,-0.0034121855343214325,,fitted
260,diverse_25,2,monroe35,68.0,0.6354200147964137,0.4896229783921481,0.6828081170172009,fitted
260,diverse_25,2,pub_gnn,,0.8650502562522888,0.1769821643829345,0.4337577071874288,published
260,diverse_25,2,pub_knn,,0.676586064892738,0.3409002475736522,0.5914947233457087,published
260,diverse_25,2,pub_mlp,,0.763809323310852,0.286323606967926,0.5334694899089746,published
260,diverse_25,2,pub_rf,,0.7455537869013963,0.3710182521001705,0.5915328978413908,published
260,diverse_25,2,pub_svm,,0.7357490175266568,0.3581199541105042,0.575614133141971,published
260,diverse_25,2,pub_xgboost,,0.692977189626132,0.4035911845408522,0.6027943740675991,published
260,diverse_25,3,chemeleon,67.0,0.6754479744188309,0.45589919072512386,0.6191868311435292,fitted
260,diverse_25,3,knn,67.0,0.7251103236717845,0.2962291104093222,0.5780992780375791,fitted
260,diverse_25,3,lgbm,67.0,0.7059197474769956,0.3757910961303078,0.5730905476686653,fitted
260,diverse_25,3,median,67.0,0.8853484879865917,-0.010808413446475651,,fitted
260,diverse_25,3,monroe35,67.0,0.6376317733058511,0.5031658398949879,0.655664755901993,fitted
260,diverse_25,3,pub_gnn,,0.8280510902404785,0.2136034965515136,0.4375555011919226,published
260,diverse_25,3,pub_knn,,0.7254306334409772,0.249892273089909,0.5530356710919389,published
260,diverse_25,3,pub_mlp,,0.7587112188339233,0.1970518231391906,0.477365927829305,published
260,diverse_25,3,pub_rf,,0.6983146824861385,0.4034148808578035,0.6164529822967516,published
260,diverse_25,3,pub_svm,,0.6850461244748827,0.3918166944699116,0.5462309816266018,published
260,diverse_25,3,pub_xgboost,,0.7337890780295797,0.3366752976473317,0.5127064118267007,published
260,diverse_25,4,chemeleon,67.0,0.7458097374740839,0.27065468376550683,0.5556475673203067,fitted
260,diverse_25,4,knn,67.0,0.7695176858553454,0.2570502988807022,0.5544104004319257,fitted
260,diverse_25,4,lgbm,67.0,0.7970302097995255,0.08582857617351736,0.3896477069260802,fitted
260,diverse_25,4,median,67.0,0.9336817631600699,-0.019538921724090885,,fitted
260,diverse_25,4,monroe35,67.0,0.696817117476071,0.3745281557755803,0.6261860342626785,fitted
260,diverse_25,4,pub_gnn,,0.8721568584442139,-0.1260410547256469,0.4835127560058302,published
260,diverse_25,4,pub_knn,,0.7919407789965641,0.2221716572064576,0.5213062090154067,published
260,diverse_25,4,pub_mlp,,0.7095276713371277,0.344348669052124,0.5907671435066078,published
260,diverse_25,4,pub_rf,,0.7451634773859533,0.2964862621311673,0.5530535077156367,published
260,diverse_25,4,pub_svm,,0.735443428179127,0.3510110715274133,0.6302367581068938,published
260,diverse_25,4,pub_xgboost,,0.7448695788771117,0.2588043845341256,0.505302856685058,published
260,diverse_25,5,chemeleon,67.0,0.7018560289612735,0.3767277297908094,0.5855649124669616,fitted
260,diverse_25,5,knn,67.0,0.7215442640487991,0.32825325577299047,0.6053398256806184,fitted
260,diverse_25,5,lgbm,67.0,0.7439854256488474,0.28837899886371765,0.5332641581450701,fitted
260,diverse_25,5,median,67.0,0.9621268813397337,-0.0039876382395476195,,fitted
260,diverse_25,5,monroe35,67.0,0.7567021437821857,0.32670626676798875,0.5510037119764938,fitted
260,diverse_25,5,pub_gnn,,0.9082032442092896,0.0751239657402038,0.433810911468112,published
260,diverse_25,5,pub_knn,,0.7313685014963781,0.2900827935623404,0.581214830650032,published
260,diverse_25,5,pub_mlp,,0.8487789630889893,0.1106772422790527,0.4682723394398428,published
260,diverse_25,5,pub_rf,,0.7765495170480707,0.3067151653881974,0.5716566233550355,published
260,diverse_25,5,pub_svm,,0.7491770021231993,0.30823719595751,0.6067565954466827,published
260,diverse_25,5,pub_xgboost,,0.7502551165160211,0.3287074874606532,0.5513828475476941,published
262,diverse_25,1,chemeleon,50.0,1.0461783633991508,0.06385590031704802,0.41676871005314275,fitted
262,diverse_25,1,knn,50.0,0.9414361461704488,0.18400797259060298,0.4253163342482643,fitted
262,diverse_25,1,lgbm,50.0,0.9019400757678201,0.2116853234998196,0.492208696629187,fitted
262,diverse_25,1,median,50.0,1.1012877597088278,-0.12288034809794612,,fitted
262,diverse_25,1,monroe35,50.0,0.8896964537319946,0.23119631831654264,0.450527023587808,fitted
262,diverse_25,1,pub_gnn,,1.141215443611145,-0.2287546396255493,0.1000744315878269,published
262,diverse_25,1,pub_knn,,0.9129427412206914,0.2105015130403095,0.463780643126311,published
262,diverse_25,1,pub_mlp,,1.0321686267852783,-0.0297759771347045,0.3760474442246989,published
262,diverse_25,1,pub_rf,,0.9561796362520524,0.1689181908355825,0.4778506087958087,published
262,diverse_25,1,pub_svm,,1.00437752862007,0.0612504402220274,0.3741746501594756,published
262,diverse_25,1,pub_xgboost,,1.002358808670019,0.1058731728856493,0.3577997071789339,published
262,diverse_25,2,chemeleon,50.0,0.8052486526444951,0.06471982952452271,0.38965591860404614,fitted
262,diverse_25,2,knn,50.0,0.6808044753540693,0.2422719137363083,0.4908396776006847,fitted
262,diverse_25,2,lgbm,50.0,0.6724279795863021,0.29938622294055084,0.591447164595444,fitted
262,diverse_25,2,median,50.0,0.8483720355798198,-0.002303587572817012,,fitted
262,diverse_25,2,monroe35,50.0,0.6210205154023543,0.33977868351422946,0.5932720259347284,fitted
262,diverse_25,2,pub_gnn,,0.8743089437484741,-0.0742892026901245,0.0572430188533427,published
262,diverse_25,2,pub_knn,,0.6762191903913561,0.2912016226298972,0.5483708324549671,published
262,diverse_25,2,pub_mlp,,0.7555927038192749,0.1980980634689331,0.4756164922177068,published
262,diverse_25,2,pub_rf,,0.6795694377286315,0.3634341388512466,0.6794727128825055,published
262,diverse_25,2,pub_svm,,0.7437447995570083,0.2281055084435632,0.5226306830376922,published
262,diverse_25,2,pub_xgboost,,0.7029961519743114,0.2219388976853861,0.4969385562872405,published
262,diverse_25,3,chemeleon,50.0,0.7902450604579745,0.37910712784504563,0.5867466986794717,fitted
262,diverse_25,3,knn,50.0,0.9370141359679448,0.20866039124356606,0.4174309723889556,fitted
262,diverse_25,3,lgbm,50.0,0.7618683581838789,0.36663622148559305,0.5675390156062424,fitted
262,diverse_25,3,median,50.0,1.0356784676174469,-0.040998070170360945,,fitted
262,diverse_25,3,monroe35,50.0,0.8541233399557555,0.3546687040074892,0.5750300120048019,fitted
262,diverse_25,3,pub_gnn,,0.9810436964035034,0.0926187634468078,0.2728931572629051,published
262,diverse_25,3,pub_knn,,0.8734770244028851,0.2724523375990177,0.485906362545018,published
262,diverse_25,3,pub_mlp,,0.8181696534156799,0.3808817863464355,0.6295798319327731,published
262,diverse_25,3,pub_rf,,0.8923212141889607,0.2762291559673244,0.6068187274909964,published
262,diverse_25,3,pub_svm,,0.8548822160353603,0.3311977999585493,0.616998799519808,published
262,diverse_25,3,pub_xgboost,,0.8674957200138749,0.2717735830341227,0.5195092096941795,published
262,diverse_25,4,chemeleon,50.0,0.800230072507699,0.11812023130105909,0.40526328532161027,fitted
262,diverse_25,4,knn,50.0,0.7856102542465812,0.20837419052808526,0.4659639361862288,fitted
262,diverse_25,4,lgbm,50.0,0.7002034800472665,0.22565081121421593,0.4687972735288019,fitted
262,diverse_25,4,median,50.0,0.9009088937810413,-0.0003073814115917006,,fitted
262,diverse_25,4,monroe35,50.0,0.7741123018442897,0.1795409975023733,0.3769779345627018,fitted
262,diverse_25,4,pub_gnn,,0.9148001074790956,-0.0645151138305664,0.281893054252619,published
262,diverse_25,4,pub_knn,,0.8219006415481389,0.1318338135957311,0.3912406666092142,published
262,diverse_25,4,pub_mlp,,0.8382131457328796,0.078662097454071,0.4036785373164422,published
262,diverse_25,4,pub_rf,,0.7375044795438527,0.2967864182630236,0.5064950669850721,published
262,diverse_25,4,pub_svm,,0.7567073931140293,0.2326742165990153,0.4566475388225135,published
262,diverse_25,4,pub_xgboost,,0.7355314964834929,0.2748149222838868,0.4812831669028531,published
262,diverse_25,5,chemeleon,50.0,0.7357024873124114,0.07201008414383436,0.43234806940993686,fitted
262,diverse_25,5,knn,50.0,0.9005852275376728,-0.5016550828437119,0.3269290832667426,fitted
262,diverse_25,5,lgbm,50.0,0.7469884845538028,0.15139841676573973,0.49093572293433124,fitted
262,diverse_25,5,median,50.0,0.8460930768579835,-0.0471488676675369,,fitted
262,diverse_25,5,monroe35,50.0,0.7490431625319885,0.10348080125025472,0.4970346016208871,fitted
262,diverse_25,5,pub_gnn,,0.8545585870742798,-0.0676478147506713,0.3549370857746614,published
262,diverse_25,5,pub_knn,,0.9242839652382392,-0.4755306109268589,0.2965879903005409,published
262,diverse_25,5,pub_mlp,,0.7570863366127014,0.0081843137741088,0.3167575103663161,published
262,diverse_25,5,pub_rf,,0.7193138496535535,0.0970241868159147,0.4713904975372587,published
262,diverse_25,5,pub_svm,,0.7598727871273021,0.0143650419301682,0.2832376889236707,published
262,diverse_25,5,pub_xgboost,,0.7588632292633757,0.0657465772293761,0.3775061838977578,published
279,diverse_25,1,chemeleon,114.0,0.7837579570049091,0.2204964792547408,0.5331362207423385,fitted
279,diverse_25,1,knn,114.0,0.907200652983128,0.03635213893961253,0.30774714217461335,fitted
279,diverse_25,1,lgbm,114.0,0.911551629412095,0.056620752141717356,0.32754078124448965,fitted
279,diverse_25,1,median,114.0,0.9638068174735245,-0.05003570033828875,,fitted
279,diverse_25,1,monroe35,114.0,0.8228623427610501,0.1755119424079682,0.42177016797677336,fitted
279,diverse_25,1,pub_gnn,,0.9723619222640992,-0.0695387125015258,0.1036543505373997,published
279,diverse_25,1,pub_knn,,0.9296496079868992,0.0257742803561767,0.3129476808620947,published
279,diverse_25,1,pub_mlp,,0.918835699558258,0.0132287740707397,0.2600188338465141,published
279,diverse_25,1,pub_rf,,0.873585571612667,0.1198828691943797,0.3519274194355526,published
279,diverse_25,1,pub_svm,,0.8984557443969162,0.1188685942072561,0.4130904527063119,published
279,diverse_25,1,pub_xgboost,,0.8941751155634529,0.0830124374420284,0.3218704119590739,published
279,diverse_25,2,chemeleon,114.0,0.7042269300190512,0.2125449421345863,0.5357391657639664,fitted
279,diverse_25,2,knn,114.0,0.6805976604746403,0.2695459370516007,0.5295706764957918,fitted
279,diverse_25,2,lgbm,114.0,0.7419188531545003,0.12523132569830042,0.4381855002923628,fitted
279,diverse_25,2,median,114.0,0.8263073240632397,-0.02004207783321421,,fitted
279,diverse_25,2,monroe35,114.0,0.6409074945423349,0.3391992929266169,0.6160388822648388,fitted
279,diverse_25,2,pub_gnn,,0.8483577370643616,-0.0774434804916381,-0.1413811259909186,published
279,diverse_25,2,pub_knn,,0.6340035507664142,0.352553393932806,0.6066869179048814,published
279,diverse_25,2,pub_mlp,,0.7772016525268555,0.0827702283859252,0.3722964763825377,published
279,diverse_25,2,pub_rf,,0.7125555057286282,0.238590351013227,0.4774240584211054,published
279,diverse_25,2,pub_svm,,0.6902073076591347,0.2850132405163014,0.5442770353485442,published
279,diverse_25,2,pub_xgboost,,0.7360969317709233,0.2000755746605933,0.4113333563529622,published
279,diverse_25,3,chemeleon,114.0,0.6947733502573202,0.142416099336223,0.48086787650917107,fitted
279,diverse_25,3,knn,114.0,0.6945165173518102,0.19870381651663183,0.4946669016278615,fitted
279,diverse_25,3,lgbm,114.0,0.6912625984344176,0.25296998547881544,0.49395406675234355,fitted
279,diverse_25,3,median,114.0,0.8484265307553378,-0.019894644893138302,,fitted
279,diverse_25,3,monroe35,114.0,0.7049566327853887,0.18758074176239126,0.45704461095351034,fitted
279,diverse_25,3,pub_gnn,,0.8328759670257568,0.0120381116867065,0.222878354345879,published
279,diverse_25,3,pub_knn,,0.7695408464760453,0.0245699327665575,0.4031648248795633,published
279,diverse_25,3,pub_mlp,,0.7316676378250122,0.1925360560417175,0.4549790098937709,published
279,diverse_25,3,pub_rf,,0.6733076441393171,0.2814889995974998,0.515250008658441,published
279,diverse_25,3,pub_svm,,0.7264284188041834,0.2051349618722774,0.432455857946299,published
279,diverse_25,3,pub_xgboost,,0.7525143434941447,0.0920354562755589,0.3496009542618117,published
279,diverse_25,4,chemeleon,113.0,0.8496236025340994,0.14039768973653832,0.3769782438035236,fitted
279,diverse_25,4,knn,113.0,0.7963987220912895,0.24386796291041446,0.45643445161958274,fitted
279,diverse_25,4,lgbm,113.0,0.766788727804372,0.26621948169179876,0.5166275402791473,fitted
279,diverse_25,4,median,113.0,0.964252484186327,-0.00029502068756559474,,fitted
279,diverse_25,4,monroe35,113.0,0.8088520582496076,0.26998787140444325,0.5350173314946091,fitted
279,diverse_25,4,pub_gnn,,0.9773191213607788,-0.0142686367034912,0.1381105758176134,published
279,diverse_25,4,pub_knn,,0.799509532213533,0.2770406093940957,0.4559270896728875,published
279,diverse_25,4,pub_mlp,,0.859566330909729,0.1071601510047912,0.4179206894200369,published
279,diverse_25,4,pub_rf,,0.8134184296093138,0.2811953578435634,0.5122442657560589,published
279,diverse_25,4,pub_svm,,0.7772230839915822,0.2889419242617002,0.5536108992296451,published
279,diverse_25,4,pub_xgboost,,0.8380209570358909,0.2112588834005593,0.4538435787278521,published
279,diverse_25,5,chemeleon,113.0,0.9056127222959681,0.09182899819940182,0.35631215941527183,fitted
279,diverse_25,5,knn,113.0,0.9207570512636828,0.08145546410833637,0.35321393746164986,fitted
279,diverse_25,5,lgbm,113.0,0.9234233591649911,0.09683787311602166,0.39512102823567496,fitted
279,diverse_25,5,median,113.0,1.033607491150749,-0.0055103059967351875,,fitted
279,diverse_25,5,monroe35,113.0,0.8918188985667194,0.18963963609911583,0.45346740945623387,fitted
279,diverse_25,5,pub_gnn,,1.0267752408981323,-0.0001040697097778,0.0087478348749526,published
279,diverse_25,5,pub_knn,,0.9413464426194462,-0.0213228362159767,0.2878601683325634,published
279,diverse_25,5,pub_mlp,,0.8508007526397705,0.2248699069023132,0.5003857182894731,published
279,diverse_25,5,pub_rf,,0.8956774653922325,0.1679030342809297,0.4055177462008494,published
279,diverse_25,5,pub_svm,,0.8840979202495176,0.2137801308559127,0.516363394458353,published
279,diverse_25,5,pub_xgboost,,0.9215043759008829,0.1382845531616786,0.3794399915401676,published
284,diverse_25,1,chemeleon,66.0,0.768287016228177,0.06737924817525753,0.4197726727362845,fitted
284,diverse_25,1,knn,66.0,0.8116550922376861,-0.06523393941260247,0.27982757362523714,fitted
284,diverse_25,1,lgbm,66.0,0.8456567214440582,-0.15971196903852714,0.36401590666742895,fitted
284,diverse_25,1,median,66.0,0.84264736895175,-0.04427081774971797,,fitted
284,diverse_25,1,monroe35,66.0,0.749424746304988,0.08439146888298044,0.38877349729178784,fitted
284,diverse_25,1,pub_gnn,,0.8600220084190369,-0.0767940282821655,-0.0149255289177205,published
284,diverse_25,1,pub_knn,,0.8255075940157007,-0.0878381904877751,0.3172979574116826,published
284,diverse_25,1,pub_mlp,,0.7326149940490723,0.1941454410552978,0.4936488221625966,published
284,diverse_25,1,pub_rf,,0.7640727008119191,0.0203983959708864,0.2919349956843671,published
284,diverse_25,1,pub_svm,,0.7870667231809368,-0.0033636960685663,0.4432151468266345,published
284,diverse_25,1,pub_xgboost,,0.8110240052972502,-0.010013371358218,0.336974026735011,published
284,diverse_25,2,chemeleon,66.0,0.6893360609428338,0.24072459053242634,0.4029308618112393,fitted
284,diverse_25,2,knn,66.0,0.7160030938796902,0.24845853086712177,0.40998664003588964,fitted
284,diverse_25,2,lgbm,66.0,0.6955634627155163,0.2647910390601277,0.38003089520638345,fitted
284,diverse_25,2,median,66.0,0.8212789600583471,-0.006285737611618103,,fitted
284,diverse_25,2,monroe35,66.0,0.719442440400903,0.2514506169441648,0.4183992986883572,fitted
284,diverse_25,2,pub_gnn,,0.8214134573936462,0.037506103515625,0.2852788911777223,published
284,diverse_25,2,pub_knn,,0.7948825427447727,0.1197213940324222,0.2723363394046953,published
284,diverse_25,2,pub_mlp,,0.789218008518219,0.0117195844650268,0.2776594856984403,published
284,diverse_25,2,pub_rf,,0.726220847490596,0.2074258156665869,0.3524340348129289,published
284,diverse_25,2,pub_svm,,0.7420821982419658,0.1905580890814616,0.3085963594526759,published
284,diverse_25,2,pub_xgboost,,0.8179682612073174,-0.0216562522812342,0.2057491180093105,published
284,diverse_25,3,chemeleon,66.0,0.8096737830796317,0.03381034490824908,0.3635927148628898,fitted
284,diverse_25,3,knn,66.0,0.7504280743091342,0.10322203398580299,0.35259120135696215,fitted
