endpoint,repeat,fold,fusion,modality,mean_abs_shap
LOG_RPPB,1,1,early,gnn,0.4991761148662109
LOG_RPPB,1,1,early,smiles,0.13244640051312867
LOG_HPPB,3,1,early,rdkit,0.3181497389430189
LOG_HPPB,3,1,early,mol2vec,0.7536730904736072
LOG_HPPB,3,1,early,gnn,0.6392565450859995
LOG_HPPB,3,1,early,smiles,0.36663617836855045
LOG_RPPB,1,4,early,rdkit,0.3193977176285517
LOG_RPPB,1,4,early,mol2vec,0.6685142200428774
LOG_RPPB,1,4,early,gnn,0.5507435357653989
LOG_RPPB,1,4,early,smiles,0.20267290343851024
LOG_HPPB,3,0,early,rdkit,0.5475324990843163
LOG_HPPB,3,0,early,mol2vec,1.0454522754052022
LOG_HPPB,3,0,early,gnn,0.30935180408062635
LOG_HPPB,3,0,early,smiles,0.3600188927741849
LOG_RPPB,2,0,early,rdkit,0.33783080767852075
LOG_RPPB,2,0,early,mol2vec,0.7433356505202806
LOG_RPPB,2,0,early,gnn,0.41844130671940716
LOG_RPPB,2,0,early,smiles,0.14916044432358266
LOG_HPPB,3,3,early,rdkit,0.18805627084729126
LOG_HPPB,3,3,early,mol2vec,0.5616614515997278
LOG_HPPB,3,3,early,gnn,0.8231903191167733
LOG_HPPB,3,3,early,smiles,0.24986606952961188
LOG_HPPB,3,2,early,rdkit,0.6429568903424181
LOG_HPPB,3,2,early,mol2vec,0.8980517315056874
LOG_HPPB,3,2,early,gnn,0.2976395311398774
LOG_HPPB,3,2,early,smiles,0.3324644206905262
LOG_HPPB,4,1,early,rdkit,0.444609897084708
LOG_HPPB,4,1,early,mol2vec,0.7542776667073965
LOG_HPPB,4,1,early,gnn,0.6211192575627372
LOG_HPPB,4,1,early,smiles,0.36036917512056577
LOG_HPPB,4,0,early,rdkit,0.0820294023021028
LOG_HPPB,4,0,early,mol2vec,0.6643978936642552
LOG_HPPB,4,0,early,gnn,0.9812389790587381
LOG_HPPB,4,0,early,smiles,0.2823930646426883
LOG_RPPB,0,0,early,rdkit,0.07556244756287192
LOG_RPPB,0,0,early,mol2vec,0.5484767909270045
LOG_RPPB,0,0,early,gnn,0.6647007243972243
LOG_RPPB,0,0,early,smiles,0.12928390299082693
LOG_HPPB,4,2,early,rdkit,0.4702582939833557
LOG_HPPB,4,2,early,mol2vec,0.7555585884975858
LOG_HPPB,4,2,early,gnn,0.4676896089454651
LOG_HPPB,4,2,early,smiles,0.5742302669362338
LOG_RPPB,2,1,early,rdkit,0.2710678520077805
LOG_RPPB,2,1,early,mol2vec,0.9388373244049184
LOG_RPPB,2,1,early,gnn,0.29379918500311963
LOG_RPPB,2,1,early,smiles,0.2027611137841589
LOG_RPPB,0,2,early,rdkit,0.4655835152881792
LOG_RPPB,0,2,early,mol2vec,0.6751911373187268
LOG_RPPB,0,2,early,gnn,0.44874429673960153
LOG_RPPB,0,2,early,smiles,0.10732842011114704
LOG_HPPB,4,3,early,rdkit,0.061263735492011924
LOG_HPPB,4,3,early,mol2vec,0.34471502254631387
LOG_HPPB,4,3,early,gnn,1.2472805989716789
LOG_HPPB,4,3,early,smiles,0.16472109706513272
LOG_HPPB,4,4,early,rdkit,0.4163249947939991
LOG_HPPB,4,4,early,mol2vec,1.1433702932187189
LOG_HPPB,4,4,early,gnn,0.22474010633905206
LOG_HPPB,4,4,early,smiles,0.30831073377844825
LOG_RPPB,0,4,early,rdkit,0.29332509694618947
LOG_RPPB,0,4,early,mol2vec,0.8494372783794742
LOG_RPPB,0,4,early,gnn,0.34038784765103824
LOG_RPPB,0,4,early,smiles,0.21054525319136969
LOG_RPPB,1,3,early,rdkit,0.24708835293861517
LOG_RPPB,1,3,early,mol2vec,0.6729870948254195
LOG_RPPB,1,3,early,gnn,0.382257604493232
LOG_RPPB,1,3,early,smiles,0.2560854780173788
LOG_RPPB,2,4,early,rdkit,0.1620773254309965
LOG_RPPB,2,4,early,mol2vec,0.54652578027895
LOG_RPPB,2,4,early,gnn,0.7222323944397427
LOG_RPPB,2,4,early,smiles,0.2144732375544417
LOG_RPPB,3,0,early,rdkit,0.11696600565426538
LOG_RPPB,3,0,early,mol2vec,0.35887790920808843
LOG_RPPB,3,0,early,gnn,0.26962897633180183
LOG_RPPB,3,0,early,smiles,0.7444281449646838
LOG_RPPB,2,2,early,rdkit,0.18857805195082422
LOG_RPPB,2,2,early,mol2vec,0.5501526333014115
LOG_RPPB,2,2,early,gnn,0.6819659884550988
LOG_RPPB,2,2,early,smiles,0.22585153495321958
LOG_RPPB,3,3,early,rdkit,0.20100511614355548
LOG_RPPB,3,3,early,mol2vec,0.8243654726879273
LOG_RPPB,3,3,early,gnn,0.5040229897359393
LOG_RPPB,3,3,early,smiles,0.142471381558688
LOG_RPPB,3,4,early,rdkit,0.2419752925858244
LOG_RPPB,3,4,early,mol2vec,0.6963629251265515
LOG_RPPB,3,4,early,gnn,0.37518432347997477
LOG_RPPB,3,4,early,smiles,0.2949138371566795
LOG_RPPB,4,1,early,rdkit,0.41402928085280255
LOG_RPPB,4,1,early,mol2vec,0.9015933372705349
LOG_RPPB,4,1,early,gnn,0.192981738999121
LOG_RPPB,4,1,early,smiles,0.11134209883355553
LOG_RPPB,3,2,early,rdkit,0.35791825609153405
LOG_RPPB,3,2,early,mol2vec,0.7172149401099599
LOG_RPPB,3,2,early,gnn,0.43902535719008573
LOG_RPPB,3,2,early,smiles,0.1458371808473864
LOG_RPPB,2,3,early,rdkit,0.29584883060378453
LOG_RPPB,2,3,early,mol2vec,0.6224756624403949
LOG_RPPB,2,3,early,gnn,0.5128080142897573
LOG_RPPB,2,3,early,smiles,0.12847056775236237
LOG_RPPB,4,3,early,rdkit,0.2942120448346565
LOG_RPPB,4,3,early,mol2vec,0.7857673948782387
LOG_RPPB,4,3,early,gnn,0.3942660845290906
LOG_RPPB,4,3,early,smiles,0.17961111251361572
LOG_RPPB,3,1,early,rdkit,0.2728796893646749
LOG_RPPB,3,1,early,mol2vec,0.7334533923902304
LOG_RPPB,3,1,early,gnn,0.4925070231110796
LOG_RPPB,3,1,early,smiles,0.16854574167307107
LOG_RPPB,4,2,early,rdkit,0.33210346724629053
LOG_RPPB,4,2,early,mol2vec,0.8987458027321715
LOG_RPPB,4,2,early,gnn,0.30929508981560466
LOG_RPPB,4,2,early,smiles,0.18851273832923887
LOG_RPPB,4,0,early,rdkit,0.18809315237218688
LOG_RPPB,4,0,early,mol2vec,0.5286344604108631
LOG_RPPB,4,0,early,gnn,0.6904594043609741
LOG_RPPB,4,0,early,smiles,0.24115224130269566
LOG_RPPB,4,4,early,rdkit,0.2840117241303847
LOG_RPPB,4,4,early,mol2vec,0.76368540067637
LOG_RPPB,4,4,early,gnn,0.43511736637655063
LOG_RPPB,4,4,early,smiles,0.27141487742599785
