endpoint,method,repeat,n_folds,n,sigma,err_unc_corr,ece,miscalibration_area
LOG_HLM,fus_GRS_early_rf,2,5,929,0.1392702946049527,0.2587862573796409,0.19553401168402842,0.1959922899847103
LOG_HLM,fus_GRS_early_rf,3,5,929,0.14230782601484712,0.265794393797717,0.18848563623773731,0.18968775954528322
LOG_HLM,fus_GRS_early_rf,4,5,929,0.12840178075007969,0.17862189815669371,0.2130846569965226,0.2140525734768388
LOG_HLM,fus_GRS_late_attfp,0,5,929,0.09625097958677405,0.1185362327213683,0.24557472914050993,0.24960186374003482
LOG_HLM,fus_GRS_late_attfp,1,5,929,0.08788649100509556,0.18070729613757813,0.2567211947185373,0.2593480554406584
LOG_HLM,fus_GRS_late_attfp,2,5,929,0.08745366561817008,0.13376749629487616,0.25259985194813567,0.2554281312296589
LOG_HLM,fus_GRS_late_attfp,3,5,929,0.08908943700547545,0.20104279069195555,0.2495253843779403,0.2520327263863969
LOG_HLM,fus_GRS_late_attfp,4,5,929,0.09035080999072506,0.0988477477151791,0.25666930085461354,0.2604066786605424
LOG_HLM,fus_GRS_late_lgbm,0,5,929,0.11255327081379397,0.26717932193218963,0.2381531558671036,0.2381593350991732
LOG_HLM,fus_GRS_late_lgbm,1,5,929,0.10868486800838477,0.2758433291876137,0.2431564862347722,0.24285300721831338
LOG_HLM,fus_GRS_late_lgbm,2,5,929,0.10723351247533361,0.24303340124519085,0.24520537524946062,0.2450383150149414
LOG_HLM,fus_GRS_late_lgbm,3,5,929,0.1271411930492228,0.3077362689256323,0.22042632340569,0.2202623783986996
LOG_HLM,fus_GRS_late_lgbm,4,5,929,0.11972258334462973,0.2192899003593314,0.2351831893960442,0.2359939196009134
LOG_HLM,fus_GRS_late_rf,0,5,929,0.11863936969444236,0.2853826474279977,0.22775386892593907,0.22748913538460144
LOG_HLM,fus_GRS_late_rf,1,5,929,0.11316632200477646,0.2670029661443586,0.23487008711254187,0.23466444189070906
LOG_HLM,fus_GRS_late_rf,2,5,929,0.11214853623648878,0.24320096083811274,0.2348105133160287,0.23499871891341803
LOG_HLM,fus_GRS_late_rf,3,5,929,0.1340370930477333,0.3200843341813702,0.2088466433461766,0.20910596544672744
LOG_HLM,fus_GRS_late_rf,4,5,929,0.12757336141851672,0.20933727060860385,0.22369644101264372,0.2243582633851501
LOG_HLM,fus_GR_early_attfp,0,5,929,0.15433457118755176,0.19729842396703878,0.18187922863572026,0.18933196179443335
LOG_HLM,fus_GR_early_attfp,1,5,929,0.15381261927126885,0.14735996872319837,0.20894882112879212,0.21269197630638062
LOG_HLM,fus_GR_early_attfp,2,5,929,0.14754867916437825,0.12423566247343344,0.2043841659453347,0.21194265308690702
LOG_HLM,fus_GR_early_attfp,3,5,929,0.1487006624304983,0.08128591306088535,0.20437483871810788,0.21085897309696308
LOG_HLM,fus_GR_early_attfp,4,5,929,0.135365811294659,-0.0005275553600591683,0.2215924790775127,0.2270341353318567
LOG_HLM,fus_GR_early_lgbm,0,5,929,0.13870650205925827,0.23291792551098858,0.19894965470582013,0.1998973888608119
LOG_HLM,fus_GR_early_lgbm,1,5,929,0.12262571356781186,0.2768864838367785,0.21355215534965785,0.21342017754251313
LOG_HLM,fus_GR_early_lgbm,2,5,929,0.13894524647378592,0.24403535242665877,0.20130492222185414,0.20117192042370052
LOG_HLM,fus_GR_early_lgbm,3,5,929,0.12155460512352964,0.24673332023682232,0.21304054347703402,0.21386506075360467
LOG_HLM,fus_GR_early_lgbm,4,5,929,0.1236655191411909,0.17875214491314856,0.2211999492873798,0.22257777285683758
LOG_HLM,fus_GR_early_rf,0,5,929,0.13861473396058185,0.24471206824155373,0.195037682265275,0.19603315226621576
LOG_HLM,fus_GR_early_rf,1,5,929,0.12089027030176203,0.2802141137729886,0.21186399499482572,0.21234665340911427
LOG_HLM,fus_GR_early_rf,2,5,929,0.13757676083615974,0.2571165746523884,0.19885729980936218,0.19953456303127248
LOG_HLM,fus_GR_early_rf,3,5,929,0.12227735118834748,0.2455550500970394,0.20819225296508587,0.20862188672101709
LOG_HLM,fus_GR_early_rf,4,5,929,0.12294418326959981,0.18023008304128876,0.21885238646355282,0.22034509836450544
LOG_HLM,fus_GR_late_attfp,0,5,929,0.09167571694050823,0.1271024122995618,0.2471142997929092,0.24911294716732524
LOG_HLM,fus_GR_late_attfp,1,5,929,0.08454653523688643,0.15341306112775294,0.25384721492049933,0.25572140933074267
LOG_HLM,fus_GR_late_attfp,2,5,929,0.08613914896529501,0.1630349560397954,0.25431542217657377,0.2565562999959943
LOG_HLM,fus_GR_late_attfp,3,5,929,0.08449744937750177,0.18398689209034866,0.25237192699752287,0.2545634819623776
LOG_HLM,fus_GR_late_attfp,4,5,929,0.08513243212652258,0.09644931212034293,0.2596710398788336,0.262386051492946
LOG_HLM,fus_GR_late_lgbm,0,5,929,0.11225558786235014,0.26762766705650937,0.23899711809992516,0.23894047765421342
LOG_HLM,fus_GR_late_lgbm,1,5,929,0.11027386261275882,0.27329602720772933,0.24200449085962572,0.2416694514903802
