endpoint,repeat,fold,fusion,removed,delta_r2,delta_rmse,delta_mae,delta_spearman,full_r2,full_rmse,full_mae,full_spearman
LOG_SOL,1,2,early,gnn,-0.12092215034782361,0.05116370550309246,0.05753594408296697,-0.13767038956796546,0.3849125947018335,0.5449374396535908,0.34934962487780813,0.5402057548696328
LOG_SOL,1,2,early,rdkit,-0.004305983608889785,0.001904119040631369,0.0011321845671189434,-0.0017131161126426875,0.3849125947018335,0.5449374396535908,0.34934962487780813,0.5402057548696328
LOG_SOL,1,2,early,mol2vec,-0.0022267399445974334,0.0009855003683010288,-0.0014187749162770102,0.004488007342931644,0.3849125947018335,0.5449374396535908,0.34934962487780813,0.5402057548696328
LOG_SOL,1,2,early,smiles,-0.007348426678924547,0.0032455090914711437,0.0020105400254711303,-0.001379989978407603,0.3849125947018335,0.5449374396535908,0.34934962487780813,0.5402057548696328
LOG_SOL,1,2,late,gnn,0.0015199275852454397,-0.0006201270265830949,-0.0022645611813878475,0.005242926362574896,0.2741681554355735,0.5919652849312482,0.40462669691773306,0.43595574934608566
LOG_SOL,1,2,late,rdkit,0.012494848034601547,-0.0051173182701536035,-0.0034096963267339353,0.010459502813255639,0.2741681554355735,0.5919652849312482,0.40462669691773306,0.43595574934608566
LOG_SOL,1,2,late,mol2vec,0.03730851886536213,-0.015414512087541632,-0.030519997844065117,0.0545588020011632,0.2741681554355735,0.5919652849312482,0.40462669691773306,0.43595574934608566
LOG_SOL,1,2,late,smiles,-0.010646402067160943,0.004325628664442083,0.0012158245108122023,-0.005702586513472219,0.2741681554355735,0.5919652849312482,0.40462669691773306,0.43595574934608566
LOG_SOL,3,4,early,gnn,-0.05066599503040958,0.021636013589624636,0.035811516102213004,-0.12812730248714227,0.36321688694495513,0.5544648233324634,0.3621303089427049,0.5543244822440428
LOG_SOL,3,4,early,rdkit,-0.0014570463931926625,0.0006339830210652098,-0.0010048937183860795,0.002605885696526977,0.36321688694495513,0.5544648233324634,0.3621303089427049,0.5543244822440428
LOG_SOL,3,4,early,mol2vec,0.00942906655289022,-0.004120385540788196,-0.0019349359068834837,-0.010435023403495558,0.36321688694495513,0.5544648233324634,0.3621303089427049,0.5543244822440428
LOG_SOL,3,4,early,smiles,-0.007244394816397937,0.00314502874848388,0.0027563072751384254,-0.009478057523478411,0.36321688694495513,0.5544648233324634,0.3621303089427049,0.5543244822440428
LOG_SOL,3,4,late,gnn,0.020531932713630963,-0.008315933298392642,-0.005735696367377585,0.012709644238560858,0.25394167133835854,0.6001566480516451,0.41307198422075536,0.44595660571898177
LOG_SOL,3,4,late,rdkit,-0.0021842518076456985,0.0008779039869297733,-6.815603205345688e-05,-0.0033205783216415097,0.25394167133835854,0.6001566480516451,0.41307198422075536,0.44595660571898177
LOG_SOL,3,4,late,mol2vec,-0.10123129846428558,0.03942232086882658,-0.0014225393697323563,-0.01006125574129385,0.25394167133835854,0.6001566480516451,0.41307198422075536,0.44595660571898177
LOG_SOL,3,4,late,smiles,0.005998836919273165,-0.0024177119167516636,-0.002528298881166624,0.004129363309132883,0.25394167133835854,0.6001566480516451,0.41307198422075536,0.44595660571898177
LOG_SOL,4,0,early,gnn,-0.08528530197876782,0.03631501530950498,0.048508158258110334,-0.10187497562866632,0.37626920854127044,0.5487528917302671,0.3662380274346438,0.4950969060695627
LOG_SOL,4,0,early,rdkit,0.003073858642302918,-0.0013538470274274683,-0.0010293825482218244,0.01093265321495962,0.37626920854127044,0.5487528917302671,0.3662380274346438,0.4950969060695627
LOG_SOL,4,0,early,mol2vec,0.00839324988904544,-0.0037046590715479333,-0.0026034460192027042,0.008159798082672642,0.37626920854127044,0.5487528917302671,0.3662380274346438,0.4950969060695627
LOG_SOL,4,0,early,smiles,0.003149145230640471,-0.0013870481842942484,-0.0003283362327245465,0.004641922336504012,0.37626920854127044,0.5487528917302671,0.3662380274346438,0.4950969060695627
LOG_SOL,4,0,late,gnn,0.012233437726097418,-0.004901282421532205,-0.0035986730481714635,0.00860416323804486,0.24194667533943504,0.604962017179258,0.4121748416492232,0.4119014704986682
LOG_SOL,4,0,late,rdkit,-0.0012992974723926576,0.0005182281194141547,0.0004491168944520396,-0.0025995492722772906,0.24194667533943504,0.604962017179258,0.4121748416492232,0.4119014704986682
LOG_SOL,4,0,late,mol2vec,-0.08369083645830244,0.032520510493990074,0.0007153169272461901,0.011868905137437713,0.24194667533943504,0.604962017179258,0.4121748416492232,0.4119014704986682
LOG_SOL,4,0,late,smiles,0.014006140399962397,-0.005614834125771351,-0.004906950824908385,0.009283425201962126,0.24194667533943504,0.604962017179258,0.4121748416492232,0.4119014704986682
LOG_SOL,0,2,early,gnn,-0.08839279268934197,0.039060323495246685,0.04860652826251366,-0.13537877862497616,0.4253066817704887,0.5267400050907176,0.34259008790210366,0.5501112640285418
LOG_SOL,0,2,early,rdkit,0.0037409897203404263,-0.0017172169673441706,-0.0005009506274543107,0.00039925979103561104,0.4253066817704887,0.5267400050907176,0.34259008790210366,0.5501112640285418
LOG_SOL,0,2,early,mol2vec,0.00020429802340271586,-9.363385994742845e-05,-0.0016088373454756222,0.005981322393327604,0.4253066817704887,0.5267400050907176,0.34259008790210366,0.5501112640285418
LOG_SOL,0,2,early,smiles,-0.017273934400251156,0.007857676405536806,0.0052319171798396735,0.002968779356908313,0.4253066817704887,0.5267400050907176,0.34259008790210366,0.5501112640285418
LOG_SOL,0,2,late,gnn,0.010968214040599111,-0.004399576744879341,-0.00403148017373578,0.010743265769333599,0.24435864584201206,0.6039988177426919,0.4127801912885025,0.41838947555067574
LOG_SOL,0,2,late,rdkit,-0.0005137111524023963,0.0002052747708909397,-0.0018262991658858363,0.006662325431971927,0.24435864584201206,0.6039988177426919,0.4127801912885025,0.41838947555067574
LOG_SOL,0,2,late,mol2vec,0.059916678270043544,-0.02444078004324135,-0.04271784810961565,0.061697489461292554,0.24435864584201206,0.6039988177426919,0.4127801912885025,0.41838947555067574
LOG_SOL,0,2,late,smiles,-0.0049350585290866,0.0019691342406190637,0.001965298674955984,-0.003263365715484412,0.24435864584201206,0.6039988177426919,0.4127801912885025,0.41838947555067574
LOG_SOL,2,4,early,gnn,-0.09050422150565385,0.038741825816619,0.0560705141134909,-0.11785034690228668,0.38579565414721373,0.5445461253557924,0.3515916852515296,0.5212241865979917
LOG_SOL,2,4,early,rdkit,-0.0005300924476985269,0.00023493608839608715,2.7286959470795846e-05,-0.0010137893428264766,0.38579565414721373,0.5445461253557924,0.3515916852515296,0.5212241865979917
LOG_SOL,2,4,early,mol2vec,0.0026594128666763694,-0.0011801804871899302,-0.001758529851735302,0.005304716652224317,0.38579565414721373,0.5445461253557924,0.3515916852515296,0.5212241865979917
LOG_SOL,2,4,early,smiles,-0.007151964625118357,0.003161246584936772,0.005486117716211603,0.0015677460002160304,0.38579565414721373,0.5445461253557924,0.3515916852515296,0.5212241865979917
LOG_SOL,2,4,late,gnn,0.0026183277111289094,-0.0010375839680965004,-0.0004011045009565395,0.002132032119771421,0.2300945496244441,0.6096729501963746,0.4256808519099467,0.4072090412054894
LOG_SOL,2,4,late,rdkit,0.015131449476867398,-0.006020878141287045,-0.004923174144206899,0.010507046934888908,0.2300945496244441,0.6096729501963746,0.4256808519099467,0.4072090412054894
LOG_SOL,2,4,late,mol2vec,0.07170162382395795,-0.029083229970366387,-0.050216335742346685,0.07412125886420562,0.2300945496244441,0.6096729501963746,0.4256808519099467,0.4072090412054894
LOG_SOL,2,4,late,smiles,-0.008131055636799278,0.0032109557944791645,0.002897395631872024,-0.005585733048170671,0.2300945496244441,0.6096729501963746,0.4256808519099467,0.4072090412054894
LOG_SOL,3,1,early,gnn,-0.062161659650436296,0.026021608779746463,0.0399233811118731,-0.10369238143683568,0.34196152783282285,0.5636426815386988,0.36269870390305203,0.5146138723666992
LOG_SOL,3,1,early,rdkit,2.077530502964109e-05,-8.89761127809141e-06,0.0002963803176130875,-0.0017819418700012468,0.34196152783282285,0.5636426815386988,0.36269870390305203,0.5146138723666992
LOG_SOL,3,1,early,mol2vec,-0.006158308395557643,0.002631306734486194,0.0011331283893062927,0.0052079887305941375,0.34196152783282285,0.5636426815386988,0.36269870390305203,0.5146138723666992
LOG_SOL,3,1,early,smiles,0.0032906862368281553,-0.001411084549988173,0.00021035100671740192,0.0025603269625769087,0.34196152783282285,0.5636426815386988,0.36269870390305203,0.5146138723666992
LOG_SOL,3,1,late,gnn,0.021694869774132153,-0.0087265890403323,-0.006535705827494409,0.016058951562233803,0.24314286905451588,0.6044845194611561,0.41741231123697825,0.42372469885959846
LOG_SOL,3,1,late,rdkit,0.0012733055918142666,-0.0005086941016746449,9.87113633887371e-05,0.0008286693085237107,0.24314286905451588,0.6044845194611561,0.41741231123697825,0.42372469885959846
LOG_SOL,3,1,late,mol2vec,0.0017498223215115516,-0.0006991759294376898,-0.03634161571207928,0.06170235971888344,0.24314286905451588,0.6044845194611561,0.41741231123697825,0.42372469885959846
LOG_SOL,3,1,late,smiles,0.029621779186838393,-0.011947183098800274,-0.009750100334904865,0.014443040528142714,0.24314286905451588,0.6044845194611561,0.41741231123697825,0.42372469885959846
LOG_SOL,3,0,early,gnn,-0.09464857622346223,0.04021335072722931,0.05232084219843147,-0.10393101861691856,0.37785958877402637,0.5480528438970887,0.3582677358752631,0.5064901659773943
LOG_SOL,3,0,early,rdkit,0.004252638301807776,-0.0018763184051512338,-0.0011418129939199106,0.0030114558273309777,0.37785958877402637,0.5480528438970887,0.3582677358752631,0.5064901659773943
LOG_SOL,3,0,early,mol2vec,-0.0033852474685144296,0.0014890348805766118,0.0014270317700819657,0.000798362626184157,0.37785958877402637,0.5480528438970887,0.3582677358752631,0.5064901659773943
LOG_SOL,3,0,early,smiles,-0.009130180228148932,0.004006809655022425,0.004598675090177251,-0.006059399574608659,0.37785958877402637,0.5480528438970887,0.3582677358752631,0.5064901659773943
