endpoint,pt_gin_radius_0_vocab_2048,pt_gin_radius_1_vocab_2048,pt_gin_radius_1_vocab_4096,pt_gin_radius_1_vocab_8192,pt_gin_radius_1_vocab_16384,pt_gin_radius_2_vocab_1024,pt_gin_radius_2_vocab_2048,pt_gin_radius_2_vocab_4096,pt_gin_radius_2_vocab_8192,pt_gin_radius_2_vocab_16384
LogD,0.7202332800598441,0.7059004754198959,0.7072494185199862,0.7101165835828985,0.7043493807842878,0.7182764757179599,0.7096031703007748,0.6996338826725519,0.717967440660614,0.7025666214827385
LogS,0.4877964558875682,0.4816915524101315,0.48595606320628526,0.48661724769062614,0.49251428306140843,0.5084218956823767,0.5015459416799902,0.5029235137817526,0.5018061938905015,0.5068980607172746
LOG_HLM,0.40697623721496384,0.40939355905593283,0.40702082042303905,0.4032350387872264,0.4059114847093332,0.4102511955267108,0.39839140859218625,0.3985601248090487,0.4091760684678224,0.39613766392933586
LOG_MLM,0.5365337124714791,0.5330960116977803,0.5353497779562619,0.5349105256952066,0.5241596294638924,0.5456500583809374,0.5349025950520261,0.537994395482513,0.5349465721898694,0.538859022777297
LOG_Caco_AB,0.3923070885372853,0.37905595390070757,0.39209630458324585,0.39898875696267544,0.38708804691284227,0.41001868450836915,0.3999331267611612,0.3913060426063646,0.40036959472859673,0.39813867905144784
LOG_Caco_Efflux,0.4213008783444031,0.4151644815928289,0.42678102815740937,0.4431487642075402,0.4116367638727683,0.4260244579076772,0.4267379689439248,0.42773150312153285,0.42504191211726494,0.4180904266601999
LOG_MPPB,0.5304918443295865,0.5067394568208732,0.5077106755616861,0.5212678869695929,0.523555843709262,0.531065785898398,0.5157153087698237,0.5289327090671435,0.5282357010910735,0.5259797510972822
LOG_MBPB,0.5328107375495706,0.5470697776384208,0.5388898256022633,0.5457556831673599,0.5464199660308556,0.5212435951438313,0.5203064065723596,0.5218704838557474,0.5189440221355781,0.5219754525244263
LOG_MGMB,0.3013114174771086,0.17829375655184124,0.25924868556221115,0.2749776871701186,0.269277901188385,0.3322643167963377,0.23264416350750727,0.2960813249163647,0.28098573370589397,0.3618842861394633
